,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address_full,total_violations,active_violations,ecb_violations,acrive_ecb_violations,geo_address,geocoded,lat,lon
1825,1825,1441153-DCA,Business,03/31/2015,FDD ENTERPRISES INC.,0,3000,PARK AVE,0,BRONX,NY,10451,6463997098,Bronx,2.0,3000 PARK AVE,0.0,0.0,0.0,0.0,3000 PARK AVE NY 10451,"(40.8206883, -73.92215589999999)",40.8206883,-73.92215589999999
1826,1826,1300539-DCA,Business,01/08/2013,"CHAMPION PARKING 46, LLC",0,247,W 46TH ST,0,NEW YORK,NY,10036,2123085959,Manhattan,1.0,247 W 46TH ST,0.0,0.0,0.0,0.0,247 W 46TH ST NY 10036,"(40.7598688, -73.9876208)",40.7598688,-73.9876208
1827,1827,1251117-DCA,Business,03/31/2015,QUIK PARK 48TH ST. GARAGE CORP.,0,300,E 48TH ST,0,NEW YORK,NY,10017,2128322066,Manhattan,1.0,300 E 48TH ST,0.0,0.0,0.0,0.0,300 E 48TH ST NY 10017,"(40.753352, -73.9692374)",40.753352,-73.9692374
1828,1828,2004864-DCA,Business,03/31/2019,157-57TH INC,0,153,E 57TH ST,0,NEW YORK,NY,10022,2122232838,Manhattan,1.0,153 E 57TH ST,0.0,0.0,0.0,0.0,153 E 57TH ST NY 10022,"(40.7607016, -73.9680316)",40.7607016,-73.9680316
1829,1829,1372294-DCA,Business,03/31/2017,ALERT GARAGE CORP.,0,3017,40TH AVE,0,LONG IS CITY,NY,11101,7187860643,Queens,4.0,3017 40TH AVE,0.0,0.0,0.0,0.0,3017 40TH AVE NY 11101,"(40.7518912, -73.93410539999999)",40.7518912,-73.93410539999999
1830,1830,1392707-DCA,Business,03/31/2019,"V.J. MEGA PARKING SYSTEMS, INC.",MEGA PARKING SYSTEMS,343,E 74TH ST,0,NEW YORK,NY,10021,2126501339,Manhattan,1.0,343 E 74TH ST,0.0,0.0,0.0,0.0,343 E 74TH ST NY 10021,"(40.7696861, -73.9557104)",40.7696861,-73.9557104
1831,1831,1440471-DCA,Business,03/31/2019,QUIK PARK PCVST GARAGE LLC,0,325,AVENUE C,0,NEW YORK,NY,10009,2126145862,Manhattan,1.0,325 AVENUE C,0.0,0.0,0.0,0.0,325 AVENUE C NY 10009,"(40.7323236, -73.9744537)",40.7323236,-73.9744537
1832,1832,0693022-DCA,Business,03/31/2011,ROPETMAR GARAGE INC.,CHELNIK PARKING CO,299,PEARL ST,0,NEW YORK,NY,10038,2127511080,Manhattan,1.0,299 PEARL ST,0.0,0.0,0.0,0.0,299 PEARL ST NY 10038,"(40.7088441, -74.0028823)",40.7088441,-74.0028823
1833,1833,1302958-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,554,W 174TH ST,0,NEW YORK,NY,10033,2125025490,Manhattan,1.0,554 W 174TH ST,0.0,0.0,0.0,0.0,554 W 174TH ST NY 10033,"(40.8442933, -73.9363954)",40.8442933,-73.9363954
1834,1834,1460831-DCA,Business,03/31/2015,ZAFIRO PARKING INC.,0,1380,MLK JR BLVD,0,BRONX,NY,10452,2127490125,Bronx,2.0,1380 MLK JR BLVD,0.0,0.0,0.0,0.0,1380 MLK JR BLVD NY 10452,"(40.8376318, -73.92128579999999)",40.8376318,-73.92128579999999
1835,1835,1033066-DCA,Business,03/31/2011,PRIOR PARKING LLC,0,40-50,W 61ST ST,0,NEW YORK,NY,10023,2126869800,0,0.0,40-50 W 61ST ST,0.0,0.0,0.0,0.0,40-50 W 61ST ST NY 10023,"(40.7701376, -73.9832981)",40.7701376,-73.9832981
1836,1836,1228861-DCA,Business,03/31/2011,QUIK PARK 89TH ST. LLC,QUIK PARK INC.,207,W 88TH ST,0,NEW YORK,NY,10024,2128322066,Manhattan,1.0,207 W 88TH ST,0.0,0.0,0.0,0.0,207 W 88TH ST NY 10024,"(40.7896468, -73.9745777)",40.7896468,-73.9745777
1837,1837,1351762-DCA,Business,07/13/2010,STANDARD PARKING CORPORATION,0,10440,QUEENS BLVD,0,FOREST HILLS,NY,11375,7188971220,Queens,4.0,10440 QUEENS BLVD,0.0,0.0,0.0,0.0,10440 QUEENS BLVD NY 11375,"(40.7229947, -73.8505311)",40.7229947,-73.8505311
1838,1838,1471717-DCA,Business,12/15/2014,TOREN PARKING LLC,0,255,FLATBUSH AVENUE EXT,0,BROOKLYN,NY,11201,9177493600,0,0.0,255 FLATBUSH AVENUE EXT,0.0,0.0,0.0,0.0,255 FLATBUSH AVENUE EXT NY 11201,"(40.692861, -73.98258299999999)",40.692861,-73.98258299999999
1839,1839,2041301-DCA,Business,07/06/2018,WEST VILLAGE GARAGE CORP,0,125,PERRY ST,0,NEW YORK,NY,10014,212-262-4771,Manhattan,1.0,125 PERRY ST,0.0,0.0,0.0,0.0,125 PERRY ST NY 10014,"(40.7351519, -74.00727090000001)",40.7351519,-74.00727090000001
1840,1840,2036651-DCA,Business,03/31/2017,IMPARK210CPS LLC,0,210,CENTRAL PARK S,0,NEW YORK,NY,10019,212-937-8660,Manhattan,1.0,210 CENTRAL PARK S,0.0,0.0,0.0,0.0,210 CENTRAL PARK S NY 10019,"(40.7669838, -73.9800186)",40.7669838,-73.9800186
1841,1841,1381087-DCA,Business,03/31/2013,PEAK TIME PARKING INC.,0,1231,EDWARD L GRANT HWY,0,BRONX,NY,10452,7182204580,Bronx,2.0,1231 EDWARD L GRANT HWY,0.0,0.0,0.0,0.0,1231 EDWARD L GRANT HWY NY 10452,"(40.8366181, -73.9227099)",40.8366181,-73.9227099
1842,1842,1385873-DCA,Business,03/31/2013,KC ONE PARK CORP.,0,330,3RD AVE,0,NEW YORK,NY,10010,7182850102,Manhattan,1.0,330 3RD AVE,0.0,0.0,0.0,0.0,330 3RD AVE NY 10010,"(40.7394962, -73.982669)",40.7394962,-73.982669
1843,1843,1275065-DCA,Business,03/31/2013,FASHION 35 PARKING LLC,0,1328,BROADWAY,0,NEW YORK,NY,10001,2126869800,Manhattan,1.0,1328 BROADWAY,13.0,0.0,210.0,0.0,1328 BROADWAY NY 10001,"(40.7500086, -73.9870952)",40.7500086,-73.9870952
1844,1844,1187738-DCA,Business,03/31/2017,REYER PARKING CORP.,0,257,E 187TH ST,0,BRONX,NY,10458,2125416050,Bronx,2.0,257 E 187TH ST,0.0,0.0,0.0,0.0,257 E 187TH ST NY 10458,"(40.8602565, -73.8973707)",40.8602565,-73.8973707
1845,1845,1468256-DCA,Business,02/14/2019,1745 BROADWAY PARKING MANAGEMENT CORP.,0,1745,BROADWAY,0,NEW YORK,NY,10019,2127367171,Manhattan,1.0,1745 BROADWAY,140.0,16.0,30.0,4.0,1745 BROADWAY NY 10019,"(40.7651709, -73.9824348)",40.7651709,-73.9824348
1846,1846,0697253-DCA,Business,03/31/2011,DIRECT PARKING LLC,DIRECT PARKING LLC,51,W 56TH ST,0,NEW YORK,NY,10019,2126869800,Manhattan,1.0,51 W 56TH ST,0.0,0.0,0.0,0.0,51 W 56TH ST NY 10019,"(40.7634539, -73.9767784)",40.7634539,-73.9767784
1847,1847,1461184-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",0,9330,HORACE HARDING EXPRESSWAY,0,QUEENS,NY,11374,2129378660,Queens,4.0,9330 HORACE HARDING EXPRESSWAY,0.0,0.0,0.0,0.0,9330 HORACE HARDING EXPRESSWAY NY 11374,"(40.733086, -73.8662435)",40.733086,-73.8662435
1848,1848,1083289-DCA,Business,03/31/2011,ENTERPRISE 30TH STREET GARAGE LLC,0,529,W 29TH ST,0,NEW YORK,NY,10001,2126270012,Manhattan,1.0,529 W 29TH ST,0.0,0.0,0.0,0.0,529 W 29TH ST NY 10001,"(40.7522922, -74.00293289999999)",40.7522922,-74.00293289999999
1849,1849,1417977-DCA,Business,09/25/2013,STANDARD PARKING CORPORATION,0,8036,COOPER AVE,0,GLENDALE,NY,11385,7188943580,Queens,4.0,8036 COOPER AVE,0.0,0.0,0.0,0.0,8036 COOPER AVE NY 11385,"(40.7090197, -73.86852209999999)",40.7090197,-73.86852209999999
1850,1850,2069015-DCA,Business,03/31/2019,ONE PARKING 89TH STREET LLC,0,205,W 89TH ST,0,NEW YORK,NY,10024,4802722100,Manhattan,1.0,205 W 89TH ST,0.0,0.0,0.0,0.0,205 W 89TH ST NY 10024,"(40.7901204, -73.9745404)",40.7901204,-73.9745404
1851,1851,2008536-DCA,Business,08/03/2014,A&P PARKING CORP.,0,339,GREENE AVE,0,BROOKLYN,NY,11238,2123601711,Brooklyn,3.0,339 GREENE AVE,0.0,0.0,0.0,0.0,339 GREENE AVE NY 11238,"(40.68779749999999, -73.9576768)",40.68779749999999,-73.9576768
1852,1852,1128757-DCA,Business,03/31/2017,MAJESTIC CAR PARK LLC,0,1199,PARK AVE,0,NEW YORK,NY,10128,2122216111,Manhattan,1.0,1199 PARK AVE,0.0,0.0,0.0,0.0,1199 PARK AVE NY 10128,"(40.7851736, -73.9527438)",40.7851736,-73.9527438
1853,1853,1250448-DCA,Business,03/31/2011,KC THIRD AVENUE PARKING LLC,0,330,3RD AVE,0,NEW YORK,NY,10010,7187880066,Manhattan,1.0,330 3RD AVE,0.0,0.0,0.0,0.0,330 3RD AVE NY 10010,"(40.7394962, -73.982669)",40.7394962,-73.982669
1854,1854,1368921-DCA,Business,03/31/2021,Z AND G PARKING LLC,0,2355,WEBSTER AVE,0,BRONX,NY,10458,2129799815,Bronx,2.0,2355 WEBSTER AVE,0.0,0.0,0.0,0.0,2355 WEBSTER AVE NY 10458,"(40.8577445, -73.8949573)",40.8577445,-73.8949573
1855,1855,1259179-DCA,Business,03/31/2015,36-36 PRINCE PARKING LLC,0,3636,PRINCE ST,0,FLUSHING,NY,11354,7183580001,Queens,4.0,3636 PRINCE ST,0.0,0.0,0.0,0.0,3636 PRINCE ST NY 11354,"(40.7607617, -73.8329531)",40.7607617,-73.8329531
1856,1856,1425225-DCA,Business,08/19/2012,"ONE PARKING GOTHAM, INC.",0,4209,28TH ST,0,LONG IS CITY,NY,11101,2123706530,Queens,4.0,4209 28TH ST,0.0,0.0,0.0,0.0,4209 28TH ST NY 11101,"(40.7493572, -73.9390619)",40.7493572,-73.9390619
1857,1857,2005585-DCA,Business,03/31/2017,NYC PARKING GROUP I LLC,nyc parking group 1 llc 74,340,E 74TH ST,0,NEW YORK,NY,10021,7182850102,Manhattan,1.0,340 E 74TH ST,0.0,0.0,0.0,0.0,340 E 74TH ST NY 10021,"(40.7693044, -73.95577639999999)",40.7693044,-73.95577639999999
1858,1858,2001370-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",0,115,E 57TH ST,0,NEW YORK,NY,10022,2125025490,Manhattan,1.0,115 E 57TH ST,0.0,0.0,0.0,0.0,115 E 57TH ST NY 10022,"(40.7614749, -73.9699584)",40.7614749,-73.9699584
1859,1859,2001364-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",0,100,MORTON ST,0,NEW YORK,NY,10014,2125025490,Manhattan,1.0,100 MORTON ST,0.0,0.0,0.0,0.0,100 MORTON ST NY 10014,"(40.7311437, -74.00994299999999)",40.7311437,-74.00994299999999
1860,1860,1306379-DCA,Business,02/14/2013,PLATT PARKING LLC,0,90,JOHN ST,0,NEW YORK,NY,10038,2126869800,Manhattan,1.0,90 JOHN ST,0.0,0.0,0.0,0.0,90 JOHN ST NY 10038,"(40.7079836, -74.00648610000002)",40.7079836,-74.00648610000002
1861,1861,0429678-DCA,Business,03/31/2013,ABILITY PARKING CORP.,0,200,E END AVE,0,NEW YORK,NY,10128,2122493344,Manhattan,1.0,200 E END AVE,0.0,0.0,0.0,0.0,200 E END AVE NY 10128,"(40.7772322, -73.94355949999999)",40.7772322,-73.94355949999999
1862,1862,1371377-DCA,Business,03/31/2019,GM&M PARK INC.,0,116,NOSTRAND AVE,0,BROOKLYN,NY,11205,6466100315,Brooklyn,3.0,116 NOSTRAND AVE,0.0,0.0,0.0,0.0,116 NOSTRAND AVE NY 11205,"(40.6961255, -73.9530193)",40.6961255,-73.9530193
1863,1863,1211704-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,95,OCEANA DR E,0,BROOKLYN,NY,11235,7182239722,Brooklyn,3.0,95 OCEANA DR E,0.0,0.0,0.0,0.0,95 OCEANA DR E NY 11235,"(40.5767152, -73.9575995)",40.5767152,-73.9575995
1864,1864,0898706-DCA,Business,03/31/2013,"PARIS, ZACARIAS P",P & P PARKING LOT,1300,GERARD AVE,0,BRONX,NY,10452,7182933679,Bronx,2.0,1300 GERARD AVE,0.0,0.0,0.0,0.0,1300 GERARD AVE NY 10452,"(40.8379548, -73.91895629999999)",40.8379548,-73.91895629999999
1865,1865,1471907-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",IMPARK,9605,QUEENS BLVD,0,REGO PARK,NY,11374,2129378660,Queens,4.0,9605 QUEENS BLVD,0.0,0.0,0.0,0.0,9605 QUEENS BLVD NY 11374,"(40.731424, -73.8618461)",40.731424,-73.8618461
1866,1866,1304852-DCA,Business,02/16/2011,200 WEA PARKING CORP.,0,200,W END AVE,0,NEW YORK,NY,10023,7187880066,Manhattan,1.0,200 W END AVE,0.0,0.0,0.0,0.0,200 W END AVE NY 10023,"(40.7779612, -73.9854593)",40.7779612,-73.9854593
1867,1867,1177363-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,525,E 72ND ST,0,NEW YORK,NY,10021,2125025490,Manhattan,1.0,525 E 72ND ST,0.0,0.0,0.0,0.0,525 E 72ND ST NY 10021,"(40.76630249999999, -73.9520332)",40.76630249999999,-73.9520332
1868,1868,1463801-DCA,Business,03/31/2015,QUIK PARK MARLO LLC,0,56,FULTON ST,0,NEW YORK,NY,10038,2128322066,Manhattan,1.0,56 FULTON ST,0.0,0.0,0.0,0.0,56 FULTON ST NY 10038,"(40.708676, -74.0051471)",40.708676,-74.0051471
1869,1869,2003457-DCA,Business,03/31/2021,QUIK PARK LITTLE WEST LLC,0,70,LITTLE WEST ST,0,NEW YORK,NY,10004,0,Manhattan,1.0,70 LITTLE WEST ST,0.0,0.0,0.0,0.0,70 LITTLE WEST ST NY 10004,"(40.7069489, -74.0169068)",40.7069489,-74.0169068
1870,1870,0929603-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",MEYERS PARKING SYSTEM,47,CHURCH ST,0,NEW YORK,NY,10007,2125649199,Manhattan,1.0,47 CHURCH ST,0.0,0.0,0.0,0.0,47 CHURCH ST NY 10007,"(40.7111469, -74.01034310000001)",40.7111469,-74.01034310000001
1871,1871,2055426-DCA,Business,03/31/2021,RKKS GROUP INC.,0,13203,SANFORD AVE,0,FLUSHING,NY,11355,9172852934,Queens,4.0,13203 SANFORD AVE,0.0,0.0,0.0,0.0,13203 SANFORD AVE NY 11355,"(40.7550154, -73.8329807)",40.7550154,-73.8329807
1872,1872,0368172-DCA,Business,03/31/2011,TRITO PARKING   PARKING CORP,0,225,E 63RD ST,0,NEW YORK,NY,10065,2129355922,Manhattan,1.0,225 E 63RD ST,0.0,0.0,0.0,0.0,225 E 63RD ST NY 10065,"(40.7638058, -73.9634758)",40.7638058,-73.9634758
1873,1873,1463443-DCA,Business,03/31/2017,"KINNEY PARKING SYSTEM, LLC",0,159,W 48TH ST,0,NEW YORK,NY,10036,2125025490,Manhattan,1.0,159 W 48TH ST,0.0,0.0,0.0,0.0,159 W 48TH ST NY 10036,"(40.7596525, -73.9834541)",40.7596525,-73.9834541
1874,1874,2028563-DCA,Business,03/31/2017,K One Parking Inc,0,2160,WEBSTER AVE,0,BRONX,NY,10457,0,Bronx,2.0,2160 WEBSTER AVE,0.0,0.0,0.0,0.0,2160 WEBSTER AVE NY 10457,"(40.8538048, -73.8969425)",40.8538048,-73.8969425
1875,1875,1435264-DCA,Business,03/31/2013,ENTERPRISE 24 PARKING LLC,0,160,W 24TH ST,0,NEW YORK,NY,10011,2126270012,Manhattan,1.0,160 W 24TH ST,0.0,0.0,0.0,0.0,160 W 24TH ST NY 10011,"(40.7445675, -73.99493249999999)",40.7445675,-73.99493249999999
1876,1876,1242759-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,1292,PARK AVE,0,NEW YORK,NY,10029,2125025490,Manhattan,1.0,1292 PARK AVE,0.0,0.0,0.0,0.0,1292 PARK AVE NY 10029,"(40.7883473, -73.9518033)",40.7883473,-73.9518033
1877,1877,1202746-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,58,W 58TH ST,0,NEW YORK,NY,10019,2125025490,Manhattan,1.0,58 W 58TH ST,0.0,0.0,0.0,0.0,58 W 58TH ST NY 10019,"(40.7679663, -73.9836548)",40.7679663,-73.9836548
1878,1878,1198509-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,12,W 13TH ST,0,NEW YORK,NY,10011,2125025490,Manhattan,1.0,12 W 13TH ST,0.0,0.0,0.0,0.0,12 W 13TH ST NY 10011,"(40.7355612, -73.99518309999999)",40.7355612,-73.99518309999999
1879,1879,1310420-DCA,Business,03/31/2017,216-10 NY PARKING CORP,0,4055,10TH AVE,0,NEW YORK,NY,10034,(212) 304-0315,Manhattan,1.0,4055 10TH AVE,0.0,0.0,0.0,0.0,4055 10TH AVE NY 10034,"(40.8702299, -73.9140597)",40.8702299,-73.9140597
1880,1880,1201681-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,224,MULBERRY ST,0,NEW YORK,NY,10012,2125025490,Manhattan,1.0,224 MULBERRY ST,0.0,0.0,0.0,0.0,224 MULBERRY ST NY 10012,"(40.7222993, -73.99590409999999)",40.7222993,-73.99590409999999
1881,1881,0368677-DCA,Business,03/31/2017,920 PARKING CORP.,0,920,PARK AVE,0,NEW YORK,NY,10028,2128661000,Manhattan,1.0,920 PARK AVE,0.0,0.0,0.0,0.0,920 PARK AVE NY 10028,"(40.776656, -73.96025159999999)",40.776656,-73.96025159999999
1882,1882,1197635-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,50,W 93RD ST,0,NEW YORK,NY,10025,2125025490,Manhattan,1.0,50 W 93RD ST,0.0,0.0,0.0,0.0,50 W 93RD ST NY 10025,"(40.7902726, -73.96798869999999)",40.7902726,-73.96798869999999
1883,1883,0429031-DCA,Business,03/31/2017,57 & 11 PARKING CORP.,0,622,W 57TH ST,0,NEW YORK,NY,10019,2128887400,Manhattan,1.0,622 W 57TH ST,0.0,0.0,0.0,0.0,622 W 57TH ST NY 10019,"(40.7706667, -73.9926128)",40.7706667,-73.9926128
1884,1884,1371269-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",IMPARK,8935,162ND ST,0,JAMAICA,NY,11432,2129378660,Queens,4.0,8935 162ND ST,0.0,0.0,0.0,0.0,8935 162ND ST NY 11432,"(40.7056699, -73.79797669999999)",40.7056699,-73.79797669999999
1885,1885,1192895-DCA,Business,03/31/2017,QUIK PARK GARMENT LLC,0,155,E 34TH ST,0,NEW YORK,NY,10016,2128322066,Manhattan,1.0,155 E 34TH ST,0.0,0.0,0.0,0.0,155 E 34TH ST NY 10016,"(40.746232, -73.978689)",40.746232,-73.978689
1886,1886,0835198-DCA,Business,03/31/2017,P.J.'S PARKING SERVICE CORP.,PJ'S PARKING,8835,164TH ST,0,JAMAICA,NY,11432,7189492507,Queens,4.0,8835 164TH ST,0.0,0.0,0.0,0.0,8835 164TH ST NY 11432,"(40.7081427, -73.79727299999999)",40.7081427,-73.79727299999999
1887,1887,2110989-DCA,Business,03/31/2025,EZ PARK CORP,0,14126,NORTHERN BLVD,0,FLUSHING,NY,11354,9298017013,Queens,4.0,14126 NORTHERN BLVD,0.0,0.0,0.0,0.0,14126 NORTHERN BLVD NY 11354,"(40.7641916, -73.8247676)",40.7641916,-73.8247676
1888,1888,1251181-DCA,Business,03/31/2017,CHAPLAND PARKING LLC,0,111,E 82ND ST,0,NEW YORK,NY,10028,2122889645,Manhattan,1.0,111 E 82ND ST,0.0,0.0,0.0,0.0,111 E 82ND ST NY 10028,"(40.77747129999999, -73.95825409999999)",40.77747129999999,-73.95825409999999
1889,1889,1253687-DCA,Business,02/10/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,200,CHAMBERS ST,0,NEW YORK,NY,10007,2125025490,Manhattan,1.0,200 CHAMBERS ST,0.0,0.0,0.0,0.0,200 CHAMBERS ST NY 10007,"(40.7167836, -74.0123802)",40.7167836,-74.0123802
1890,1890,1190689-DCA,Business,03/31/2011,"OLYMPIC PARKING SYSTEMS, LLC",0,587,AVENUE OF THE AMERICAS,0,NEW YORK,NY,10011,2126270667,Manhattan,1.0,587 AVENUE OF THE AMERICAS,1.0,0.0,5.0,3.0,587 AVENUE OF THE AMERICAS NY 10011,"(40.7392213, -73.99589019999999)",40.7392213,-73.99589019999999
1891,1891,1379056-DCA,Business,03/31/2017,STANDARD PARKING CORPORATION,0,1292,PARK AVE,0,NEW YORK,NY,10029,2122410795,Manhattan,1.0,1292 PARK AVE,0.0,0.0,0.0,0.0,1292 PARK AVE NY 10029,"(40.7883473, -73.9518033)",40.7883473,-73.9518033
1892,1892,2015332-DCA,Business,03/31/2019,ONE PARKING 1411 LLC,0,136,W 40TH ST,0,NEW YORK,NY,10018,2123706530,Manhattan,1.0,136 W 40TH ST,0.0,0.0,0.0,0.0,136 W 40TH ST NY 10018,"(40.7544848, -73.9875557)",40.7544848,-73.9875557
1893,1893,1469453-DCA,Business,03/31/2015,"CORINTHIAN PARKING MANAGEMENT, LLC",0,330,E 38TH ST,0,NEW YORK,NY,10016,2127957275,Manhattan,1.0,330 E 38TH ST,0.0,0.0,0.0,0.0,330 E 38TH ST NY 10016,"(40.7462651, -73.972462)",40.7462651,-73.972462
1894,1894,2039242-DCA,Business,03/31/2017,247 NORTH 7TH STREET PARKING CORP,0,248,N 8TH ST,0,BROOKLYN,NY,11211,2127367171,Brooklyn,3.0,248 N 8TH ST,0.0,0.0,0.0,0.0,248 N 8TH ST NY 11211,"(40.7161982, -73.9540295)",40.7161982,-73.9540295
1895,1895,2022444-DCA,Business,03/31/2017,QSB 267 PROPERTY CO LLC,0,267,W 87TH ST,0,NEW YORK,NY,10024,2127246833,Manhattan,1.0,267 W 87TH ST,0.0,0.0,0.0,0.0,267 W 87TH ST NY 10024,"(40.7894033, -73.9765291)",40.7894033,-73.9765291
1896,1896,0883497-DCA,Business,03/31/2015,"G & R PARKING SERVICES, INC.",0,1550,BLONDELL AVE,0,BRONX,NY,10461,7184309038,Bronx,2.0,1550 BLONDELL AVE,0.0,0.0,0.0,0.0,1550 BLONDELL AVE NY 10461,"(40.8461974, -73.8453835)",40.8461974,-73.8453835
1897,1897,1406932-DCA,Business,03/31/2017,ROX PARKING LLC,0,931,1ST AVE,0,NEW YORK,NY,10022,2123272626,Manhattan,1.0,931 1ST AVE,0.0,0.0,0.0,0.0,931 1ST AVE NY 10022,"(40.7548202, -73.9657264)",40.7548202,-73.9657264
1898,1898,1266229-DCA,Business,03/31/2015,PRIME CAR PARK LLC,0,941,HOE AVE,0,BRONX,NY,10459,2122216111,Bronx,2.0,941 HOE AVE,0.0,0.0,0.0,0.0,941 HOE AVE NY 10459,"(40.8219207, -73.8904553)",40.8219207,-73.8904553
1899,1899,1204604-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,211,W 87TH ST,0,NEW YORK,NY,10024,2125025490,Manhattan,1.0,211 W 87TH ST,0.0,0.0,0.0,0.0,211 W 87TH ST NY 10024,"(40.7888761, -73.9751172)",40.7888761,-73.9751172
1900,1900,1065227-DCA,Business,03/31/2011,1010 PARKING CORP.,0,530,E 72ND ST,0,NEW YORK,NY,10021,2127367171,Manhattan,1.0,530 E 72ND ST,0.0,0.0,0.0,0.0,530 E 72ND ST NY 10021,"(40.7657736, -73.9519246)",40.7657736,-73.9519246
1901,1901,1257426-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), INC",0,420,E 20TH ST,0,NEW YORK,NY,10009,2129378660,Manhattan,1.0,420 E 20TH ST,0.0,0.0,0.0,0.0,420 E 20TH ST NY 10009,"(40.734252, -73.97930749999999)",40.734252,-73.97930749999999
1902,1902,1078473-DCA,Business,03/31/2019,2910 ATLANTIC PARKING CORP.,0,188,W 230TH ST,0,BRONX,NY,10463,7183648350,Bronx,2.0,188 W 230TH ST,0.0,0.0,0.0,0.0,188 W 230TH ST NY 10463,"(40.8765988, -73.905521)",40.8765988,-73.905521
1903,1903,1397435-DCA,Business,03/31/2015,ON 2'S PARKING & STORAGE INC.,0,650,BERRIMAN ST,0,BROOKLYN,NY,11208,6313341802,Brooklyn,3.0,650 BERRIMAN ST,0.0,0.0,0.0,0.0,650 BERRIMAN ST NY 11208,"(40.662702, -73.8746634)",40.662702,-73.8746634
1904,1904,2034514-DCA,Business,03/31/2019,CLINTON GRAND PARKING LLC,0,240,E BROADWAY,0,NEW YORK,NY,10002,212-686-9800,Manhattan,1.0,240 E BROADWAY,0.0,0.0,0.0,0.0,240 E BROADWAY NY 10002,"(40.71458130000001, -73.9863353)",40.71458130000001,-73.9863353
1905,1905,1199924-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,23,W 55TH ST,0,NEW YORK,NY,10019,2125025490,Manhattan,1.0,23 W 55TH ST,0.0,0.0,0.0,0.0,23 W 55TH ST NY 10019,"(40.7623918, -73.9760534)",40.7623918,-73.9760534
1906,1906,0901085-DCA,Business,03/31/2013,LTG PARKING CORP.,0,205,W END AVE,0,NEW YORK,NY,10023,2129999999,Manhattan,1.0,205 W END AVE,0.0,0.0,0.0,0.0,205 W END AVE NY 10023,"(40.778545, -73.98644639999999)",40.778545,-73.98644639999999
1907,1907,1171189-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,56,GREENWICH ST,0,NEW YORK,NY,10006,2125025490,Manhattan,1.0,56 GREENWICH ST,0.0,0.0,0.0,0.0,56 GREENWICH ST NY 10006,"(40.706424, -74.014718)",40.706424,-74.014718
1908,1908,0962008-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,808,7TH AVE; # 820,0,NEW YORK,NY,10019,2126296602,0,0.0,808 7TH AVE; # 820,0.0,0.0,0.0,0.0,808 7TH AVE; # 820 NY 10019,"(40.7627746, -73.9823534)",40.7627746,-73.9823534
1909,1909,0945052-DCA,Business,03/31/2013,BOULEVARD LEASING LIMITED PARTNERSHIP,0,9745,QUEENS BLVD,0,REGO PARK,NY,11374,7188309084,Queens,4.0,9745 QUEENS BLVD,0.0,0.0,0.0,0.0,9745 QUEENS BLVD NY 11374,"(40.7295572, -73.8593193)",40.7295572,-73.8593193
1910,1910,2004995-DCA,Business,03/31/2017,"CLEAN AIR CAR SERVICE & PARKING BRANCH TWO, LLC",0,3720,PRINCE ST,0,FLUSHING,NY,11354,718-395-8288,Queens,4.0,3720 PRINCE ST,0.0,0.0,0.0,0.0,3720 PRINCE ST NY 11354,"(40.7602126, -73.8330397)",40.7602126,-73.8330397
