,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address_full,total_violations,active_violations,ecb_violations,acrive_ecb_violations
2069,1379205-DCA,Business,03/31/2015,"EASTGATE PARKING LEASEHOLD, LLC",0,224,E 39TH ST,0,NEW YORK,NY,10016,2127957275,Manhattan,1.0,224 E 39TH ST,0.0,0.0,0.0,0.0
2070,1214619-DCA,Business,09/21/2017,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,350,JAY ST,0,BROOKLYN,NY,11201,7182221032,Brooklyn,3.0,350 JAY ST,0.0,0.0,0.0,0.0
2071,1039455-DCA,Business,03/31/2017,475 PARKING LLC,0,475,PARK AVE S,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,475 PARK AVE S,0.0,0.0,0.0,0.0
2072,1191249-DCA,Business,03/31/2011,MR PARKING CORP,0,1872,E TREMONT AVE,0,BRONX,NY,10460,9172730268,Bronx,2.0,1872 E TREMONT AVE,0.0,0.0,0.0,0.0
2073,2031033-DCA,Business,03/31/2017,"IMPERIAL PARKING (U.S.), LLC",IMPARK,33,W 56TH ST,0,NEW YORK,NY,10019,212-934-8660,Manhattan,1.0,33 W 56TH ST,0.0,0.0,0.0,0.0
2074,1241268-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,1000,5TH AVE,0,NEW YORK,NY,10028,2125025490,Manhattan,1.0,1000 5TH AVE,0.0,0.0,0.0,0.0
2075,1202774-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,7,HANOVER SQ,0,NEW YORK,NY,10004,2125025490,Manhattan,1.0,7 HANOVER SQ,0.0,0.0,0.0,0.0
2076,1387887-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",0,31,NAGLE AVE,0,NEW YORK,NY,10040,2129378660,Manhattan,1.0,31 NAGLE AVE,0.0,0.0,0.0,0.0
2077,1262707-DCA,Business,03/31/2021,QUIK PARK BLOOM LLC,0,169,E 60TH ST,0,NEW YORK,NY,10022,212-686-9800,Manhattan,1.0,169 E 60TH ST,0.0,0.0,0.0,0.0
2078,1088121-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,553,AVENUE OF THE AMERICAS,0,NEW YORK,NY,10011,2126048538,Manhattan,1.0,553 AVENUE OF THE AMERICAS,3.0,0.0,0.0,0.0
2079,2001376-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",0,135,W 50TH ST,0,NEW YORK,NY,10019,2125025490,Manhattan,1.0,135 W 50TH ST,0.0,0.0,0.0,0.0
2080,1021031-DCA,Business,03/31/2015,136 W. 40TH PARKING LLC,0,1411,BROADWAY,0,NEW YORK,NY,10018,2126869800,Manhattan,1.0,1411 BROADWAY,136.0,0.0,66.0,0.0
2081,1193760-DCA,Business,10/29/2014,QUIK PARK HUDSON LLC,QUIK PARK INC.,160,RIVERSIDE BLVD,0,NEW YORK,NY,10069,2128322066,Manhattan,1.0,160 RIVERSIDE BLVD,0.0,0.0,0.0,0.0
2082,1251120-DCA,Business,03/31/2015,"CONEY CAR PARK, LLC",0,346,CONEY ISLAND AVE,0,BROOKLYN,NY,11218,2122216111,Brooklyn,3.0,346 CONEY ISLAND AVE,0.0,0.0,0.0,0.0
2083,2035583-DCA,Business,03/31/2017,PARK RIGHT CORPORATION,0,125,PERRY ST,0,NEW YORK,NY,10014,2122624771,Manhattan,1.0,125 PERRY ST,0.0,0.0,0.0,0.0
2084,1371314-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",IMPARK,9230,165TH ST,0,JAMAICA,NY,11433,2129378660,Queens,4.0,9230 165TH ST,0.0,0.0,0.0,0.0
2085,2078633-DCA,Business,03/31/2019,NEPTUNE PARKING LLC,0,626,SHEEPSHEAD BAY RD,0,BROOKLYN,NY,11224,2126869800,Brooklyn,3.0,626 SHEEPSHEAD BAY RD,0.0,0.0,0.0,0.0
2086,1283245-DCA,Business,03/31/2011,MALLI PARKING INC.,0,600,E 156TH ST,0,BRONX,NY,10455,7189935575,Bronx,2.0,600 E 156TH ST,0.0,0.0,0.0,0.0
2087,1189587-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,375,PARK AVE,0,NEW YORK,NY,10152,2125025490,Manhattan,1.0,375 PARK AVE,0.0,0.0,0.0,0.0
2088,1415219-DCA,Business,03/31/2019,WELCOME PARKING LIMITED LIABILITY COMPANY,0,511,W 18TH ST,0,NEW YORK,NY,10011,2016807129,Manhattan,1.0,511 W 18TH ST,0.0,0.0,0.0,0.0
2089,0429522-DCA,Business,03/31/2017,B. E. W. PARKING CORP.,RAPID PARK IND,254,W 79TH ST,0,NEW YORK,NY,10024,2128661000,Manhattan,1.0,254 W 79TH ST,0.0,0.0,0.0,0.0
2090,0469220-DCA,Business,03/31/2013,INSTANT PARKING LLC,0,434,E 80TH ST,0,NEW YORK,NY,10075,2126869800,Manhattan,1.0,434 E 80TH ST,0.0,0.0,0.0,0.0
2091,1305615-DCA,Business,03/31/2015,QUIK PARK 1633 GARAGE LLC,QUIK PARK INC.,1633,BROADWAY,0,NEW YORK,NY,10019,2128322066,Manhattan,1.0,1633 BROADWAY,243.0,3.0,353.0,37.0
2092,1262560-DCA,Business,03/31/2015,HAPPY MEN PARKING INC.,0,1556,JEROME AVE,0,BRONX,NY,10452,7185796823,Bronx,2.0,1556 JEROME AVE,0.0,0.0,0.0,0.0
2093,1180320-DCA,Business,03/31/2021,ALERT PARKING LLC,0,30,E 85TH ST,0,NEW YORK,NY,10028,2122495290,Manhattan,1.0,30 E 85TH ST,0.0,0.0,0.0,0.0
2094,2044760-DCA,Business,01/03/2017,BELUGA PARKING CORP,0,1820,E TREMONT AVE,0,BRONX,NY,10460,2125416050,Bronx,2.0,1820 E TREMONT AVE,0.0,0.0,0.0,0.0
2095,1295487-DCA,Business,03/31/2019,R A D VALET PARKING INC,0,5423,8TH AVE,0,BROOKLYN,NY,11220,6462518052,Brooklyn,3.0,5423 8TH AVE,0.0,0.0,0.0,0.0
2096,1175125-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,0,250,VESEY ST,0,NEW YORK,NY,10282,2127864245,Manhattan,1.0,250 VESEY ST,0.0,0.0,0.0,0.0
2097,1416085-DCA,Business,03/31/2015,BRYK CORP.,0,6536,99TH ST,0,REGO PARK,NY,11374,7184596110,Queens,4.0,6536 99TH ST,0.0,0.0,0.0,0.0
2098,1105005-DCA,Business,02/19/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,10,COLUMBUS CIR,0,NEW YORK,NY,10019,2126296602,Manhattan,1.0,10 COLUMBUS CIR,0.0,0.0,0.0,0.0
2099,0731368-DCA,Business,03/31/2017,JO-DASH PARKING CORP.,0,488,3RD AVE,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,488 3RD AVE,0.0,0.0,0.0,0.0
2100,2067837-DCA,Business,05/17/2018,"IMPERIAL PARKING (U.S.), LLC",0,9525,QUEENS BLVD,0,REGO PARK,NY,11374,212-937-8660,Queens,4.0,9525 QUEENS BLVD,0.0,0.0,0.0,0.0
2101,1113131-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,441,9TH AVE,0,NEW YORK,NY,10001,2126296602,Manhattan,1.0,441 9TH AVE,0.0,0.0,0.0,0.0
2102,1142024-DCA,Business,12/04/2012,NINTH AVENUE PARKING LLC,0,404,W 37TH ST,0,NEW YORK,NY,10018,2125643199,Manhattan,1.0,404 W 37TH ST,0.0,0.0,0.0,0.0
2103,1316391-DCA,Business,03/31/2011,"DMP PARKING GARAGE, INC.",0,1231,WEBSTER AVE,0,BRONX,NY,10456,9176455203,Bronx,2.0,1231 WEBSTER AVE,0.0,0.0,0.0,0.0
2104,1273538-DCA,Business,03/31/2015,LUCKY CAR PARK LLC,0,380,MALCOLM X BLVD,0,NEW YORK,NY,10027,2122216111,Manhattan,1.0,380 MALCOLM X BLVD,0.0,0.0,0.0,0.0
2105,1234692-DCA,Business,03/31/2015,"PRECISE PARK ASSOCIATES, LLC",0,702,GRAND CONCOURSE,0,BRONX,NY,10451,2124903460,Bronx,2.0,702 GRAND CONCOURSE,10.0,0.0,0.0,0.0
2106,1293271-DCA,Business,03/31/2017,CREST CAR PARK LLC,0,306,2ND ST,0,BROOKLYN,NY,11215,718-499-1235,Brooklyn,3.0,306 2ND ST,0.0,0.0,0.0,0.0
2107,1029200-DCA,Business,03/31/2017,EXPRESS PARK LLC,0,425,E 79TH ST,0,NEW YORK,NY,10075,2122216111,Manhattan,1.0,425 E 79TH ST,0.0,0.0,0.0,0.0
2108,1202311-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,200,E 65TH ST,0,NEW YORK,NY,10065,2125022490,Manhattan,1.0,200 E 65TH ST,0.0,0.0,0.0,0.0
2109,1206731-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,6575,SAUNDERS ST,0,REGO PARK,NY,11374,2125025490,Queens,4.0,6575 SAUNDERS ST,0.0,0.0,0.0,0.0
2110,1125593-DCA,Business,03/31/2019,CHAMPION 126 LLC,0,162,E 126TH ST,0,NEW YORK,NY,10035,2123085959,Manhattan,1.0,162 E 126TH ST,0.0,0.0,0.0,0.0
2111,2000579-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",0,154-156,E 53RD ST,0,NEW YORK,NY,10022,2125025490,Manhattan,1.0,154-156 E 53RD ST,0.0,0.0,0.0,0.0
2112,1376145-DCA,Business,03/31/2011,BK PARKING GROUP INC,0,1414,CROMWELL AVE,0,BRONX,NY,10452,9173277488,Bronx,2.0,1414 CROMWELL AVE,0.0,0.0,0.0,0.0
2113,1099611-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,199,WATER ST,0,NEW YORK,NY,10038,2125025490,Manhattan,1.0,199 WATER ST,0.0,0.0,0.0,0.0
2114,1234399-DCA,Business,03/31/2021,304060 PARKING LLC,0,40,E 9TH ST,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,40 E 9TH ST,0.0,0.0,0.0,0.0
2115,1204138-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,10736,QUEENS BLVD,0,FOREST HILLS,NY,11375,7125025490,Queens,4.0,10736 QUEENS BLVD,0.0,0.0,0.0,0.0
2116,1330560-DCA,Business,03/31/2017,QUIK PARK EAST 72 LLC,0,530,E 73RD ST,0,NEW YORK,NY,10021,2128322066,Manhattan,1.0,530 E 73RD ST,0.0,0.0,0.0,0.0
2117,1463481-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",0,301,E 66TH ST,0,NEW YORK,NY,10065,2125025490,Manhattan,1.0,301 E 66TH ST,0.0,0.0,0.0,0.0
2118,1238787-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), INC",0,187,PACIFIC ST,0,BROOKLYN,NY,11201,2129378660,Brooklyn,3.0,187 PACIFIC ST,0.0,0.0,0.0,0.0
2119,1423615-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,20,E 161ST ST,0,BRONX,NY,10451,7185384611,Bronx,2.0,20 E 161ST ST,0.0,0.0,0.0,0.0
2120,0904481-DCA,Business,03/31/2015,RAMP PARKING CORP.,0,44,ELIZABETH ST,0,NEW YORK,NY,10013,2128661000,Manhattan,1.0,44 ELIZABETH ST,0.0,0.0,0.0,0.0
2121,1177260-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,688,MAIN ST,0,NEW YORK,NY,10044,2125025490,Manhattan,1.0,688 MAIN ST,0.0,0.0,0.0,0.0
2122,1062085-DCA,Business,03/31/2015,ARMORY PARKING INC.,0,171,CLERMONT AVE,0,BROOKLYN,NY,11205,7184729595,Brooklyn,3.0,171 CLERMONT AVE,0.0,0.0,0.0,0.0
2123,2032762-DCA,Business,11/21/2018,"ABM PARKING SERVICES, INC",0,450,E 29TH ST,0,NEW YORK,NY,10016,2122131282,Manhattan,1.0,450 E 29TH ST,0.0,0.0,0.0,0.0
2124,1385662-DCA,Business,03/31/2021,J & A PARKING INC,0,376,E 184TH ST,0,BRONX,NY,10458,7186180992,Bronx,2.0,376 E 184TH ST,0.0,0.0,0.0,0.0
2125,1381305-DCA,Business,08/10/2011,34 BERRY STREET LLC,0,34,BERRY ST,0,BROOKLYN,NY,11211,7183870344,Brooklyn,3.0,34 BERRY ST,0.0,0.0,0.0,0.0
2126,1308739-DCA,Business,02/11/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,103,WARREN ST,0,NEW YORK,NY,10007,2125025490,Manhattan,1.0,103 WARREN ST,0.0,0.0,0.0,0.0
2127,2031031-DCA,Business,03/31/2017,IMPERIAL PARKING LLC,IMPARK,306,2ND ST,0,BROOKLYN,NY,11215,2129378660,Brooklyn,3.0,306 2ND ST,0.0,0.0,0.0,0.0
2128,2007555-DCA,Business,03/31/2015,QUEEN PARKING LLC,0,3907,PRINCE ST,0,FLUSHING,NY,11354,7188862422,Queens,4.0,3907 PRINCE ST,0.0,0.0,0.0,0.0
2129,1234291-DCA,Business,03/31/2021,304060 PARKING LLC,0,30,E 9TH ST,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,30 E 9TH ST,0.0,0.0,0.0,0.0
2130,2033687-DCA,Business,03/31/2017,207TH STREET PARKING LLC,0,408,W 207TH ST,0,NEW YORK,NY,10034,2126869800,Manhattan,1.0,408 W 207TH ST,0.0,0.0,0.0,0.0
2131,1459306-DCA,Business,03/31/2017,ZAFIRO PARKING INC.,0,1600,SEDGWICK AVE,0,BRONX,NY,10453,2127490125,Bronx,2.0,1600 SEDGWICK AVE,0.0,0.0,0.0,0.0
2132,1257232-DCA,Business,03/31/2013,QUALITY CAR PARK LLC,0,85,ADAMS ST,0,BROOKLYN,NY,11201,2122216111,Brooklyn,3.0,85 ADAMS ST,0.0,0.0,0.0,0.0
2133,2022020-DCA,Business,10/26/2015,JRD PARKING CORP,0,1000,WESTCHESTER AVE,0,BRONX,NY,10459,7186187215,Bronx,2.0,1000 WESTCHESTER AVE,0.0,0.0,0.0,0.0
2134,1232458-DCA,Business,03/31/2011,RIVER 73 PARKING LLC,0,524,E 73RD ST,0,NEW YORK,NY,10021,2126869800,Manhattan,1.0,524 E 73RD ST,0.0,0.0,0.0,0.0
2135,2045317-DCA,Business,03/31/2019,IRVING 18TH PARKING LLC,0,196,3RD AVE,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,196 3RD AVE,0.0,0.0,0.0,0.0
2136,1344442-DCA,Business,03/31/2011,SOY PARKING LLC,0,524,E 73RD ST,0,NEW YORK,NY,10021,2124521324,Manhattan,1.0,524 E 73RD ST,0.0,0.0,0.0,0.0
2137,1283472-DCA,Business,03/31/2017,EASTSIDE 65 PARKING LLC,0,200,E 66TH ST,0,NEW YORK,NY,10065,212-686-9800,Manhattan,1.0,200 E 66TH ST,0.0,0.0,0.0,0.0
2138,1101898-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,541,W 38TH ST,0,NEW YORK,NY,10018,2125024390,Manhattan,1.0,541 W 38TH ST,0.0,0.0,0.0,0.0
2139,1211714-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,300,CADMAN PLZ W,0,BROOKLYN,NY,11201,7186240316,Brooklyn,3.0,300 CADMAN PLZ W,0.0,0.0,0.0,0.0
2140,2005451-DCA,Business,03/31/2017,PARK MULBERRY CORP,0,62,MULBERRY ST,0,NEW YORK,NY,10013,6463558826,Manhattan,1.0,62 MULBERRY ST,0.0,0.0,0.0,0.0
2141,2031081-DCA,Business,03/31/2019,A & Z BUSINESS CORP.,0,700,GRAND CONCOURSE,0,BRONX,NY,10451,9148743268,Bronx,2.0,700 GRAND CONCOURSE,22.0,20.0,1.0,1.0
2142,1074675-DCA,Business,03/31/2013,MINT PARKING CORPORATION,0,270,DYCKMAN ST,0,NEW YORK,NY,10034,2124903460,Manhattan,1.0,270 DYCKMAN ST,0.0,0.0,0.0,0.0
2143,1202769-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,200,RECTOR PL,0,NEW YORK,NY,10280,2125025490,Manhattan,1.0,200 RECTOR PL,0.0,0.0,0.0,0.0
2144,0367606-DCA,Business,03/31/2019,SUPPORT PARKING LLC,0,350,E 52ND ST,0,NEW YORK,NY,10022,2126869800,Manhattan,1.0,350 E 52ND ST,0.0,0.0,0.0,0.0
2145,1171216-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,214,W 80TH ST,0,NEW YORK,NY,10024,2125025490,Manhattan,1.0,214 W 80TH ST,0.0,0.0,0.0,0.0
2146,1361843-DCA,Business,03/31/2019,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,14916,131ST ST,0,JAMAICA,NY,11430,7183222221,Queens,4.0,14916 131ST ST,0.0,0.0,0.0,0.0
2147,1386019-DCA,Business,03/31/2019,PARK RIGHT CORPORATION,0,277,GOLD ST,0,BROOKLYN,NY,11201,2122262798,Brooklyn,3.0,277 GOLD ST,0.0,0.0,0.0,0.0
2148,1362325-DCA,Business,05/17/2018,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,9525,QUEENS BLVD,0,REGO PARK,NY,11374,9179747625,Queens,4.0,9525 QUEENS BLVD,0.0,0.0,0.0,0.0
2149,1341239-DCA,Business,01/19/2014,MYRTLE GARAGE CORP.,0,225,FLATBUSH AVENUE EXT,0,BROOKLYN,NY,11201,2127367171,Brooklyn,3.0,225 FLATBUSH AVENUE EXT,0.0,0.0,0.0,0.0
2150,1094411-DCA,Business,10/23/2014,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,312,W 34TH ST,0,NEW YORK,NY,10001,2125025490,Manhattan,1.0,312 W 34TH ST,0.0,0.0,0.0,0.0
2151,1379209-DCA,Business,03/31/2017,"150TH PARKING LEASEHOLD, LLC",0,457,W 150TH ST,0,NEW YORK,NY,10031,212-795-7275,Manhattan,1.0,457 W 150TH ST,0.0,0.0,0.0,0.0
2152,2015922-DCA,Business,03/31/2015,DSev Enterprise LLC,EZ Parking,1843,CROTONA AVE,0,BRONX,NY,10457,0,Bronx,2.0,1843 CROTONA AVE,0.0,0.0,0.0,0.0
2153,1192294-DCA,Business,03/31/2013,RICANT PARKING LLC,0,443,E 49TH ST,0,NEW YORK,NY,10017,2126887666,Manhattan,1.0,443 E 49TH ST,0.0,0.0,0.0,0.0
2154,1205113-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,1133,AVENUE OF THE AMERICAS,0,NEW YORK,NY,10036,2125025490,Manhattan,1.0,1133 AVENUE OF THE AMERICAS,1.0,0.0,13.0,0.0
2155,1375834-DCA,Business,03/31/2017,NOBLE CAR PARK LLC,0,500,4TH AVE,0,BROOKLYN,NY,11215,2122216111,Brooklyn,3.0,500 4TH AVE,0.0,0.0,0.0,0.0
2156,0908285-DCA,Business,03/31/2011,KIDS PARKING CORP.,0,105,DUANE ST,0,NEW YORK,NY,10007,2129644968,Manhattan,1.0,105 DUANE ST,0.0,0.0,0.0,0.0
2157,1412631-DCA,Business,03/31/2013,ENTERPRISE YORK PARKING LLC,0,1175,YORK AVE,0,NEW YORK,NY,10065,2125643199,Manhattan,1.0,1175 YORK AVE,0.0,0.0,0.0,0.0
2158,1175121-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,0,200,LIBERTY ST,0,NEW YORK,NY,10281,2127869564,Manhattan,1.0,200 LIBERTY ST,0.0,0.0,0.0,0.0
2159,1215560-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,0,4818,5TH ST,0,LONG ISLND CITY,NY,11101,7187844966,Queens,4.0,4818 5TH ST,0.0,0.0,0.0,0.0
2160,1201419-DCA,Business,03/31/2015,"ESP GROUP OF NEW YORK, INC.",0,324,CLARKSON AVE,0,BROOKLYN,NY,11226,7184697672,Brooklyn,3.0,324 CLARKSON AVE,0.0,0.0,0.0,0.0
2161,2002269-DCA,Business,12/15/2014,BEAVER STREET PARKING LLC,0,15,S WILLIAM ST,0,NEW YORK,NY,10004,2126869800,Manhattan,1.0,15 S WILLIAM ST,0.0,0.0,0.0,0.0
2162,2016554-DCA,Business,03/31/2017,JARABACOA PARKING 2 LLC,0,430,E 173RD ST,0,BRONX,NY,10457,347-539-1015,Bronx,2.0,430 E 173RD ST,0.0,0.0,0.0,0.0
2163,1300930-DCA,Business,03/31/2015,ALLIANCE E. 69TH PARKING LLC,0,301,E 69TH ST,0,NEW YORK,NY,10021,2125810535,Manhattan,1.0,301 E 69TH ST,0.0,0.0,0.0,0.0
2164,1273988-DCA,Business,03/31/2013,STANDARD PARKING CORPORATION,0,60,E END AVE,0,NEW YORK,NY,10028,2129163480,Manhattan,1.0,60 E END AVE,0.0,0.0,0.0,0.0
2165,1422138-DCA,Business,03/31/2015,764 4TH AVE ASSOCIATES LLC,BEST WESTERN PLUS PROSPECT PARK HOTEL,764,4TH AVE,0,BROOKLYN,NY,11232,7187683100,Brooklyn,3.0,764 4TH AVE,0.0,0.0,0.0,0.0
2166,1377167-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",IMPARK,422,E 79TH ST,0,NEW YORK,NY,10075,2129378660,Manhattan,1.0,422 E 79TH ST,0.0,0.0,0.0,0.0
2167,0945780-DCA,Business,03/31/2019,"STEWART HOUSE CAR PARK, INC",GGMC,70,E 10TH ST,0,NEW YORK,NY,10003,2129966363,Manhattan,1.0,70 E 10TH ST,0.0,0.0,0.0,0.0
2168,1436821-DCA,Business,03/31/2015,"G&M PARKING GARAGE, CORP.",0,920,WESTCHESTER AVE,0,BRONX,NY,10459,9546098489,Bronx,2.0,920 WESTCHESTER AVE,0.0,0.0,0.0,0.0
2169,1346431-DCA,Business,03/31/2011,"PARK ON BROADWAY, INC.",0,250,W 43RD ST,0,NEW YORK,NY,10036,7186109192,Manhattan,1.0,250 W 43RD ST,0.0,0.0,0.0,0.0
2170,1247801-DCA,Business,03/31/2015,"WESTMINSTER CAR PARK, LLC",0,165,E 66TH ST,0,NEW YORK,NY,10065,2129966363,Manhattan,1.0,165 E 66TH ST,0.0,0.0,0.0,0.0
2171,2024623-DCA,Business,03/31/2019,"ABM PARKING SERVICES, INC",0,475,PARK AVE S,0,NEW YORK,NY,10016,2122131282,Manhattan,1.0,475 PARK AVE S,0.0,0.0,0.0,0.0
2172,1353164-DCA,Business,03/31/2017,AMABLE PARKING CORP.,0,3795,10TH AVE,0,NEW YORK,NY,10034,2125691722,Manhattan,1.0,3795 10TH AVE,0.0,0.0,0.0,0.0
2173,1107285-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,154,E 53RD ST,0,NEW YORK,NY,10022,2126296602,Manhattan,1.0,154 E 53RD ST,0.0,0.0,0.0,0.0
2174,2016407-DCA,Business,03/31/2017,STAN PARK LLC,0,3538,JUNCTION BLVD,0,CORONA,NY,11368,7188408400,Queens,4.0,3538 JUNCTION BLVD,0.0,0.0,0.0,0.0
2175,0368400-DCA,Business,03/31/2013,305 EAST 86TH PARKING LLC,0,305,E 86TH ST,0,NEW YORK,NY,10028,2126886800,Manhattan,1.0,305 E 86TH ST,0.0,0.0,0.0,0.0
2176,1270445-DCA,Business,03/31/2011,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,14921,130TH AVE,0,JAMAICA,NY,11436,7183222221,Queens,4.0,14921 130TH AVE,0.0,0.0,0.0,0.0
2177,0428302-DCA,Business,03/31/2011,MANHATTAN PARKING SYSTEM-SERVICE CORP.,0,220,MADISON AVE,0,NEW YORK,NY,10016,2127536116,Manhattan,1.0,220 MADISON AVE,0.0,0.0,0.0,0.0
2178,0961988-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,1,PENN PLZ,0,NEW YORK,NY,10119,2126296602,Manhattan,1.0,1 PENN PLZ,0.0,0.0,4.0,0.0
2179,0912191-DCA,Business,03/31/2015,334 PARKING CORP.,334 PARKING,302,E 96TH ST,0,NEW YORK,NY,10128,2128661000,Manhattan,1.0,302 E 96TH ST,0.0,0.0,0.0,0.0
2180,1302523-DCA,Business,03/31/2013,"MY NEW PARKING, INC.",0,1484,JEROME AVE,0,BRONX,NY,10452,3475388602,Bronx,2.0,1484 JEROME AVE,0.0,0.0,0.0,0.0
2181,1257424-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), INC",0,279,AVENUE C,0,NEW YORK,NY,10009,2129378660,Manhattan,1.0,279 AVENUE C,0.0,0.0,0.0,0.0
2182,1137052-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,56,N MOORE ST,0,NEW YORK,NY,10013,2126296602,Manhattan,1.0,56 N MOORE ST,0.0,0.0,0.0,0.0
2183,0924106-DCA,Business,03/31/2011,RAPID EAST 38TH STREET CORP.,0,80,PARK AVE,0,NEW YORK,NY,10016,2128661000,Manhattan,1.0,80 PARK AVE,0.0,0.0,0.0,0.0
2184,1415772-DCA,Business,03/31/2021,QUIK PARK EAST 46TH STREET LLC,0,300,E 46TH ST,0,NEW YORK,NY,10017,2128322066,Manhattan,1.0,300 E 46TH ST,0.0,0.0,0.0,0.0
2185,1300924-DCA,Business,01/03/2011,"ALLIANCE ELEMENT PARKING, LLC",0,555,W 59TH ST,0,NEW YORK,NY,10019,2125810535,Manhattan,1.0,555 W 59TH ST,0.0,0.0,0.0,0.0
2186,1202660-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",0,211,E 57TH ST,0,NEW YORK,NY,10022,2125025490,Manhattan,1.0,211 E 57TH ST,0.0,0.0,0.0,0.0
2187,1399460-DCA,Business,03/31/2013,330 THIRD PARKING CORP.,0,514,W 168TH ST,0,NEW YORK,NY,10032,2122435900,Manhattan,1.0,514 W 168TH ST,0.0,0.0,0.0,0.0
2188,1292226-DCA,Business,03/31/2011,LA FAMILIA PARKING GARAGE CORP.,0,2346,RYER AVE,0,BRONX,NY,10458,7188293655,Bronx,2.0,2346 RYER AVE,0.0,0.0,0.0,0.0
2189,1096744-DCA,Business,03/03/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",0,776,AVENUE OF THE AMERICAS,0,NEW YORK,NY,10001,2122521673,Manhattan,1.0,776 AVENUE OF THE AMERICAS,0.0,0.0,1.0,0.0
2190,2034907-DCA,Business,03/31/2017,QUIK PARK LINC MANAGMENT LLC,0,20,N 5TH ST,0,BROOKLYN,NY,11249,2128322066,Brooklyn,3.0,20 N 5TH ST,0.0,0.0,0.0,0.0
2191,1313007-DCA,Business,03/31/2017,REDBALL PARKING LLC,0,142,E 31ST ST,0,NEW YORK,NY,10016,2126832056,Manhattan,1.0,142 E 31ST ST,0.0,0.0,0.0,0.0
2192,0427177-DCA,Business,03/31/2017,205 EAST 38TH STREET PARKING LLC,0,205,E 38TH ST,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,205 E 38TH ST,0.0,0.0,0.0,0.0
2193,1308709-DCA,Business,03/31/2017,BELMONT PARKING LLC,0,113,E 84TH ST,0,NEW YORK,NY,10028,2122889170,Manhattan,1.0,113 E 84TH ST,0.0,0.0,0.0,0.0
