,Jurisdiction,County,HE Compliance,HE Due Date,HE Status details,Adoption Date,COG,6th Cycle Draft,HCD Review Letter,Review Date,Population (2010),Median Income,geo_location,loc,point,lat,lon,altitude,display_location
157,CORONADO,San Diego County,OUT,4/15/2021,Adopted & Reviewed,8/10/2021,SANDAG,https://coronado.ca.us/UserFiles/Servers/Server_746006/File/government/departments/comm%20dev/planning/Coronado_Complete%20HCD%20Submittal%20Draft_03.16.2021.pdf,,11/8/2021,24697.0,"$108,967",CORONADO San Diego County CA,"Coronado, CA, USA","(32.6858853, -117.1830891, 0.0)",32.6858853,-117.1830891,0.0,Coronado in San Diego County
158,LA MESA,San Diego County,OUT,4/15/2021,Adopted & Reviewed,8/2/2021,SANDAG,https://www.cityoflamesa.us/DocumentCenter/View/17513/Draft-Housing-Element-07012021,,10/29/2021,57065.0,"$66,051",LA MESA San Diego County CA,"La Mesa, CA, USA","(32.7678287, -117.0230839, 0.0)",32.7678287,-117.0230839,0.0,La mesa in San Diego County
159,SOLANA BEACH,San Diego County,OUT,4/15/2021,Adopted & Reviewed,4/22/2021,SANDAG,https://www.ci.solana-beach.ca.us/vertical/Sites/%7B840804C2-F869-4904-9AE3-720581350CE7%7D/uploads/FINAL_HCD_Submittal_12.15.2020.pdf,,7/21/2021,12867.0,"$108,118",SOLANA BEACH San Diego County CA,"Solana Beach, CA, USA","(32.991155, -117.2711481, 0.0)",32.991155,-117.2711481,0.0,Solana beach in San Diego County
160,ARCATA,Humboldt County,IN,8/31/2019,Adopted & Reviewed,,HCAOG,,,,17231.0,"$35,506",ARCATA Humboldt County CA,"Arcata, CA, USA","(40.8665166, -124.0828396, 0.0)",40.8665166,-124.0828396,0.0,Arcata in Humboldt County
161,BLUE LAKE,Humboldt County,OUT,8/31/2019,Draft Reviewed,,HCAOG,,,,1253.0,"$53,929",BLUE LAKE Humboldt County CA,"Blue Lake, CA, USA","(40.8829072, -123.9839488, 0.0)",40.8829072,-123.9839488,0.0,Blue lake in Humboldt County
162,EUREKA,Humboldt County,IN,8/31/2019,2nd Draft,,HCAOG,,,,27191.0,"$42,890",EUREKA Humboldt County CA,"Eureka, CA, USA","(40.8020712, -124.1636729, 0.0)",40.8020712,-124.1636729,0.0,Eureka in Humboldt County
163,FERNDALE,Humboldt County,IN,8/31/2019,Adopted & Reviewed,,HCAOG,https://ci.ferndale.ca.us/wp/wp-content/uploads/Ferndale-Draft-Housing-Element-2019.pdf,,,1371.0,"$50,897",FERNDALE Humboldt County CA,"Ferndale, CA 95536, USA","(40.5762406, -124.2639442, 0.0)",40.5762406,-124.2639442,0.0,Ferndale in Humboldt County
164,FORTUNA,Humboldt County,IN,8/31/2019,Adopted & Reviewed,,HCAOG,,,,11926.0,"$46,193",FORTUNA Humboldt County CA,"Fortuna, CA, USA","(40.5981867, -124.1572756, 0.0)",40.5981867,-124.1572756,0.0,Fortuna in Humboldt County
165,HUMBOLDT COUNTY UNINCORPORATED,Humboldt County,IN,8/31/2019,Adopted & Reviewed,,HCAOG,,,,,$0,HUMBOLDT COUNTY UNINCORPORATED Humboldt County CA,"Humboldt County, CA, USA","(40.7450055, -123.8695086, 0.0)",40.7450055,-123.8695086,0.0,Humboldt county unincorporated in Humboldt County
166,RIO DELL,Humboldt County,IN,8/31/2019,Adopted & Reviewed,,HCAOG,,,,3368.0,"$41,071",RIO DELL Humboldt County CA,"Rio Dell, CA 95562, USA","(40.4993013, -124.1064369, 0.0)",40.4993013,-124.1064369,0.0,Rio dell in Humboldt County
167,TRINIDAD,Humboldt County,CONDITIONAL,8/31/2019,Adopted & Reviewed,,HCAOG,https://trinidad.ca.gov/sites/trinidad.ca.gov/files/library/Trinidad_Final_Adopted_HE_4-14-20_0.pdf,,,367.0,"$71,667",TRINIDAD Humboldt County CA,"Trinidad, CA 95570, USA","(41.05929099999999, -124.1431246, 0.0)",41.05929099999999,-124.1431246,0.0,Trinidad in Humboldt County
168,ALPINE COUNTY UNINCORPORATED,Alpine County,DUE,,,,HCD,,,,,$0,ALPINE COUNTY UNINCORPORATED Alpine County CA,"Alpine County, CA, USA","(38.5940736, -119.8815203, 0.0)",38.5940736,-119.8815203,0.0,Alpine county unincorporated in Alpine County
169,,Amador County,DUE,9/15/2021,,,HCD,,,,,$0,,"Nan, Nai Wiang, Mueang Nan District, Nan 55000, Thailand","(18.7838757, 100.7789631, 0.0)",18.7838757,100.7789631,0.0,
170,AMADOR CITY,Amador County,DUE,9/15/2021,,,HCD,,,,185.0,,AMADOR CITY Amador County CA,"Amador City, CA, USA","(38.4193553, -120.824103, 0.0)",38.4193553,-120.824103,0.0,Amador city in Amador County
171,IONE,Amador County,DUE,9/15/2021,,,HCD,,,,7918.0,"$73,036",IONE Amador County CA,"Ione, CA, USA","(38.3526912, -120.9327177, 0.0)",38.3526912,-120.9327177,0.0,Ione in Amador County
172,JACKSON,Amador County,DUE,9/15/2021,,,HCD,,,,4651.0,"$53,462",JACKSON Amador County CA,"Jackson, CA 95642, USA","(38.3488023, -120.7741018, 0.0)",38.3488023,-120.7741018,0.0,Jackson in Amador County
173,PLYMOUTH,Amador County,DUE,9/15/2021,,,HCD,,,,1005.0,"$64,375",PLYMOUTH Amador County CA,"Plymouth, CA 95669, USA","(38.4818531, -120.844659, 0.0)",38.4818531,-120.844659,0.0,Plymouth in Amador County
174,SUTTER CREEK,Amador County,DUE,9/15/2021,,,HCD,,,,2501.0,"$45,147",SUTTER CREEK Amador County CA,"Sutter Creek, CA, USA","(38.3929675, -120.8024357, 0.0)",38.3929675,-120.8024357,0.0,Sutter creek in Amador County
175,ANGELS CAMP,Calaveras County,IN,6/15/2019,Adopted & Reviewed,,HCD,,,,3836.0,"$53,622",ANGELS CAMP Calaveras County CA,"Angels Camp, CA 95222, USA","(38.0677832, -120.5385299, 0.0)",38.0677832,-120.5385299,0.0,Angels camp in Calaveras County
176,CALAVERAS COUNTY UNINCORPORATED,Calaveras County,IN,6/15/2019,Adopted & Reviewed,,HCD,,,,,$0,CALAVERAS COUNTY UNINCORPORATED Calaveras County CA,"Calaveras County, CA, USA","(38.1960477, -120.6805037, 0.0)",38.1960477,-120.6805037,0.0,Calaveras county unincorporated in Calaveras County
177,COLUSA,Colusa County,IN,12/31/2020,Adopted & Reviewed,,HCD,,,,5971.0,"$51,364",COLUSA Colusa County CA,"Colusa, CA 95932, USA","(39.2143343, -122.0094175, 0.0)",39.2143343,-122.0094175,0.0,Colusa in Colusa County
178,COLUSA COUNTY UNINCORPORATED,Colusa County,IN,12/31/2020,Adopted & Reviewed,,HCD,,,,,$0,COLUSA COUNTY UNINCORPORATED Colusa County CA,"Colusa County, CA, USA","(39.1040645, -122.2653887, 0.0)",39.1040645,-122.2653887,0.0,Colusa county unincorporated in Colusa County
179,WILLIAMS,Colusa County,IN,12/31/2020,Adopted & Reviewed,,HCD,,,,5123.0,"$65,580",WILLIAMS Colusa County CA,"Williams, CA 95987, USA","(39.1546137, -122.1494187, 0.0)",39.1546137,-122.1494187,0.0,Williams in Colusa County
180,WILLOWS,Glenn County,OUT,11/30/2021,2nd Draft,,HCD,,,,6166.0,"$43,220",WILLOWS Glenn County CA,"Willows, CA 95988, USA","(39.5243265, -122.1935931, 0.0)",39.5243265,-122.1935931,0.0,Willows in Glenn County
181,LASSEN COUNTY UNINCORPORATED,Lassen County,IN,"10/15/2021, 12/15/2023",Adopted & Reviewed,,HCD,,,,,$0,LASSEN COUNTY UNINCORPORATED Lassen County CA,"Lassen County, CA, USA","(40.5394389, -120.7120023, 0.0)",40.5394389,-120.7120023,0.0,Lassen county unincorporated in Lassen County
182,SUSANVILLE,Lassen County,IN,"10/15/2021, 12/15/2023",Adopted & Reviewed,,HCD,,,,17947.0,"$52,488",SUSANVILLE Lassen County CA,"Susanville, CA, USA","(40.4162842, -120.6530063, 0.0)",40.4162842,-120.6530063,0.0,Susanville in Lassen County
183,MARIPOSA COUNTY UNINCORPORATED,Mariposa County,IN,,Adopted & Reviewed,,HCD,,,,,$0,MARIPOSA COUNTY UNINCORPORATED Mariposa County CA,"Mariposa County, CA, USA","(37.4893626, -119.9679294, 0.0)",37.4893626,-119.9679294,0.0,Mariposa county unincorporated in Mariposa County
184,ALTURAS,Modoc County,IN,,Adopted & Reviewed,,HCD,,,,2827.0,"$37,917",ALTURAS Modoc County CA,"Alturas, CA 96101, USA","(41.4871146, -120.5424555, 0.0)",41.4871146,-120.5424555,0.0,Alturas in Modoc County
185,MODOC COUNTY UNINCORPORATED,Modoc County,IN,,Adopted & Reviewed,,HCD,,,,,"$45,149",MODOC COUNTY UNINCORPORATED Modoc County CA,"Modoc County, CA, USA","(41.4565165, -120.629366, 0.0)",41.4565165,-120.629366,0.0,Modoc county unincorporated in Modoc County
186,MAMMOTH LAKES,Mono County,IN,8/15/2019,Adopted & Reviewed,,HCD,,,,8234.0,"$59,620",MAMMOTH LAKES Mono County CA,"Mammoth Lakes, CA 93546, USA","(37.648546, -118.972079, 0.0)",37.648546,-118.972079,0.0,Mammoth lakes in Mono County
187,MONO COUNTY UNINCORPORATED,Mono County,IN,8/15/2019,Adopted & Reviewed,,HCD,,,,,$0,MONO COUNTY UNINCORPORATED Mono County CA,"Mono County, CA, USA","(37.9218608, -118.9528645, 0.0)",37.9218608,-118.9528645,0.0,Mono county unincorporated in Mono County
188,GRASS VALLEY,Nevada County,IN,8/15/2019,Adopted & Reviewed,,HCD,,,,12860.0,"$37,548",GRASS VALLEY Nevada County CA,"Grass Valley, CA, USA","(39.2190608, -121.0610606, 0.0)",39.2190608,-121.0610606,0.0,Grass valley in Nevada County
189,NEVADA CITY,Nevada County,IN,8/15/2019,Adopted & Reviewed,,HCD,,,,3068.0,"$42,059",NEVADA CITY Nevada County CA,"Nevada City, CA 95959, USA","(39.2615606, -121.0160594, 0.0)",39.2615606,-121.0160594,0.0,Nevada city in Nevada County
190,NEVADA COUNTY UNINCORPORATED,Nevada County,IN,8/15/2019,Adopted & Reviewed,,HCD,,,,,$0,NEVADA COUNTY UNINCORPORATED Nevada County CA,"Nevada County, CA, USA","(39.1346666, -121.1710389, 0.0)",39.1346666,-121.1710389,0.0,Nevada county unincorporated in Nevada County
191,TRUCKEE,Nevada County,IN,8/15/2019,Adopted & Reviewed,,HCD,,,,16180.0,"$97,092",TRUCKEE Nevada County CA,"Truckee, CA 96161, USA","(39.327962, -120.1832533, 0.0)",39.327962,-120.1832533,0.0,Truckee in Nevada County
192,PLUMAS COUNTY UNINCORPORATED,Plumas County,IN,,Adopted & Reviewed,,HCD,,,,,$0,PLUMAS COUNTY UNINCORPORATED Plumas County CA,"Plumas County, CA, USA","(39.99268319999999, -120.8039474, 0.0)",39.99268319999999,-120.8039474,0.0,Plumas county unincorporated in Plumas County
193,PORTOLA,Plumas County,IN,,Adopted & Reviewed,,HCD,,,,2104.0,"$50,956",PORTOLA Plumas County CA,"Portola, CA 96122, USA","(39.8104567, -120.4691034, 0.0)",39.8104567,-120.4691034,0.0,Portola in Plumas County
194,ANDERSON,Shasta County,IN,4/15/2020,Adopted & Reviewed,,HCD,,,,9932.0,"$42,649",ANDERSON Shasta County CA,"Anderson, CA 96007, USA","(40.448208, -122.2977815, 0.0)",40.448208,-122.2977815,0.0,Anderson in Shasta County
195,REDDING,Shasta County,IN,4/15/2020,Adopted & Reviewed,,HCD,,,,89861.0,"$54,278",REDDING Shasta County CA,"Redding, CA, USA","(40.5865396, -122.3916754, 0.0)",40.5865396,-122.3916754,0.0,Redding in Shasta County
196,SHASTA COUNTY UNINCORPORATED,Shasta County,IN,4/15/2020,Adopted & Reviewed,,HCD,,,,,$0,SHASTA COUNTY UNINCORPORATED Shasta County CA,"Shasta County, CA, USA","(40.7908864, -121.8474493, 0.0)",40.7908864,-121.8474493,0.0,Shasta county unincorporated in Shasta County
197,SHASTA LAKE,Shasta County,IN,4/15/2020,Adopted & Reviewed,,HCD,,,,10164.0,"$48,902",SHASTA LAKE Shasta County CA,"Shasta Lake, CA 96019, USA","(40.6804279, -122.3708419, 0.0)",40.6804279,-122.3708419,0.0,Shasta lake in Shasta County
198,LOYALTON,Sierra County,IN,,Adopted & Reviewed,,HCD,,,,769.0,"$60,852",LOYALTON Sierra County CA,"Loyalton, CA 96118, USA","(39.67629360000001, -120.2410385, 0.0)",39.67629360000001,-120.2410385,0.0,Loyalton in Sierra County
199,SIERRA COUNTY UNINCORPORATED,Sierra County,IN,,Adopted & Reviewed,,HCD,,,,,$0,SIERRA COUNTY UNINCORPORATED Sierra County CA,"Sierra County, CA, USA","(39.5532845, -120.2512728, 0.0)",39.5532845,-120.2512728,0.0,Sierra county unincorporated in Sierra County
200,CORNING,Tehama County,IN,,Adopted & Reviewed,,HCD,,,,7663.0,"$43,042",CORNING Tehama County CA,"Corning, CA 96021, USA","(39.9276572, -122.1791556, 0.0)",39.9276572,-122.1791556,0.0,Corning in Tehama County
201,RED BLUFF,Tehama County,IN,,Adopted & Reviewed,,HCD,,,,14076.0,"$31,450",RED BLUFF Tehama County CA,"Red Bluff, CA 96080, USA","(40.1784886, -122.2358302, 0.0)",40.1784886,-122.2358302,0.0,Red bluff in Tehama County
202,TEHAMA,Tehama County,IN,,Adopted & Reviewed,,HCD,,,,418.0,"$40,139",TEHAMA Tehama County CA,"Tehama, CA, USA","(40.0271015, -122.1233228, 0.0)",40.0271015,-122.1233228,0.0,Tehama in Tehama County
203,TEHAMA COUNTY UNINCORPORATED,Tehama County,IN,,Adopted & Reviewed,,HCD,,,,,$0,TEHAMA COUNTY UNINCORPORATED Tehama County CA,"Tehama County, CA, USA","(40.0982197, -122.174605, 0.0)",40.0982197,-122.174605,0.0,Tehama county unincorporated in Tehama County
204,TRINITY COUNTY UNINCORPORATED,Trinity County,IN,,Adopted & Reviewed,,HCD,,,,,$0,TRINITY COUNTY UNINCORPORATED Trinity County CA,"Trinity County, CA, USA","(40.6329485, -123.0622553, 0.0)",40.6329485,-123.0622553,0.0,Trinity county unincorporated in Trinity County
205,SONORA,Tuolumne County,IN,,Adopted & Reviewed,,HCD,,,,4903.0,"$42,446",SONORA Tuolumne County CA,"Sonora, CA 95370, USA","(37.9829496, -120.3821724, 0.0)",37.9829496,-120.3821724,0.0,Sonora in Tuolumne County
206,TUOLUMNE COUNTY UNINCORPORATED,Tuolumne County,IN,,Adopted & Reviewed,,HCD,,,,,$0,TUOLUMNE COUNTY UNINCORPORATED Tuolumne County CA,"Tuolumne County, CA, USA","(38.029655, -119.9740534, 0.0)",38.029655,-119.9740534,0.0,Tuolumne county unincorporated in Tuolumne County
207,CLEARLAKE,Lake County,IN,8/15/2019,Adopted & Reviewed,,LCCAPC,,,,15250.0,"$31,551",CLEARLAKE Lake County CA,"Clearlake, CA, USA","(38.9582307, -122.6263728, 0.0)",38.9582307,-122.6263728,0.0,Clearlake in Lake County
208,LAKE COUNTY UNINCORPORATED,Lake County,IN,8/15/2019,Adopted & Reviewed,,LCCAPC,,,,,$0,LAKE COUNTY UNINCORPORATED Lake County CA,"Lake County, CA, USA","(39.08396440000001, -122.8084496, 0.0)",39.08396440000001,-122.8084496,0.0,Lake county unincorporated in Lake County
209,LAKEPORT,Lake County,IN,8/15/2019,Adopted & Reviewed,,LCCAPC,,,,4753.0,"$58,967",LAKEPORT Lake County CA,"Lakeport, CA 95453, USA","(39.0429506, -122.9158293, 0.0)",39.0429506,-122.9158293,0.0,Lakeport in Lake County
210,FORT BRAGG,Mendocino County,IN,8/15/2019,Adopted & Reviewed,,MCOG,,,,7273.0,"$44,276",FORT BRAGG Mendocino County CA,"Fort Bragg, CA 95437, USA","(39.445723, -123.8052935, 0.0)",39.445723,-123.8052935,0.0,Fort bragg in Mendocino County
211,MENDOCINO COUNTY UNINCORPORATED,Mendocino County,IN,8/15/2019,Adopted & Reviewed,,MCOG,https://www.mendocinocounty.org/home/showpublisheddocument/38190/637371541454530000,,,,$0,MENDOCINO COUNTY UNINCORPORATED Mendocino County CA,"Mendocino County, CA, USA","(39.5500194, -123.438353, 0.0)",39.5500194,-123.438353,0.0,Mendocino county unincorporated in Mendocino County
212,POINT ARENA,Mendocino County,IN,8/15/2019,Adopted & Reviewed,,MCOG,,,,449.0,"$31,719",POINT ARENA Mendocino County CA,"Point Arena, CA 95468, USA","(38.908798, -123.6930726, 0.0)",38.908798,-123.6930726,0.0,Point arena in Mendocino County
213,UKIAH,Mendocino County,IN,8/15/2019,Adopted & Reviewed,,MCOG,,,,16075.0,"$49,889",UKIAH Mendocino County CA,"Ukiah, CA 95482, USA","(39.1501709, -123.2077831, 0.0)",39.1501709,-123.2077831,0.0,Ukiah in Mendocino County
214,WILLITS,Mendocino County,IN,8/15/2019,Adopted & Reviewed,,MCOG,,,,4888.0,"$35,204",WILLITS Mendocino County CA,"Willits, CA 95490, USA","(39.4096079, -123.3555656, 0.0)",39.4096079,-123.3555656,0.0,Willits in Mendocino County
215,EL DORADO COUNTY UNINCORPORATED,El Dorado County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,,$0,EL DORADO COUNTY UNINCORPORATED El Dorado County CA,"El Dorado County, CA, USA","(38.74263759999999, -120.4357631, 0.0)",38.74263759999999,-120.4357631,0.0,El dorado county unincorporated in El Dorado County
216,PLACERVILLE,El Dorado County,OUT,5/15/2021,Adopted & Reviewed,,SACOG,,,,10389.0,"$59,247",PLACERVILLE El Dorado County CA,"Placerville, CA 95667, USA","(38.7296252, -120.798546, 0.0)",38.7296252,-120.798546,0.0,Placerville in El Dorado County
217,AUBURN,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,"https://www.auburn.ca.gov/DocumentCenter/View/1890/AUBURN_Housing-Element_Public-Review-Draft, https://www.auburn.ca.gov/DocumentCenter/View/2270/AUBURN_Housing-Element-2021",,,13330.0,"$66,314",AUBURN Placer County CA,"Auburn, CA, USA","(38.8965654, -121.0768901, 0.0)",38.8965654,-121.0768901,0.0,Auburn in Placer County
218,COLFAX,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,https://colfax-ca.gov/wp-admin/admin-ajax.php?juwpfisadmin=false&action=wpfd&task=file.download&wpfd_category_id=139&wpfd_file_id=2254&token=873e5af17ba9d6e1e48c3b77ea3550ae&preview=1,,,1963.0,"$57,734",COLFAX Placer County CA,"Colfax, CA 95713, USA","(39.1007298, -120.9532759, 0.0)",39.1007298,-120.9532759,0.0,Colfax in Placer County
219,LINCOLN,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,42819.0,"$88,734",LINCOLN Placer County CA,"Lincoln, CA, USA","(38.891565, -121.2930079, 0.0)",38.891565,-121.2930079,0.0,Lincoln in Placer County
220,LOOMIS,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,https://storage.googleapis.com/proudcity/loomisca/uploads/2021/08/08022021.pdf,,,6430.0,"$83,162",LOOMIS Placer County CA,"Loomis, CA, USA","(38.8212889, -121.1930041, 0.0)",38.8212889,-121.1930041,0.0,Loomis in Placer County
221,PLACER COUNTY - UNINCORPORATED TAHOE BASIN,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,,$0,PLACER COUNTY - UNINCORPORATED TAHOE BASIN Placer County CA,"Lake Tahoe, United States","(39.0968493, -120.0323507, 0.0)",39.0968493,-120.0323507,0.0,Placer county - unincorporated tahoe basin in Placer County
222,PLACER COUNTY UNINCORPORATED,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,https://www.placer.ca.gov/DocumentCenter/View/50966,,,,$0,PLACER COUNTY UNINCORPORATED Placer County CA,"Placer County, CA, USA","(39.0915751, -120.8039474, 0.0)",39.0915751,-120.8039474,0.0,Placer county unincorporated in Placer County
223,ROCKLIN,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_2021-2029_housing_element_hcd_submittal_2_5.21.21.pdf?1622590832,,,56974.0,"$98,566",ROCKLIN Placer County CA,"Rocklin, CA, USA","(38.7907339, -121.2357828, 0.0)",38.7907339,-121.2357828,0.0,Rocklin in Placer County
224,ROSEVILLE,Placer County,IN,5/15/2021,Adopted & Reviewed,,SACOG,https://www.roseville.ca.us/UserFiles/Servers/Server_7964838/File/Government/Departments/Development%20Services/Planning/Housing%20Element%202021-2029/Adoption%20Draft%207.8.21.pdf,,,118788.0,"$89,082",ROSEVILLE Placer County CA,"Roseville, CA, USA","(38.7521235, -121.2880059, 0.0)",38.7521235,-121.2880059,0.0,Roseville in Placer County
225,CITRUS HEIGHTS,Sacramento County,IN,5/15/2021,Adopted & Reviewed,,SACOG,https://www.citrusheights.net/1083/Draft-Housing-Documents,,,83301.0,"$62,276",CITRUS HEIGHTS Sacramento County CA,"Citrus Heights, CA, USA","(38.7071247, -121.2810611, 0.0)",38.7071247,-121.2810611,0.0,Citrus heights in Sacramento County
226,FOLSOM,Sacramento County,IN,5/15/2021,Adopted & Reviewed,,SACOG,http://ascentenvironmental.com/files/7816/0860/1442/Folsom_HE_Backgrnd_Rpt_12.18.20.pdf,,,72203.0,"$114,405",FOLSOM Sacramento County CA,"Folsom, CA, USA","(38.6779591, -121.1760583, 0.0)",38.6779591,-121.1760583,0.0,Folsom in Sacramento County
227,ISLETON,Sacramento County,OUT,5/15/2021,Adopted & Reviewed,,SACOG,,,,804.0,"$36,875",ISLETON Sacramento County CA,"Isleton, CA, USA","(38.1618614, -121.6116206, 0.0)",38.1618614,-121.6116206,0.0,Isleton in Sacramento County
228,RANCHO CORDOVA,Sacramento County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,64776.0,"$65,307",RANCHO CORDOVA Sacramento County CA,"Rancho Cordova, CA, USA","(38.5890723, -121.302728, 0.0)",38.5890723,-121.302728,0.0,Rancho cordova in Sacramento County
229,SACRAMENTO,Sacramento County,IN,5/15/2021,Adopted & Reviewed,,SACOG,"https://www.cityofsacramento.org/-/media/Corporate/Files/CDD/Planning/Long-Range/Housing-Element/00_Sac-HE_HCDRevDft_April2021.pdf?la=en, https://sacramento.granicus.com/MetaViewer.php?view_id=22&clip_id=5022&meta_id=640761",,,466488.0,"$62,335",SACRAMENTO Sacramento County CA,"Sacramento, CA, USA","(38.5815719, -121.4943996, 0.0)",38.5815719,-121.4943996,0.0,Sacramento in Sacramento County
230,LIVE OAK,Sutter County,OUT,5/15/2021,Adopted & Reviewed,,SACOG,,,,8392.0,"$83,750",LIVE OAK Sutter County CA,"Live Oak, CA 95953, USA","(39.2757232, -121.6599701, 0.0)",39.2757232,-121.6599701,0.0,Live oak in Sutter County
231,SUTTER COUNTY UNINCORPORATED,Sutter County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,,$0,SUTTER COUNTY UNINCORPORATED Sutter County CA,"Sutter County, CA, USA","(39.0219764, -121.6739371, 0.0)",39.0219764,-121.6739371,0.0,Sutter county unincorporated in Sutter County
232,DAVIS,Yolo County,OUT,5/15/2021,Draft Reviewed,,SACOG,"http://documents.cityofdavis.org/Media/Default/Documents/PDF/CDD/Advance-Planning/Housing%20Element%20Update%202021%20-%202029/DRAFT_City_of_Davis_Housing_Element_05032021.pdf, http://documents.cityofdavis.org/Media/Default/Documents/PDF/CDD/Advance-Planning/Housing%20Element%20Update%202021%20-%202029/Final%20HEU%20Documents/Adoption%20Draft%20City%20of%20Davis%20Housing%20Element%20%2008%2002%202021.pdf, http://documents.cityofdavis.org/Media/Default/Documents/PDF/CDD/Advance-Planning/Housing%20Element%20Update%202021%20-%202029/Final%20HEU%20Documents/FINAL%20HEU%20-%20Submitted%20to%20HCD/City%20of%20Davis%20Housing%20Element%2009%2010%202021.pdf",,,65622.0,"$69,379",DAVIS Yolo County CA,"Davis, CA, USA","(38.5449065, -121.7405167, 0.0)",38.5449065,-121.7405167,0.0,Davis in Yolo County
233,WEST SACRAMENTO,Yolo County,IN,5/15/2021,Adopted & Reviewed,,SACOG,https://www.cityofwestsacramento.org/home/showpublisheddocument?id=11925,,,48744.0,"$70,699",WEST SACRAMENTO Yolo County CA,"West Sacramento, CA, USA","(38.5804609, -121.530234, 0.0)",38.5804609,-121.530234,0.0,West sacramento in Yolo County
234,WOODLAND,Yolo County,OUT,5/15/2021,2nd Draft,,SACOG,,,,55468.0,"$69,612",WOODLAND Yolo County CA,"Woodland, CA, USA","(38.67851570000001, -121.7732971, 0.0)",38.67851570000001,-121.7732971,0.0,Woodland in Yolo County
235,YOLO COUNTY UNINCORPORATED,Yolo County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,,$0,YOLO COUNTY UNINCORPORATED Yolo County CA,"Yolo County, CA, USA","(38.7646021, -121.9017954, 0.0)",38.7646021,-121.9017954,0.0,Yolo county unincorporated in Yolo County
236,MARYSVILLE,Yuba County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,12072.0,"$44,839",MARYSVILLE Yuba County CA,"Marysville, CA, USA","(39.1457253, -121.5913547, 0.0)",39.1457253,-121.5913547,0.0,Marysville in Yuba County
237,YUBA COUNTY UNINCORPORATED,Yuba County,IN,5/15/2021,Adopted & Reviewed,,SACOG,,,,,$0,YUBA COUNTY UNINCORPORATED Yuba County CA,"Yuba County, CA, USA","(39.2547027, -121.3998995, 0.0)",39.2547027,-121.3998995,0.0,Yuba county unincorporated in Yuba County
238,CARLSBAD,San Diego County,IN,4/15/2021,Adopted & Reviewed,,SANDAG,https://cityadmin.carlsbadca.gov/civicax/filebank/blobdload.aspx?BlobID=46483,,,105328.0,"$110,478",CARLSBAD San Diego County CA,"Carlsbad, CA, USA","(33.1580933, -117.3505939, 0.0)",33.1580933,-117.3505939,0.0,Carlsbad in San Diego County
239,CHULA VISTA,San Diego County,OUT,4/15/2021,Adopted,8/29/2022,SANDAG,"https://www.chulavistaca.gov/home/showpublisheddocument?id=21741, https://pub-chulavista.escribemeetings.com/filestream.ashx?DocumentId=13009",,,243916.0,"$81,272",CHULA VISTA San Diego County CA,"Chula Vista, CA, USA","(32.6400541, -117.0841955, 0.0)",32.6400541,-117.0841955,0.0,Chula vista in San Diego County
240,ENCINITAS,San Diego County,IN,4/15/2021,Adopted & Reviewed,,SANDAG,https://encinitasca.gov/I-Want-To/Housing-Plan-Update/Housing-Update-2021-2029,,,59518.0,"$116,022",ENCINITAS San Diego County CA,"Encinitas, CA, USA","(33.0369867, -117.2919818, 0.0)",33.0369867,-117.2919818,0.0,Encinitas in San Diego County
241,ESCONDIDO,San Diego County,OUT,4/15/2021,2nd Draft,,SANDAG,https://www.escondido.org/Data/Sites/1/media/PDFs/Planning/HCIS/PublicReviewDraftEscondidoHE3-18-21.pdf,,,143911.0,"$64,038",ESCONDIDO San Diego County CA,"Escondido, CA, USA","(33.1192068, -117.086421, 0.0)",33.1192068,-117.086421,0.0,Escondido in San Diego County
242,IMPERIAL BEACH,San Diego County,IN,4/15/2021,Adopted & Reviewed,,SANDAG,https://www.imperialbeachca.gov/vertical/sites/%7BF99967EB-BF87-4CB2-BCD5-42DA3F739CA1%7D/uploads/MF_1335_Housing_Element_Update_6th_Cycle_Revised_Draft_HE_with_AFFH_Updated_060721(1).pdf,,,26324.0,"$53,690",IMPERIAL BEACH San Diego County CA,"Imperial Beach, CA, USA","(32.5839444, -117.1130849, 0.0)",32.5839444,-117.1130849,0.0,Imperial beach in San Diego County
243,NATIONAL CITY,San Diego County,IN,4/15/2021,Adopted & Reviewed,,SANDAG,https://www.nationalcityca.gov/home/showpublisheddocument?id=26278,,,58582.0,"$47,119",NATIONAL CITY San Diego County CA,"National City, CA, USA","(32.6781085, -117.0991967, 0.0)",32.6781085,-117.0991967,0.0,National city in San Diego County
