Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M230327,100 Block Of Hyde  Street,San Francisco,CA,94102,3/24/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78211964678046, -122.41559952501301)",POINT (-122.415596 37.78212),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230328,600 Block Of Geary  Street,San Francisco,CA,94102,3/24/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Tenderloin,"(37.78662478444323, -122.41398404790762)",POINT (-122.41399 37.786625),20,6,3,36,36,1,10,5,28852,,,2,,,20
M230329,0 Block Of Osceola  Lane,San Francisco,CA,94124,3/27/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.731708167761234, -122.3831262518932)",POINT (-122.383125 37.73171),86,2,9,1,1,3,8,10,58,,,2,,,86
M230330,5800 Block Of 03rd  Street,San Francisco,CA,94124,3/27/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.7247446445345, -122.39465451422056)",POINT (-122.39465 37.724743),86,2,9,1,1,3,8,10,58,,,2,,,86
M230331,0 Block Of Otis  Street,San Francisco,CA,94103,3/27/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.77270328333378, -122.41916695671938)",POINT (-122.41917 37.772705),32,1,10,20,19,2,9,8,28853,,1,2,1,,32
M230332,800 Block Of Geary  Street,San Francisco,CA,94109,3/27/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Tenderloin,"(37.78620563104688, -122.41726861276132)",POINT (-122.41727 37.786205),20,6,10,36,36,1,9,13,28858,,,2,,,20
M230333,600 Block Of Ellis  Street,San Francisco,CA,94109,3/27/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78434229227833, -122.4168892438767)",POINT (-122.41689 37.784344),20,5,10,36,36,10,9,7,28858,6,1,2,1,18,20
M230334,700 Block Of Ellis  Street,San Francisco,CA,94109,3/27/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78413242943735, -122.41853546025469)",POINT (-122.41853 37.784134),20,5,10,36,36,9,9,7,28858,,1,2,1,,20
M230335,1100 Block Of Sutter  Street,San Francisco,CA,94109,3/27/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.7878614713921, -122.41929055351352)",POINT (-122.41929 37.78786),50,4,3,21,21,9,10,13,28858,10,,2,,,50
M230336,0 Block Of Turk  Street,San Francisco,CA,94102,3/27/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230337,1100 Block Of Bush  Street,San Francisco,CA,94109,3/27/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.7892150140576, -122.41619440207148)",POINT (-122.41619 37.789215),50,6,3,21,21,1,10,13,28858,,,2,,,50
M230338,1100 Block Of Bush  Street,San Francisco,CA,94109,3/27/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.7892150140576, -122.41619440207148)",POINT (-122.41619 37.789215),50,6,3,21,21,1,10,13,28858,,,2,,,50
M230339,1100 Block Of Bush  Street,San Francisco,CA,94109,3/27/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.7892150140576, -122.41619440207148)",POINT (-122.41619 37.789215),50,6,3,21,21,1,10,13,28858,,,2,,,50
M230340,0 Block Of South Park  Street,San Francisco,CA,94107,3/28/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78199360409787, -122.39371016890492)",POINT (-122.39371 37.781994),31,1,10,8,6,2,9,6,28856,,,1,,,31
M230341,900 Block Of Capp  Street,San Francisco,CA,94110,3/29/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.751505581751374, -122.41727936200493)",POINT (-122.41728 37.751507),53,3,2,20,19,4,7,2,28859,,,2,,,53
M230342,600 Block Of Minna  Street,San Francisco,CA,94103,3/29/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77820225942584, -122.4111358667826)",POINT (-122.41113 37.778202),32,1,10,34,34,2,9,8,28853,,1,2,1,6,32
M230343,2600 Block Of 35th  Avenue,San Francisco,CA,94116,3/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.737818334459064, -122.492523376114)",POINT (-122.49252 37.73782),40,10,7,35,35,8,3,1,29491,,,1,,,40
M230344,1100 Block Of Powell  Street,San Francisco,CA,94108,3/29/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Chinatown,"(37.79517662429109, -122.40981016525298)",POINT (-122.40981 37.795177),104,6,3,6,4,1,10,3,28857,,,2,,5,104
M230345,0 Block Of San Juan  Avenue,San Francisco,CA,94112,3/30/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,"(37.72441573415693, -122.43616782090692)",POINT (-122.436165 37.724415),94,9,1,28,25,7,6,9,28861,,,1,,,94
M230346,200 Block Of Guerrero  Street,San Francisco,CA,94103,3/30/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,8,Mission,"(37.76767845686054, -122.42433147856903)",POINT (-122.42433 37.767677),37,3,5,20,19,4,5,8,28853,,,2,,,37
M230347,400 Block Of Buena Vista  Avenue,San Francisco,CA,94117,3/30/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Castro/Upper Market,"(37.76684342182063, -122.4407522347934)",POINT (-122.44075 37.76684),112,7,5,5,3,5,5,15,29492,,,1,,,112
M230411,700 Block Of Ofarrell  Street,San Francisco,CA,94109,3/31/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78527159669424, -122.41708056008484)",POINT (-122.41708 37.78527),20,5,10,36,36,10,9,7,28858,6,1,2,1,,20
M230412,100 Block Of Kissling  Street,San Francisco,CA,94103,3/31/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.772052636001305, -122.41562563030257)",POINT (-122.41563 37.772053),32,1,10,20,19,2,9,8,28853,,,2,,,32
M230413,800 Block Of Grant  Avenue,San Francisco,CA,94108,4/4/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Chinatown,"(37.79470404450944, -122.4063902698536)",POINT (-122.40639 37.794704),104,6,3,6,4,1,10,3,28857,,,2,,5,104
M230414,900 Block Of Montgomery  Street,San Francisco,CA,94133,4/5/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.79759583961752, -122.40373654016625)",POINT (-122.40374 37.797596),106,6,3,23,23,1,10,3,308,,,2,,,106
M230415,2000 Block Of San Jose  Avenue,San Francisco,CA,94112,4/6/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,"(37.723977437929314, -122.44390626077721)",POINT (-122.44391 37.723976),94,9,1,28,25,7,6,9,28861,,,1,,,94
M230416,500 Block Of Jones  Street,San Francisco,CA,94102,4/6/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.786259663776775, -122.41306555617153)",POINT (-122.41306 37.78626),20,5,10,36,36,10,9,5,28852,,1,2,1,,20
M230417,4300 Block Of Fulton  Street,San Francisco,CA,94121,4/6/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Golden Gate Park,"(37.7728391122631, -122.47830194872151)",POINT (-122.4783 37.77284),9,8,4,12,8,6,2,11,55,,,1,,,8
M230418,100 Block Of 20th  Avenue,San Francisco,CA,94121,4/5/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,"(37.78505398633132, -122.47971829585967)",POINT (-122.47972 37.785053),2,8,4,29,26,6,2,11,55,,,2,,,2
M230419,1600 Block Of Market  Street,San Francisco,CA,94103,4/7/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.77273386842881, -122.42223693112624)",POINT (-122.42223 37.772736),32,1,10,20,19,2,9,8,28853,,,2,,,32
M230420,1400 Block Of California  Street,San Francisco,CA,94109,4/10/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.790880624746706, -122.4182137756094)",POINT (-122.41821 37.790882),16,6,3,21,21,1,10,5,28858,,,1,,,16
M230421,1000 Block Of Folsom  Street,San Francisco,CA,94103,4/11/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77696270309891, -122.40756787185973)",POINT (-122.40757 37.776962),32,1,10,34,34,2,9,14,28853,,,2,,6,32
M230422,2200 Block Of Mission  Street,San Francisco,CA,94110,4/11/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.761035605783206, -122.41928265537494)",POINT (-122.41928 37.761036),53,3,2,20,19,4,7,2,28859,,,2,,15,53
M230423,2700 Block Of 16th  Street,San Francisco,CA,94103,4/12/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76538112996269, -122.41420681804973)",POINT (-122.41421 37.76538),53,3,2,20,19,4,7,8,28859,,,2,,,53
M230424,1700 Block Of Market  Street,San Francisco,CA,94102,4/13/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,,POINT (-122.42297 37.772167),,,,,,,,,,,,,,,32
M230425,1900 Block Of Page  Street,San Francisco,CA,94117,4/13/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Haight Ashbury,"(37.77020642560539, -122.4528909404215)",POINT (-122.45289 37.770206),25,7,11,3,9,5,11,15,29492,,,1,,25,25
M230426,0 Block Of Turk  Street,San Francisco,CA,94102,4/14/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230427,5800 Block Of Mission  Street,San Francisco,CA,94112,4/17/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,"(37.70910954408667, -122.45177419752348)",POINT (-122.451775 37.70911),66,9,1,28,25,7,6,9,28861,,,2,,,66
M230428,300 Block Of 06th  Street,San Francisco,CA,94103,4/17/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,,POINT (-122.404854 37.77789),,,,,,,,,,,,,,,32
M230429,400 Block Of Taraval  Street,San Francisco,CA,94116,4/17/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,"(37.74326456796907, -122.47079587290959)",POINT (-122.470795 37.743263),44,10,8,41,40,8,4,1,29491,,,1,,,46
M230430,100 Block Of South Park  Street,San Francisco,CA,94107,4/17/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.78086104103634, -122.39486180842302)",POINT (-122.39486 37.78086),31,1,10,8,6,2,9,6,28856,,,1,,,31
M230431,0 Block Of Turk  Street,San Francisco,CA,94102,4/18/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230432,0 Block Of Turk  Street,San Francisco,CA,94102,4/18/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230433,300 Block Of 24th  Avenue,San Francisco,CA,94121,4/18/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,"(37.783003752733606, -122.48386993964085)",POINT (-122.48387 37.783005),8,8,4,29,26,6,2,11,55,,,2,,,8
M230434,300 Block Of Sawyer  Street,San Francisco,CA,94134,4/19/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Visitacion Valley,"(37.71378084937882, -122.41413125572957)",POINT (-122.41413 37.71378),75,9,9,40,39,7,8,9,309,,,2,,,75
M230435,400 Block Of Taraval  Street,San Francisco,CA,94116,4/19/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,"(37.74326456796907, -122.47079587290959)",POINT (-122.470795 37.743263),44,10,8,41,40,8,4,1,29491,,,1,,,46
M230436,0 Block Of Gillette  Avenue,San Francisco,CA,94134,4/20/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.712131940931826, -122.39605229500565)",POINT (-122.39605 37.71213),89,2,9,1,1,3,8,10,58,,,1,,,89
M230437,600 Block Of Ofarrell  Street,San Francisco,CA,94109,4/20/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.785412800358365, -122.41596679869437)",POINT (-122.41597 37.78541),20,5,10,36,36,10,9,7,28858,6,1,2,1,,20
M230438,1000 Block Of Bush  Street,San Francisco,CA,94109,4/20/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230439,500 Block Of South Van Ness  Avenue,San Francisco,CA,94110,4/21/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76437736958609, -122.41740950130017)",POINT (-122.41741 37.764378),53,3,2,20,19,4,7,8,28859,,,2,,14,53
M230440,300 Block Of Ellis  Street,San Francisco,CA,94102,4/24/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78497042324131, -122.41196096605621)",POINT (-122.411964 37.78497),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230441,200 Block Of Desmond  Street,San Francisco,CA,94134,4/24/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Visitacion Valley,"(37.70875760737249, -122.40641386650462)",POINT (-122.40641 37.70876),75,9,9,40,39,7,8,9,309,,,2,,,75
M230442,600 Block Of Clay  Street,San Francisco,CA,94111,4/24/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Chinatown,"(37.794559645445105, -122.40396788621692)",POINT (-122.40397 37.79456),104,6,3,6,4,1,10,3,28860,,,2,,,104
M230444,300 Block Of Turk  Street,San Francisco,CA,94102,4/25/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78268974159542, -122.4148738201106)",POINT (-122.41487 37.78269),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230445,2000 Block Of 15th  Street,San Francisco,CA,94114,4/25/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Castro/Upper Market,"(37.766038397371105, -122.43037525948405)",POINT (-122.430374 37.766037),37,3,5,5,3,4,5,8,28862,9,,1,,,37
M230446,0 Block Of Guttenberg  Street,San Francisco,CA,94112,4/25/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,"(37.71223643606446, -122.44433408757166)",POINT (-122.444336 37.71224),58,9,1,7,5,7,6,9,28861,,,2,,,58
M230447,1300 Block Of 46th  Avenue,San Francisco,CA,94122,4/25/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.76135471332721, -122.50599359115051)",POINT (-122.506 37.761356),39,10,7,35,35,8,3,1,56,,,1,,,39
M230448,500 Block Of South Van Ness  Avenue,San Francisco,CA,94110,5/1/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76437736958609, -122.41740950130017)",POINT (-122.41741 37.764378),53,3,2,20,19,4,7,8,28859,,,2,,14,53
M230449,1400 Block Of Alabama  Street,San Francisco,CA,94110,4/4/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5/27/2028,9,Mission,"(37.74890356085917, -122.41060203318713)",POINT (-122.4106 37.748905),53,3,2,20,19,4,7,2,28859,,,1,,,53
M230450,2500 Block Of 47th  Avenue,San Francisco,CA,94116,4/4/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.73893161983301, -122.50549420723566)",POINT (-122.50549 37.73893),39,10,7,35,35,8,3,1,29491,,,1,,,39
M230451,2500 Block Of 28th  Avenue,San Francisco,CA,94116,4/5/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/1/2028,4,Sunset/Parkside,"(37.739828970651565, -122.48513956350824)",POINT (-122.48514 37.73983),40,10,7,35,35,8,3,1,29491,,,1,,,40
M230452,2300 Block Of 25th  Avenue,San Francisco,CA,94116,4/6/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/5/2028,4,Sunset/Parkside,"(37.743700732634046, -122.48218614181111)",POINT (-122.482185 37.743702),40,10,7,35,35,8,3,1,29491,,,1,,24,40
M230481,1900 Block Of 22nd  Avenue,San Francisco,CA,94116,4/21/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.751301519639654, -122.47949158840333)",POINT (-122.47949 37.7513),39,10,7,35,35,8,3,1,29491,,,1,,,39
M230482,500 Block Of Rivera  Street,San Francisco,CA,94116,4/20/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/18/2028,7,West of Twin Peaks,"(37.74693655871741, -122.47239983923443)",POINT (-122.4724 37.746937),44,10,8,41,40,8,4,1,29491,,,1,,,44
M230483,200 Block Of 11th  Avenue,San Francisco,CA,94118,4/21/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/18/2028,1,Inner Richmond,"(37.78363734189388, -122.46983892181079)",POINT (-122.46984 37.783638),5,8,4,11,11,6,2,11,54,,,1,,,5
M230484,0 Block Of Cumberland  Street,San Francisco,CA,94110,4/21/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6/19/2028,8,Mission,"(37.75909681834667, -122.4247281837961)",POINT (-122.42473 37.759098),37,3,5,20,19,4,5,2,28859,,,1,,,37
