,ID,ADDRESS,STNDADDR,UNIT,PROCNUM,FOLIO,GEOFOLIO,ISCONDO,TYPE,CAT1,DESC1,CAT2,DESC2,CAT3,DESC3,CAT4,DESC4,CAT5,DESC5,CAT6,DESC6,CAT7,DESC7,CAT8,DESC8,CAT9,DESC9,CAT10,DESC10,ISSUDATE,LSTINSDT,RENDATE,CCDATE,BLDCMPDT,RESCOMM,BPSTATUS,PROPUSE,APPTYPE,CLUC,FFRMLINE,LGLDESC1,LGLDESC2,ESTVALUE,PTSOURCE,MPRMTNUM,LSTAPPRDT,CONTRNUM,CONTRNAME,GlobalID,geometry,index_right,Name,Description
233400,2021016935.0,220 NW 3 ST                  ,226 NW 3RD ST,    ,C2021026752,0101090501010,0101090501010,N,ELEC,0004,FIRE ALARM SPECLT                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-12-16 00:00:00+00:00,20201231,00000000,00000000,00000000,C,F,1822,03,0047,NEW OFFICE SPACE   ,MIAMI NORTH                      ,PB B-41                          ,00000000000,P,2020043257.0,20201231,EF20001045      ,METRO DADE SECURITY SYSTEM INC                              ,{865E1F51-6226-4A77-9D88-FB8D22623A8C},POINT (-80.19850907399996 25.776645212000062),0,Greater Downtown Miami,
233428,2021053556.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2021107336,0141370720120,0141370720120,N,MECH,0011,INSULATION                                                  ,0023,SHEET METAL                                                 ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-05-26 00:00:00+00:00,20210610,00000000,00000000,00000000,C,F,1421,04,0013,HVAC               ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,0.0,20210610,CMC1250173      ,SOUTHEAST MECHANICAL CONTRACTORS LLC                        ,{FA121187-24E3-4EF1-A00C-4E9E7F24BE80},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
234139,2020041629.0,701 NW 1 CT                  ,601 NW 1ST CT,    ,C2020092619,0131370340010,0131370340010,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-04-20 00:00:00+00:00,20200723,00000000,00000000,00000000,C,F,1822,03,0047,INT ALT (8TH FLR)  ,OVERTOWN STATION                 ,PB 160-93   T13914               ,00000000000,P,2020028660.0,20200723,EC13001851      ,W & N ELECTRICAL CONTRACTOR INC                             ,{D578CEA1-404E-49C6-BACF-C9B4FA3D99E3},POINT (-80.19656938699995 25.780247517000078),0,Greater Downtown Miami,
234316,2022071917.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2022161473,0141370230020,0141370230020,N,ELEC,0004,FIRE ALARM SPECLT                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-08-09 00:00:00+00:00,20221206,00000000,00000000,00000000,C,F,1822,03,0047,ELEVATOR MODIFICATI,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000001000,P,0.0,20221206,EF20001045      ,METRO DADE SECURITY SYSTEM INC                              ,{A6CA1D5B-9BE5-4D0A-8BA0-62F6ED72D062},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
234658,2020067878.0,200 NW 1 ST                  ,50 NW 2ND AVE,    ,C2020151083,0101110301020,0101110301020,N,FIRE,0032,FIRE SPRINKLERS                                             ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-08-25 00:00:00+00:00,20201013,00000000,00000000,00000000,C,F,1822,03,0047,FIRE SPRNKLER      ,MIAMI NORTH PB B-41              ,LOTS 1 THRU 6 LESS POR FOR       ,00000000000,P,0.0,20201013,FPC18000109     ,NATIONAL FIRE PROTECTION LLC                                ,{52452A68-0A8F-4338-9032-1872EE6E307E},POINT (-80.19827050799995 25.774558596000077),0,Greater Downtown Miami,
234694,2021037112.0,700 NW 1 AVE      8 FLOOR    ,700 NW 1ST AVE,    ,C2021053369,0141370720120,0141370720120,N,BLDG,0001,GENERAL (COUNTY)                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-03-23 00:00:00+00:00,20210622,00000000,20210622,20210622,C,F,1822,22,0013,DEMO 8TH FLOOR     ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000020674,P,0.0,20210622,CGC1520509      ,PLAZA CONSTRUCTION GROUP FLORIDA LLC                        ,{E959D9C3-38C4-402A-9B0D-2F4CAC6D270A},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
234956,2022063182.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2022117491,0141370720120,0141370720120,N,BLDG,0001,GENERAL (COUNTY)                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-07-05 00:00:00+00:00,20221130,00000000,00000000,00000000,C,A,1421,22,0013,ALTERATION INTERIOR,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00001700000,P,0.0,20221130,CGC1504355      ,"HITT CONTRACTING,INC                                        ",{0ABFCA73-1F5D-4C44-BDB2-1293355ED506},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
235322,1995042767.0,314 NW 12 ST                 ,314 NW 12TH ST,    ,C1995060147,0131360370630,0131360370630,N,MECH,0006,ELEVATOR INSTALL                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,1995-02-02 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1822,03,0048,FIRE SERV/CONTRL   ,36 53 41                         ,SOSTS SUB             PB B-27    ,00000000000,P,0.0,00000000,ELV000149       ,MIAMI ELEVATOR COMPANY                                      ,{102E59B9-3098-45E7-BF62-7822FB095BEB},POINT (-80.20063228299995 25.785198258000037),0,Greater Downtown Miami,
237119,2021067843.0,50 NW 2 AVE                  ,50 NW 2ND AVE,    ,C2021142216,0101110301020,0101110301020,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-07-26 00:00:00+00:00,20210921,00000000,00000000,00000000,C,F,1822,03,0047,CT-400 CHARGING STA,MIAMI NORTH PB B-41              ,LOTS 1 THRU 6 LESS POR FOR       ,00000000185,P,0.0,20210921,EC13003659      ,ECOLECTRIC COMPANY                                          ,{24480469-4B3A-4FF8-BB66-DB4C87CDC362},POINT (-80.19827050799995 25.774558596000077),0,Greater Downtown Miami,
237290,2022078139.0,101 WEST FLAGER ST           ,101 W FLAGLER ST,    ,C2022159657,0141370270010,0141370270010,N,ELEC,0004,FIRE ALARM SPECLT                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-09-07 00:00:00+00:00,20221020,00000000,00000000,00000000,C,F,1822,03,0047,FIRE ALARM UPDATET ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000000,P,2022043163.0,20221020,EF20001045      ,METRO DADE SECURITY SYSTEM INC                              ,{58E8A9A3-11E0-44AE-A281-83616668B3DB},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
240415,1994095696.0,101 W FLAGLER                ,101 W FLAGLER ST,    ,C1994141873,0141370270010,0141370270010,N,MECH,0006,ELEVATOR INSTALL                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,1994-05-04 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1822,03,0047,REPL ELEV          ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000000,P,0.0,00000000,ELV000093       ,THYSSEN MIAMI ELEVATORS                                     ,{0BF873C0-CC51-4479-8A92-847194359018},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
240951,2023000073.0,701 NW 1 CT                  ,601 NW 1ST CT,    ,C2021077887,0131370340010,0131370340010,N,MECH,0041,MECHANICAL VENTILATION                                      ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-10-03 00:00:00+00:00,00000000,00000000,00000000,00000000,C,A,1822,04,0047,ROOF DUCTWORK      ,OVERTOWN STATION                 ,PB 160-93   T13914               ,00000000000,P,0.0,00000000,CMC1250341      ,SOUTH COOL CORP                                             ,{04B09494-0AB0-492D-A662-D04E442AE3EF},POINT (-80.19656938699995 25.780247517000078),0,Greater Downtown Miami,
241979,2021014894.0,1001 SW 1 AVE                ,1001 SW 1ST AVE,    ,C2021031320,,3047170007000,,PLUM,0001,PLUMBING                                                    ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-12-08 00:00:00+00:00,20201217,00000000,00000000,00000000,C,F,1822,07,0047,URBAN PARK W/BIKE  ,17 54 37                         ,FOR PERMITS ON R/W               ,00000000000,A,2019011755.0,20201217,CFC1427148      ,LIVING WATER PLUMBING SERVICE CORP                          ,{F9B0A339-FF4D-4A69-B833-78B84E3B5F64},POINT (-80.19545774599999 25.76401397500007),0,Greater Downtown Miami,
243129,2020050387.0,220 NW 3 ST                  ,226 NW 3RD ST,    ,C2020109304,0101090501010,0101090501010,N,ELEC,0001,ELECTRICAL                                                  ,0006,MASTER TV ANTENNA                                           ,0032,DATA COMMUNICATION CABLES                                   ,0041,LOW VOLTAGE ELECTRIFIED FENCE                               ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-06-09 00:00:00+00:00,20201023,00000000,00000000,00000000,C,F,1822,03,0047,NEW OFFICE SPACE   ,MIAMI NORTH                      ,PB B-41                          ,00000000000,P,2020043257.0,20201023,08E000144       ,MIAMI DADE COUNTY GENERAL SERVICES ADMINISTRATION           ,{BE6CB101-A989-4498-8BCA-87126177B8EA},POINT (-80.19850907399996 25.776645212000062),0,Greater Downtown Miami,
244460,2021057108.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2021108675,0141370720120,0141370720120,N,ELEC,0004,FIRE ALARM SPECLT                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-06-09 00:00:00+00:00,20210722,00000000,00000000,00000000,C,F,1421,22,0013,INT BUILD OUT/9TH  ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2021043235.0,20210722,EC0002170       ,FISK ELECTRIC COMPANY                                       ,{0723FC0C-FC02-45AA-A1DB-378554BBF724},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
244489,2022015340.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2021129766,0141370720120,0141370720120,N,ELEC,0004,FIRE ALARM SPECLT                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-12-08 00:00:00+00:00,20220208,00000000,00000000,00000000,C,F,1421,22,0013,INT BUILD OUT/9TH  ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2021043235.0,20220208,EF20000661      ,NOVO TRENZ LLC                                              ,{F7B143EE-259A-4FA9-BCDE-1CE92FFAA2D1},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
244490,2019051826.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2019078736,0141370230020,0141370230020,N,BLDG,0001,GENERAL (COUNTY)                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2019-05-15 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1822,04,0047,ELEC BIKE KIOSK    ,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000046000,P,0.0,00000000,CGC1512063      ,SAM-CON SERVICES LLC                                        ,{1B820C63-4560-4DEC-95AE-F75A64A8ADD0},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
244560,2023008504.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2023018677,0141370230020,0141370230020,N,MECH,0023,SHEET METAL                                                 ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-11-08 00:00:00+00:00,20230106,00000000,00000000,00000000,C,F,1822,03,0047,INTER RENOV/25TH FL,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000000,P,2022055085.0,20230106,CMC1250837      ,SOLO AIR CONDITIONING & HEATING CO INC                      ,{BC73BD47-654F-49DF-98B4-53E882F455B8},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
244866,2021046108.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2021098956,0141370720120,0141370720120,N,ELEC,0006,MASTER TV ANTENNA                                           ,0007,SOUND & INTERCOM                                            ,0035,TELEPHONE AND COMMUNICATION                                 ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-04-28 00:00:00+00:00,20210722,00000000,00000000,00000000,C,F,1421,22,0013,UP21351237OUT/9TH  ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2021043235.0,20210722,04E000978       ,SKYLIGHT TECHNOLOGIES INC.                                  ,{20D4996B-3353-47B3-A183-DB5FE941DF62},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
245440,2021003619.0,73 W FLAGLER ST              ,73 W FLAGLER ST,    ,C2021003546,0101110501060,0101110501060,N,ELEC,0001,ELECTRICAL                                                  ,0032,DATA COMMUNICATION CABLES                                   ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-10-16 00:00:00+00:00,20210324,00000000,00000000,00000000,C,F,1822,04,0047,INST. CONDUIT/FIBER,MIAMI NORTH                      ,PB B-41                          ,00000108000,P,0.0,20210324,EC0001077       ,TROPICAL COMMUNICATIONS INC                                 ,{9D48AAEA-79DA-478D-A544-7ACC3BD69440},POINT (-80.19515011999994 25.774655549000045),0,Greater Downtown Miami,
245545,2022008640.0,450 NW 1 AVE                 ,550 NW 1ST AVE,200 ,C2022017528,0141370720100,0141370720100,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-11-05 00:00:00+00:00,20220627,00000000,00000000,00000000,C,F,0805,22,0011,NEW SPACE FOR GYM  ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041     T  23364         ,00000000000,P,2022003788.0,20220627,EC13009460      ,SUNSHINE ELECTRIC 24/7 LLC                                  ,{A3FBC339-969D-4776-AE26-51B662098F77},POINT (-80.19568075599994 25.779395916000055),0,Greater Downtown Miami,
245592,2020071724.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2020160503,0141370230020,0141370230020,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-09-11 00:00:00+00:00,20201113,00000000,00000000,00000000,C,F,1822,03,0047,RENOVATE PUB BATHRO,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000000000,P,2020038228.0,20201113,EC13005705      ,PYD ELECTRIC CORP                                           ,{5B09488D-96D5-4194-BBF8-F3746C2CF871},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
246471,2022062297.0,600 NW 1 AVE                 ,550 NW 1ST AVE,    ,C2022143485,0141370720100,0141370720100,N,ELEC,0024,FREE STANDING SERVICE                                       ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-06-29 00:00:00+00:00,20220708,00000000,00000000,00000000,C,F,1421,03,0011,          EST      ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041     T  23364         ,00000004000,P,0.0,20220708,EC0002419       ,FINE LINE ELECTRIC INC                                      ,{849BD3D0-601C-4E24-BF47-83C159B41C6C},POINT (-80.19568075599994 25.779395916000055),0,Greater Downtown Miami,
246618,2020074937.0,101 W FLAGER ST              ,101 W FLAGLER ST,    ,C2020166837,0141370270010,0141370270010,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-09-24 00:00:00+00:00,20220418,00000000,00000000,00000000,C,F,1822,12,0047,SHELL BUILDING     ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000000,P,2020040698.0,20220418,EC13002165      ,G & R ELECTRIC CORP                                         ,{574DB51C-17E6-4B57-BC5D-51C9602CCD86},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
249570,2019080570.0,550 NW 1 AVE                 ,550 NW 1ST AVE,200 ,C2019226419,0141370720100,0141370720100,N,FIRE,0032,FIRE SPRINKLERS                                             ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2019-09-13 00:00:00+00:00,20200327,00000000,00000000,00000000,C,E,1822,22,0047,FIRE SPRINKLERS    ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041     T  23364         ,00000000000,P,2019068877.0,20200327,14107800012009  ,HORIZON FIRE SPRINKLERS INC                                 ,{2E360CD0-7C60-49FD-B490-14ECE5F8300C},POINT (-80.19568075599994 25.779395916000055),0,Greater Downtown Miami,
251400,2020034165.0,700 NW 1 AVE                 ,700 NW 1ST AVE,11FL,C2020077200,0141370720120,0141370720120,N,ELEC,0026,TEMP SERVICE TEST & REPAIR                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-03-02 00:00:00+00:00,20200323,00000000,00000000,00000000,C,F,1421,26,0013,TEMP FOR TEST      ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2020004600.0,20200323,EC0002170       ,FISK ELECTRIC COMPANY                                       ,{0CC7DDA8-14D1-428E-8C68-1D187DC041D1},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
251565,2022042519.0,150 NW 6 ST                  ,550 NW 1ST AVE,    ,C2022080085,0141370720100,0141370720100,N,ELEC,0004,FIRE ALARM SPECLT                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-04-08 00:00:00+00:00,20220615,00000000,00000000,00000000,C,F,1734,22,0011,REMODEL FIRE ALARM ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041     T  23364         ,00000000000,P,2022034002.0,20220615,EF0000857       ,GENSET FIRE AND SECURITY LLC                                ,{291948C6-7578-4FC0-80F6-396F52AB1536},POINT (-80.19568075599994 25.779395916000055),0,Greater Downtown Miami,
251880,2021033418.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2021072676,0141370230020,0141370230020,N,ELEC,0001,ELECTRICAL                                                  ,0006,MASTER TV ANTENNA                                           ,0032,DATA COMMUNICATION CABLES                                   ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-03-08 00:00:00+00:00,20210917,00000000,00000000,00000000,C,F,1822,03,0047,UP21330695CE RENOV ,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000000,P,2021032971.0,20210917,08E000144       ,MIAMI DADE COUNTY GENERAL SERVICES ADMINISTRATION           ,{39BD31A4-EC28-4E5D-A6A8-70597831C0B7},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
252171,2021044793.0,700 NW 1 AVE                 ,700 NW 1ST AVE,    ,C2021097017,0141370720120,0141370720120,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-04-22 00:00:00+00:00,20210723,00000000,00000000,00000000,C,F,1421,22,0013,INT BUILD OUT/9TH  ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2021043235.0,20210723,EC0002170       ,FISK ELECTRIC COMPANY                                       ,{56A1913A-5430-4611-8C77-267EC8DD66F7},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
253155,2021001857.0,700 NW 1 AVE                 ,700 NW 1ST AVE,1400,C2021003259,0141370720120,0141370720120,N,ELEC,0001,ELECTRICAL                                                  ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-10-08 00:00:00+00:00,20210111,00000000,00000000,00000000,C,F,1421,22,0081,FITOUT 14TH FLOOR  ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2019010089.0,20210111,EC0002170       ,FISK ELECTRIC COMPANY                                       ,{233804EF-44D4-40F5-ADEC-4223710D6B08},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
253197,2021001456.0,700 NW 1 AVE                 ,700 NW 1ST AVE,1400,C2020170423,0141370720120,0141370720120,N,FIRE,0032,FIRE SPRINKLERS                                             ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2020-10-07 00:00:00+00:00,20201230,00000000,00000000,00000000,C,F,1421,22,0081,FITOUT 14TH FLOOR  ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041   T 23364             ,00000000000,P,2019010089.0,20201230,20920400012011  ,SUMMERS FIRE SPRINKLERS INC                                 ,{73F27162-8B90-4FD3-8D2F-28CA05F9477D},POINT (-80.19591344899999 25.780609127000048),0,Greater Downtown Miami,
254322,2021077425.0,111 NW 1 ST                  ,111 NW 1ST ST,    ,C2021130595,0141370230020,0141370230020,N,ELEC,0004,FIRE ALARM SPECLT                                           ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2021-09-03 00:00:00+00:00,20210922,00000000,00000000,00000000,C,F,1822,03,0047,FIRE ALARM         ,DOWNTOWN GOVERNMENT CENTER       ,PB 117-83                        ,00000001000,P,0.0,20210922,EF20001045      ,METRO DADE SECURITY SYSTEM INC                              ,{A05C1A25-657F-40FE-AD51-2724DB3FE705},POINT (-80.19667055499997 25.775604522000037),0,Greater Downtown Miami,
255222,2022040682.0,150 NW 6 ST                  ,550 NW 1ST AVE,    ,C2022090031,0141370720100,0141370720100,N,PLUM,0001,PLUMBING                                                    ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-04-01 00:00:00+00:00,20220609,00000000,00000000,00000000,C,F,1734,22,0011,ALT INT            ,FLAGLER GRAN CENTRAL STATION     ,PB  170-041     T  23364         ,00000000000,P,2022034002.0,20220609,CFC057845       ,PINNACLE PLUMBING INC                                       ,{36FDA4BA-B056-4EAC-A4E8-5C272A8466EC},POINT (-80.19568075599994 25.779395916000055),0,Greater Downtown Miami,
256561,2022039033.0,20 NW 1 AVE                  ,101 W FLAGLER ST,    ,C2022086502,0141370270010,0141370270010,N,ELEC,0014,TEMP SERV FOR CONSTR                                        ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-03-25 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1822,26,0047,25 STORY COURTHOUSE,DOWNTOWN GOVT CENTER 1ST ADDN    ,PB 127-16                        ,00000000000,P,2021055864.0,00000000,EC0002170       ,FISK ELECTRIC COMPANY                                       ,{ADCDACF4-C117-4ED2-85B3-E1C8409DE0B6},POINT (-80.19717983399994 25.77436160700006),0,Greater Downtown Miami,
257459,1992022155.0,300 NE 2 AVE                 ,300 NE 2ND AVE,    ,C1992030632,0101080401010,0101080401010,N,MECH,0006,ELEVATOR INSTALL                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,1991-12-20 00:00:00+00:00,00000000,00000000,00000000,00000000,C,E,1622,03,0041,                   ,            3.30 AC M/L          ,COLLEGE SQUARE SUBDIVISION NO 1  ,00000000000,P,0.0,00000000,000012641       ,SCHINDLER ELEVATOR CORPORATION                              ,{B00EC6A1-BD0C-409F-A16F-71FAC0196642},POINT (-80.19062722499996 25.77747646800003),0,Greater Downtown Miami,
257479,2022050859.0,195 NW 2 ST                  ,104 NW 1ST AVE,    ,C2022110078,0141370770010,0141370720010,,ZIPS,0010,"CHAIN LINK, RESIDENTIAL, NOT FOR SWIMMING POOL BARRIER      ",0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,0000,                                                            ,2022-05-16 00:00:00+00:00,20220526,00000000,00000000,00000000,C,F,2202,04,0081,TEMP FENCE         ,FLAGLER GRAN CENTRAL STATION     ,PB 170-041                       ,00000000000,P,0.0,20220526,CGC1525274      ,CAVOSSA BRUCE L                                             ,{0E6A6940-6EC1-4A2C-A287-082AB3B73C27},POINT (-80.19558742499999 25.775574963000054),0,Greater Downtown Miami,
