,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price,ppsqft
3781,South Jamaica,Queens,23/Q4,Single-Family Home,Residential,"$623,150",,,1,,"$623,150",,,
3782,South Jamaica,Queens,24/Q4,Multi-Family Dwelling,Residential,"$14,029,769","$868,011","$876,861",16,,"$14,029,769","$876,861","$868,011",
3783,South Jamaica,Queens,24/Q4,Single-Family Home,Residential,"$9,172,378","$615,000","$611,492",15,,"$9,172,378","$611,492","$615,000",
3784,South Jamaica,Queens,25/Q4,Multi-Family Dwelling,Residential,"$65,462,262","$879,750","$861,346",76,,"$65,462,262","$861,346","$879,750",
3785,South Jamaica,Queens,25/Q4,Single-Family Home,Residential,"$43,921,296","$649,642","$645,901",68,,"$43,921,296","$645,901","$649,642",
3786,South Ozone Park,Queens,25/Q1,Multi-Family Dwelling,Residential,"$20,502,221","$843,000","$891,401",23,,"$20,502,221","$891,401","$843,000",
3787,South Ozone Park,Queens,25/Q1,Single-Family Home,Residential,"$14,696,407","$710,000","$734,820",20,,"$14,696,407","$734,820","$710,000",
3788,South Ozone Park,Queens,26/Q1,Multi-Family Dwelling,Residential,"$10,367,800","$920,000","$942,527",11,,"$10,367,800","$942,527","$920,000",
3789,South Ozone Park,Queens,26/Q1,Single-Family Home,Residential,"$12,775,583","$655,000","$608,361",21,,"$12,775,583","$608,361","$655,000",
3790,South Ozone Park,Queens,25/Q2,Multi-Family Dwelling,Residential,"$21,163,798","$977,500","$961,991",22,,"$21,163,798","$961,991","$977,500",
3791,South Ozone Park,Queens,25/Q2,Single-Family Home,Residential,"$10,098,330","$788,500","$721,309",14,,"$10,098,330","$721,309","$788,500",
3792,South Ozone Park,Queens,24/Q3,Single-Family Home,Residential,"$635,000",,,1,,"$635,000",,,
3793,South Ozone Park,Queens,25/Q3,Multi-Family Dwelling,Residential,"$18,038,029","$862,264","$901,901",20,,"$18,038,029","$901,901","$862,264",
3794,South Ozone Park,Queens,25/Q3,Single-Family Home,Residential,"$14,957,585","$672,500","$679,890",22,,"$14,957,585","$679,890","$672,500",
3795,South Ozone Park,Queens,24/Q4,Multi-Family Dwelling,Residential,"$3,585,187","$558,000","$717,037",5,,"$3,585,187","$717,037","$558,000",
3796,South Ozone Park,Queens,24/Q4,Single-Family Home,Residential,"$5,893,301","$623,301","$654,811",9,,"$5,893,301","$654,811","$623,301",
3797,South Ozone Park,Queens,25/Q4,Multi-Family Dwelling,Residential,"$18,402,893","$900,000","$968,573",19,,"$18,402,893","$968,573","$900,000",
3798,South Ozone Park,Queens,25/Q4,Single-Family Home,Residential,"$25,864,896","$731,479","$760,732",34,,"$25,864,896","$760,732","$731,479",
3799,South Richmond Hill,Queens,25/Q1,Multi-Family Dwelling,Residential,"$20,341,214","$865,000","$813,649",25,,"$20,341,214","$813,649","$865,000",
3800,South Richmond Hill,Queens,25/Q1,Single-Family Home,Residential,"$8,815,889","$725,000","$678,145",13,,"$8,815,889","$678,145","$725,000",
3801,South Richmond Hill,Queens,26/Q1,Multi-Family Dwelling,Residential,"$13,336,613","$832,500","$833,538",16,,"$13,336,613","$833,538","$832,500",
3802,South Richmond Hill,Queens,26/Q1,Single-Family Home,Residential,"$13,877,438","$738,725","$693,872",20,,"$13,877,438","$693,872","$738,725",
3803,South Richmond Hill,Queens,24/Q2,Multi-Family Dwelling,Residential,"$805,000",,,1,,"$805,000",,,
3804,South Richmond Hill,Queens,25/Q2,Multi-Family Dwelling,Residential,"$12,048,566","$827,500","$753,035",16,,"$12,048,566","$753,035","$827,500",
3805,South Richmond Hill,Queens,25/Q2,Single-Family Home,Residential,"$14,549,701","$707,000","$692,843",21,,"$14,549,701","$692,843","$707,000",
3806,South Richmond Hill,Queens,24/Q3,Multi-Family Dwelling,Residential,"$308,750",,,1,,"$308,750",,,
3807,South Richmond Hill,Queens,25/Q3,Condo,Residential,"$375,000",,,1,,"$375,000",,,
3808,South Richmond Hill,Queens,25/Q3,Multi-Family Dwelling,Residential,"$25,373,103","$907,000","$939,745",27,,"$25,373,103","$939,745","$907,000",
3809,South Richmond Hill,Queens,25/Q3,Single-Family Home,Residential,"$15,311,645","$730,816","$695,984",22,,"$15,311,645","$695,984","$730,816",
3810,South Richmond Hill,Queens,24/Q4,Multi-Family Dwelling,Residential,"$6,266,092","$625,000","$626,609",10,,"$6,266,092","$626,609","$625,000",
3811,South Richmond Hill,Queens,24/Q4,Single-Family Home,Residential,"$4,515,000","$690,000","$645,000",7,,"$4,515,000","$645,000","$690,000",
3812,South Richmond Hill,Queens,25/Q4,Multi-Family Dwelling,Residential,"$18,668,000","$874,000","$848,545",22,,"$18,668,000","$848,545","$874,000",
3813,South Richmond Hill,Queens,25/Q4,Single-Family Home,Residential,"$19,196,309","$680,000","$685,582",28,,"$19,196,309","$685,582","$680,000",
3814,South Williamsburg,Brooklyn,25/Q1,Co-op,Residential,"$3,389,900",,,4,,"$3,389,900",,,
3815,South Williamsburg,Brooklyn,25/Q1,Condo,Residential,"$93,489,648","$2,155,000","$2,174,178",43,,"$93,489,648","$2,174,178","$2,155,000",
3816,South Williamsburg,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$6,849,999",,,3,,"$6,849,999",,,
3817,South Williamsburg,Brooklyn,26/Q1,Co-op,Residential,"$2,895,333","$595,000","$579,067",5,,"$2,895,333","$579,067","$595,000",
3818,South Williamsburg,Brooklyn,26/Q1,Condo,Residential,"$68,129,748","$2,095,000","$2,197,734",31,,"$68,129,748","$2,197,734","$2,095,000",
3819,South Williamsburg,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$2,275,026",,,1,,"$2,275,026",,,
3820,South Williamsburg,Brooklyn,24/Q2,Co-op,Residential,"$815,000",,,1,,"$815,000",,,
3821,South Williamsburg,Brooklyn,25/Q2,Co-op,Residential,"$885,000",,,1,,"$885,000",,,
3822,South Williamsburg,Brooklyn,25/Q2,Condo,Residential,"$98,191,292","$1,872,500","$1,963,826",50,,"$98,191,292","$1,963,826","$1,872,500",
3823,South Williamsburg,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$1,999,999",,,1,,"$1,999,999",,,
3824,South Williamsburg,Brooklyn,25/Q2,Single-Family Home,Residential,"$5,716,200",,,1,,"$5,716,200",,,
3825,South Williamsburg,Brooklyn,25/Q3,Co-op,Residential,"$2,776,500","$438,750","$462,750",6,,"$2,776,500","$462,750","$438,750",
3826,South Williamsburg,Brooklyn,25/Q3,Condo,Residential,"$159,373,745","$1,405,000","$1,770,819",90,,"$159,373,745","$1,770,819","$1,405,000",
3827,South Williamsburg,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$6,735,000",,,2,,"$6,735,000",,,
3828,South Williamsburg,Brooklyn,24/Q4,Condo,Residential,"$15,713,003","$1,625,000","$1,745,889",9,,"$15,713,003","$1,745,889","$1,625,000",
3829,South Williamsburg,Brooklyn,24/Q4,Multi-Family Dwelling,Residential,"$3,150,000",,,1,,"$3,150,000",,,
3830,South Williamsburg,Brooklyn,25/Q4,Co-op,Residential,"$6,979,500","$545,000","$775,500",9,,"$6,979,500","$775,500","$545,000",
3831,South Williamsburg,Brooklyn,25/Q4,Condo,Residential,"$93,670,581","$1,990,000","$2,081,568",45,,"$93,670,581","$2,081,568","$1,990,000",
3832,South Williamsburg,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$8,975,000",,,3,,"$8,975,000",,,
3833,South Williamsburg,Brooklyn,25/Q4,Single-Family Home,Residential,"$8,500,000",,,1,,"$8,500,000",,,
3834,Springfield Gardens,Queens,06/Q1,Single-Family Home,Residential,"$935,000",,,1,,"$935,000",,,
3835,Springfield Gardens,Queens,24/Q1,Single-Family Home,Residential,"$720,000",,,1,,"$720,000",,,
3836,Springfield Gardens,Queens,25/Q1,Multi-Family Dwelling,Residential,"$16,841,881","$932,000","$935,660",18,,"$16,841,881","$935,660","$932,000",
3837,Springfield Gardens,Queens,25/Q1,Single-Family Home,Residential,"$16,039,980","$655,000","$668,333",24,,"$16,039,980","$668,333","$655,000",
3838,Springfield Gardens,Queens,26/Q1,Multi-Family Dwelling,Residential,"$23,889,723","$802,500","$853,204",28,,"$23,889,723","$853,204","$802,500",
3839,Springfield Gardens,Queens,26/Q1,Single-Family Home,Residential,"$9,658,236","$620,000","$603,640",16,,"$9,658,236","$603,640","$620,000",
3840,Springfield Gardens,Queens,25/Q2,Multi-Family Dwelling,Residential,"$29,851,673","$855,286","$904,596",33,,"$29,851,673","$904,596","$855,286",
3841,Springfield Gardens,Queens,25/Q2,Single-Family Home,Residential,"$22,198,950","$665,000","$672,695",33,,"$22,198,950","$672,695","$665,000",
3842,Springfield Gardens,Queens,25/Q3,Multi-Family Dwelling,Residential,"$17,145,564","$810,781","$902,398",19,,"$17,145,564","$902,398","$810,781",
3843,Springfield Gardens,Queens,25/Q3,Single-Family Home,Residential,"$23,436,142","$680,000","$710,186",33,,"$23,436,142","$710,186","$680,000",
3844,Springfield Gardens,Queens,24/Q4,Multi-Family Dwelling,Residential,"$5,226,800","$869,650","$871,133",6,,"$5,226,800","$871,133","$869,650",
3845,Springfield Gardens,Queens,24/Q4,Single-Family Home,Residential,"$4,602,189","$569,220","$575,274",8,,"$4,602,189","$575,274","$569,220",
3846,Springfield Gardens,Queens,25/Q4,Condo,Residential,"$300,000",,,1,,"$300,000",,,
3847,Springfield Gardens,Queens,25/Q4,Multi-Family Dwelling,Residential,"$23,110,093","$898,500","$825,360",28,,"$23,110,093","$825,360","$898,500",
3848,Springfield Gardens,Queens,25/Q4,Single-Family Home,Residential,"$23,786,360","$660,000","$699,599",34,,"$23,786,360","$699,599","$660,000",
3849,Spuyten Duyvil,Bronx,22/Q1,Condo,Residential,"$1,000,000",,,1,,"$1,000,000",,,
3850,Spuyten Duyvil,Bronx,24/Q1,Condo,Residential,"$500,000",,,1,,"$500,000",,,
3851,Spuyten Duyvil,Bronx,25/Q1,Co-op,Residential,"$11,843,200","$372,250","$422,971",28,,"$11,843,200","$422,971","$372,250",
3852,Spuyten Duyvil,Bronx,25/Q1,Condo,Residential,"$742,000",,,2,,"$742,000",,,
3853,Spuyten Duyvil,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$1,386,000",,,2,,"$1,386,000",,,
3854,Spuyten Duyvil,Bronx,25/Q1,Single-Family Home,Residential,"$1,535,000",,,1,,"$1,535,000",,,
3855,Spuyten Duyvil,Bronx,26/Q1,Co-op,Residential,"$8,324,245","$365,000","$396,393",21,,"$8,324,245","$396,393","$365,000",
3856,Spuyten Duyvil,Bronx,26/Q1,Condo,Residential,"$977,000",,,2,,"$977,000",,,
3857,Spuyten Duyvil,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$1,690,000",,,1,,"$1,690,000",,,
3858,Spuyten Duyvil,Bronx,26/Q1,Single-Family Home,Residential,"$2,602,500",,,2,,"$2,602,500",,,
3859,Spuyten Duyvil,Bronx,25/Q2,Co-op,Residential,"$15,053,864","$354,000","$406,861",37,,"$15,053,864","$406,861","$354,000",
3860,Spuyten Duyvil,Bronx,25/Q2,Condo,Residential,"$3,993,000",,,4,,"$3,993,000",,,
3861,Spuyten Duyvil,Bronx,25/Q2,Single-Family Home,Residential,"$3,850,000",,,3,,"$3,850,000",,,
3862,Spuyten Duyvil,Bronx,25/Q3,Co-op,Residential,"$8,939,050","$352,500","$406,320",22,,"$8,939,050","$406,320","$352,500",
3863,Spuyten Duyvil,Bronx,25/Q3,Condo,Residential,"$4,499,900","$649,900","$642,843",7,,"$4,499,900","$642,843","$649,900",
3864,Spuyten Duyvil,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$3,583,000",,,3,,"$3,583,000",,,
3865,Spuyten Duyvil,Bronx,25/Q3,Single-Family Home,Residential,"$4,535,000",,,3,,"$4,535,000",,,
3866,Spuyten Duyvil,Bronx,24/Q4,Co-op,Residential,"$3,698,140","$430,750","$462,268",8,,"$3,698,140","$462,268","$430,750",
3867,Spuyten Duyvil,Bronx,25/Q4,Co-op,Residential,"$16,055,637","$410,000","$445,990",36,,"$16,055,637","$445,990","$410,000",
3868,Spuyten Duyvil,Bronx,25/Q4,Condo,Residential,"$995,000",,,1,,"$995,000",,,
3869,Spuyten Duyvil,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$1,380,000",,,1,,"$1,380,000",,,
3870,Spuyten Duyvil,Bronx,25/Q4,Single-Family Home,Residential,"$1,325,000",,,1,,"$1,325,000",,,
3871,St. Albans,Queens,24/Q1,Single-Family Home,Residential,"$649,000",,,1,,"$649,000",,,
3872,St. Albans,Queens,25/Q1,Multi-Family Dwelling,Residential,"$30,510,010","$795,000","$782,308",39,,"$30,510,010","$782,308","$795,000",
3873,St. Albans,Queens,25/Q1,Single-Family Home,Residential,"$36,448,075","$641,250","$650,858",56,,"$36,448,075","$650,858","$641,250",
3874,St. Albans,Queens,26/Q1,Multi-Family Dwelling,Residential,"$32,327,121","$792,500","$808,178",40,,"$32,327,121","$808,178","$792,500",
3875,St. Albans,Queens,26/Q1,Single-Family Home,Residential,"$32,722,690","$735,000","$727,171",45,,"$32,722,690","$727,171","$735,000",
3876,St. Albans,Queens,22/Q2,Single-Family Home,Residential,"$850,000",,,1,,"$850,000",,,
3877,St. Albans,Queens,25/Q2,Multi-Family Dwelling,Residential,"$38,698,639","$781,163","$841,275",46,,"$38,698,639","$841,275","$781,163",
3878,St. Albans,Queens,25/Q2,Single-Family Home,Residential,"$49,906,482","$672,500","$674,412",74,,"$49,906,482","$674,412","$672,500",
3879,St. Albans,Queens,24/Q3,Single-Family Home,Residential,"$870,000",,,2,,"$870,000",,,
3880,St. Albans,Queens,25/Q3,Multi-Family Dwelling,Residential,"$27,582,168","$750,000","$766,171",36,,"$27,582,168","$766,171","$750,000",
3881,St. Albans,Queens,25/Q3,Single-Family Home,Residential,"$46,170,057","$720,000","$699,546",66,,"$46,170,057","$699,546","$720,000",
3882,St. Albans,Queens,24/Q4,Multi-Family Dwelling,Residential,"$10,579,442","$815,135","$813,803",13,,"$10,579,442","$813,803","$815,135",
3883,St. Albans,Queens,24/Q4,Single-Family Home,Residential,"$15,255,949","$677,500","$693,452",22,,"$15,255,949","$693,452","$677,500",
3884,St. Albans,Queens,25/Q4,Multi-Family Dwelling,Residential,"$26,492,964","$742,500","$779,205",34,,"$26,492,964","$779,205","$742,500",
3885,St. Albans,Queens,25/Q4,Single-Family Home,Residential,"$43,885,924","$721,000","$685,718",64,,"$43,885,924","$685,718","$721,000",
3886,St. George,Staten Island,25/Q1,Co-op,Residential,"$265,000",,,1,,"$265,000",,,
3887,St. George,Staten Island,25/Q1,Condo,Residential,"$3,789,500","$450,000","$541,357",7,,"$3,789,500","$541,357","$450,000",
3888,St. George,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$5,703,350","$726,000","$712,919",8,,"$5,703,350","$712,919","$726,000",
3889,St. George,Staten Island,25/Q1,Single-Family Home,Residential,"$1,775,275",,,3,,"$1,775,275",,,
3890,St. George,Staten Island,26/Q1,Co-op,Residential,"$1,620,000",,,3,,"$1,620,000",,,
3891,St. George,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$4,585,000","$780,000","$764,167",6,,"$4,585,000","$764,167","$780,000",
3892,St. George,Staten Island,26/Q1,Single-Family Home,Residential,"$695,000",,,1,,"$695,000",,,
3893,St. George,Staten Island,24/Q2,Multi-Family Dwelling,Residential,"$512,196",,,1,,"$512,196",,,
3894,St. George,Staten Island,25/Q2,Co-op,Residential,"$805,000",,,2,,"$805,000",,,
3895,St. George,Staten Island,25/Q2,Condo,Residential,"$2,397,388",,,4,,"$2,397,388",,,
3896,St. George,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$5,005,000","$645,000","$625,625",8,,"$5,005,000","$625,625","$645,000",
3897,St. George,Staten Island,25/Q2,Single-Family Home,Residential,"$475,000",,,1,,"$475,000",,,
3898,St. George,Staten Island,25/Q3,Co-op,Residential,"$1,687,000","$368,000","$337,400",5,,"$1,687,000","$337,400","$368,000",
3899,St. George,Staten Island,25/Q3,Condo,Residential,"$2,580,000",,,4,,"$2,580,000",,,
3900,St. George,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$7,403,590","$550,000","$569,507",13,,"$7,403,590","$569,507","$550,000",
3901,St. George,Staten Island,25/Q3,Single-Family Home,Residential,"$616,041",,,1,,"$616,041",,,
3902,St. George,Staten Island,24/Q4,Co-op,Residential,"$750,000",,,2,,"$750,000",,,
3903,St. George,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$3,150,000","$550,000","$630,000",5,,"$3,150,000","$630,000","$550,000",
3904,St. George,Staten Island,25/Q4,Condo,Residential,"$1,519,000",,,2,,"$1,519,000",,,
3905,St. George,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$3,133,850","$595,000","$626,770",5,,"$3,133,850","$626,770","$595,000",
3906,St. George,Staten Island,25/Q4,Single-Family Home,Residential,"$978,410",,,2,,"$978,410",,,
3907,Stapleton,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$650,000",,,1,,"$650,000",,,
3908,Stapleton,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$1,249,000",,,3,,"$1,249,000",,,
3909,Stapleton,Staten Island,26/Q1,Single-Family Home,Residential,"$405,000",,,1,,"$405,000",,,
3910,Stapleton,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$2,539,000",,,4,,"$2,539,000",,,
3911,Stapleton,Staten Island,25/Q2,Single-Family Home,Residential,"$436,000",,,1,,"$436,000",,,
3912,Stapleton,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$1,324,800",,,2,,"$1,324,800",,,
3913,Stapleton,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$875,000",,,1,,"$875,000",,,
3914,Stapleton,Staten Island,24/Q4,Single-Family Home,Residential,"$500,000",,,1,,"$500,000",,,
3915,Stapleton,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$590,000",,,1,,"$590,000",,,
3916,Stapleton,Staten Island,25/Q4,Single-Family Home,Residential,"$1,254,000",,,3,,"$1,254,000",,,
3917,Stuyvesant Heights,Brooklyn,25/Q1,Co-op,Residential,"$693,000",,,1,,"$693,000",,,
3918,Stuyvesant Heights,Brooklyn,25/Q1,Condo,Residential,"$34,908,947","$1,140,513","$1,090,905",32,,"$34,908,947","$1,090,905","$1,140,513",
3919,Stuyvesant Heights,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$55,059,530","$1,287,500","$1,529,431",36,,"$55,059,530","$1,529,431","$1,287,500",
3920,Stuyvesant Heights,Brooklyn,25/Q1,Single-Family Home,Residential,"$12,986,000","$1,612,000","$1,855,143",7,,"$12,986,000","$1,855,143","$1,612,000",
3921,Stuyvesant Heights,Brooklyn,26/Q1,Co-op,Residential,"$3,555,591","$397,436","$395,066",9,,"$3,555,591","$395,066","$397,436",
3922,Stuyvesant Heights,Brooklyn,26/Q1,Condo,Residential,"$6,057,500","$665,000","$865,357",7,,"$6,057,500","$865,357","$665,000",
3923,Stuyvesant Heights,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$59,232,946","$1,587,500","$1,645,360",36,,"$59,232,946","$1,645,360","$1,587,500",
3924,Stuyvesant Heights,Brooklyn,26/Q1,Single-Family Home,Residential,"$15,975,000","$1,840,000","$1,775,000",9,,"$15,975,000","$1,775,000","$1,840,000",
3925,Stuyvesant Heights,Brooklyn,24/Q2,Condo,Residential,"$625,000",,,1,,"$625,000",,,
3926,Stuyvesant Heights,Brooklyn,25/Q2,Condo,Residential,"$25,876,308","$960,000","$1,035,052",25,,"$25,876,308","$1,035,052","$960,000",
3927,Stuyvesant Heights,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$96,490,696","$1,683,925","$1,786,865",54,,"$96,490,696","$1,786,865","$1,683,925",
3928,Stuyvesant Heights,Brooklyn,25/Q2,Single-Family Home,Residential,"$13,381,999","$1,077,500","$1,338,200",10,,"$13,381,999","$1,338,200","$1,077,500",
3929,Stuyvesant Heights,Brooklyn,25/Q3,Co-op,Residential,"$1,330,000",,,2,,"$1,330,000",,,
3930,Stuyvesant Heights,Brooklyn,25/Q3,Condo,Residential,"$16,512,017","$752,500","$917,334",18,,"$16,512,017","$917,334","$752,500",
3931,Stuyvesant Heights,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$82,516,560","$1,630,000","$1,719,095",48,,"$82,516,560","$1,719,095","$1,630,000",
3932,Stuyvesant Heights,Brooklyn,25/Q3,Single-Family Home,Residential,"$14,535,000","$1,297,500","$1,453,500",10,,"$14,535,000","$1,453,500","$1,297,500",
3933,Stuyvesant Heights,Brooklyn,24/Q4,Condo,Residential,"$1,212,500",,,1,,"$1,212,500",,,
3934,Stuyvesant Heights,Brooklyn,24/Q4,Multi-Family Dwelling,Residential,"$17,050,001","$1,450,000","$1,550,000",11,,"$17,050,001","$1,550,000","$1,450,000",
3935,Stuyvesant Heights,Brooklyn,24/Q4,Single-Family Home,Residential,"$2,900,000",,,1,,"$2,900,000",,,
3936,Stuyvesant Heights,Brooklyn,25/Q4,Condo,Residential,"$18,874,503","$611,975","$725,942",26,,"$18,874,503","$725,942","$611,975",
3937,Stuyvesant Heights,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$52,574,952","$1,768,696","$1,695,966",31,,"$52,574,952","$1,695,966","$1,768,696",
3938,Stuyvesant Heights,Brooklyn,25/Q4,Single-Family Home,Residential,"$17,718,500","$1,200,000","$1,362,962",13,,"$17,718,500","$1,362,962","$1,200,000",
3939,Sunnyside,Brooklyn,26/Q1,Condo,Residential,"$1,295,000",,,1,,"$1,295,000",,,
3940,Sunnyside,Brooklyn,25/Q3,Condo,Residential,"$1,999,999",,,1,,"$1,999,999",,,
3941,Sunnyside,Brooklyn,25/Q4,Condo,Residential,"$1,675,000",,,1,,"$1,675,000",,,
3942,Sunnyside,Queens,25/Q1,Co-op,Residential,"$11,270,494","$410,000","$417,426",27,2572.1666666666665,"$11,270,494","$417,426","$410,000",
3943,Sunnyside,Queens,25/Q1,Condo,Residential,"$1,560,353",,,2,,"$1,560,353",,,
3944,Sunnyside,Queens,25/Q1,Multi-Family Dwelling,Residential,"$8,260,940","$1,435,000","$1,376,823",6,2572.1666666666665,"$8,260,940","$1,376,823","$1,435,000",
3945,Sunnyside,Queens,25/Q1,Single-Family Home,Residential,"$1,100,000",,,1,,"$1,100,000",,,
3946,Sunnyside,Queens,26/Q1,Co-op,Residential,"$8,396,420","$370,000","$419,821",20,2783.3333333333335,"$8,396,420","$419,821","$370,000",
3947,Sunnyside,Queens,26/Q1,Condo,Residential,"$8,379,513","$885,256","$837,951",10,2783.3333333333335,"$8,379,513","$837,951","$885,256",
3948,Sunnyside,Queens,26/Q1,Multi-Family Dwelling,Residential,"$7,580,000",,,3,,"$7,580,000",,,
3949,Sunnyside,Queens,26/Q1,Single-Family Home,Residential,"$775,000",,,1,,"$775,000",,,
3950,Sunnyside,Queens,24/Q2,Co-op,Residential,"$310,000",,,1,,"$310,000",,,
3951,Sunnyside,Queens,25/Q2,Co-op,Residential,"$10,889,451","$417,000","$435,578",25,2570.8333333333335,"$10,889,451","$435,578","$417,000",
3952,Sunnyside,Queens,25/Q2,Multi-Family Dwelling,Residential,"$14,065,000","$1,552,500","$1,406,500",10,2570.8333333333335,"$14,065,000","$1,406,500","$1,552,500",
3953,Sunnyside,Queens,25/Q2,Single-Family Home,Residential,"$2,906,000",,,2,,"$2,906,000",,,
3954,Sunnyside,Queens,25/Q3,Co-op,Residential,"$13,809,000","$405,000","$406,147",34,2780.8333333333335,"$13,809,000","$406,147","$405,000",
3955,Sunnyside,Queens,25/Q3,Condo,Residential,"$9,062,658","$643,523","$755,221",12,2780.8333333333335,"$9,062,658","$755,221","$643,523",
3956,Sunnyside,Queens,25/Q3,Multi-Family Dwelling,Residential,"$16,915,500","$1,480,500","$1,409,625",12,2780.8333333333335,"$16,915,500","$1,409,625","$1,480,500",
3957,Sunnyside,Queens,25/Q3,Single-Family Home,Residential,"$5,087,550",,,4,,"$5,087,550",,,
3958,Sunnyside,Queens,24/Q4,Co-op,Residential,"$912,000",,,2,,"$912,000",,,
3959,Sunnyside,Queens,24/Q4,Condo,Residential,"$488,000",,,1,,"$488,000",,,
3960,Sunnyside,Queens,24/Q4,Multi-Family Dwelling,Residential,"$1,668,000",,,2,,"$1,668,000",,,
3961,Sunnyside,Queens,24/Q4,Single-Family Home,Residential,"$1,275,000",,,1,,"$1,275,000",,,
3962,Sunnyside,Queens,25/Q4,Co-op,Residential,"$8,208,722","$405,000","$432,038",19,2888.3333333333335,"$8,208,722","$432,038","$405,000",
3963,Sunnyside,Queens,25/Q4,Condo,Residential,"$4,285,056","$550,000","$612,151",7,2888.3333333333335,"$4,285,056","$612,151","$550,000",
3964,Sunnyside,Queens,25/Q4,Multi-Family Dwelling,Residential,"$11,430,000","$1,300,000","$1,270,000",9,2888.3333333333335,"$11,430,000","$1,270,000","$1,300,000",
3965,Sunnyside,Queens,25/Q4,Single-Family Home,Residential,"$4,684,667","$995,000","$936,933",5,2888.3333333333335,"$4,684,667","$936,933","$995,000",
3966,"Sunnyside, SI",Staten Island,25/Q1,Condo,Residential,"$609,000",,,2,,"$609,000",,,
3967,"Sunnyside, SI",Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$5,751,163","$737,450","$718,895",8,,"$5,751,163","$718,895","$737,450",
3968,"Sunnyside, SI",Staten Island,25/Q1,Single-Family Home,Residential,"$3,345,168",,,3,,"$3,345,168",,,
3969,"Sunnyside, SI",Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$1,795,000",,,2,,"$1,795,000",,,
3970,"Sunnyside, SI",Staten Island,26/Q1,Single-Family Home,Residential,"$1,130,000",,,1,,"$1,130,000",,,
3971,"Sunnyside, SI",Staten Island,24/Q2,Multi-Family Dwelling,Residential,"$885,000",,,1,,"$885,000",,,
3972,"Sunnyside, SI",Staten Island,25/Q2,Condo,Residential,"$714,000",,,2,,"$714,000",,,
3973,"Sunnyside, SI",Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$4,445,038","$735,000","$740,840",6,,"$4,445,038","$740,840","$735,000",
3974,"Sunnyside, SI",Staten Island,25/Q2,Single-Family Home,Residential,"$3,820,698","$729,988","$764,140",5,,"$3,820,698","$764,140","$729,988",
3975,"Sunnyside, SI",Staten Island,25/Q3,Condo,Residential,"$782,000",,,2,,"$782,000",,,
3976,"Sunnyside, SI",Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$5,315,000","$840,000","$885,833",6,,"$5,315,000","$885,833","$840,000",
3977,"Sunnyside, SI",Staten Island,25/Q3,Single-Family Home,Residential,"$1,200,000",,,1,,"$1,200,000",,,
3978,"Sunnyside, SI",Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$2,180,000",,,2,,"$2,180,000",,,
3979,"Sunnyside, SI",Staten Island,24/Q4,Single-Family Home,Residential,"$775,000",,,1,,"$775,000",,,
3980,"Sunnyside, SI",Staten Island,25/Q4,Condo,Residential,"$350,000",,,1,,"$350,000",,,
3981,"Sunnyside, SI",Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$7,146,705","$837,000","$893,338",8,,"$7,146,705","$893,338","$837,000",
3982,"Sunnyside, SI",Staten Island,25/Q4,Single-Family Home,Residential,"$1,670,000",,,3,,"$1,670,000",,,
3983,Sunset Park,Brooklyn,25/Q1,Co-op,Residential,"$1,979,000",,,4,,"$1,979,000",,,
3984,Sunset Park,Brooklyn,25/Q1,Condo,Residential,"$13,764,193","$556,501","$573,508",24,,"$13,764,193","$573,508","$556,501",
