CompanyName,TotalCost
FIX IT FIRE PROTECTION  INC.,14700.0
AQUARIUS BUILDING INC,14690.0
SFL Property Maintenance Corp,14650.0
 ACE Construction Group INC.,14600.0
MEGA SOUTH ELECTRIC INC ,14600.0
Fidrat Fire & Systems Inc,14600.0
MEARS ELECTRIC INC,14600.0
MICROFIX ELECTRICAL LLC,14600.0
G3 DESIGN BUILD LLC,14600.0
PonsAir Inc.,14500.0
ALL IN 1 PLUMBING INC.,14500.0
Metropolis Construction Services Inc.,14500.0
FLGC CONSTRUCTION  INC,14500.0
JPC & SONS CONSTRUCTION INC,14500.0
Exigo Management Group LLC,14500.0
SCARANO INC,14500.0
A & G ELECTRICAL SERVICES,14460.0
RREYES ELECTRIC  INC,14450.0
INNOVATE AUDIO VISUAL INC,14442.0
KD CONSTRUCTION & CONSULTING  INC/DBA THE WATER RESTORATION GROUP  INC,14438.0
VAS RENOVATIONS INC,14375.0
STATE PRO ELECTRIC INC,14350.0
POWER ENTERPRISE ELECTRICAL CORP,14300.0
Dade Made LLC,14300.0
TRICOUNTY INDUSTRIAL REFRIGERATION  LLC,14275.0
FORTH CONSTRUCTION  LLC,14264.0
W. Sebastiani  Inc,14200.0
HVAC MASTERS FL LLC,14185.0
MACAYA CONSTRUCTION GROUP LLC,14185.0
POE ROOFING & CONSULTING INC,14150.0
TERRABRITE dba SOUTH FLORIDA INNOVATIONS,14125.0
United Iron Work Inc.,14114.0
Picture Perfect Builders LLC,14001.0
VAST ELECTRICAL CONTRACTORS  INC. ,14000.0
VERSATILE STRUCTURE INC,14000.0
WOLF GENERAL CONTRACTOR LLC,14000.0
MILLER SIGNS  LLC,14000.0
Automation American Corp.,14000.0
Alfresco Air Inc.,14000.0
PRO TECHNICAL SUPPORT CORPORATION,14000.0
Rafael Piniella Inc.,14000.0
I & M Plumbing Service  INC.,14000.0
Triple J Plumbing Services LLC,14000.0
EEI POWER & COMMUNICATIONS  LLC,14000.0
LEYVA PLUMBING SERVICES  INC,14000.0
YGY Electric Corp,14000.0
KUNES PLUMBING L.L.C,14000.0
MAGD TECH ELECTRIC CORP,14000.0
4TRESS CONSTRUCTION LLC,14000.0
CONTINETAL  HEAVY CIVIL CORP ,14000.0
SAR Design Corp,14000.0
ADR Electric  Inc.,14000.0
Mokher Plumbing Co,14000.0
Piper Construction DBA Piper Automotive and Marine Service Inc.,14000.0
G7 CONSTRUCTION SERVICES  INC. ,14000.0
AMPHENOL CUSTOM CABLE INC,13973.0
CONSTRUCTION ZONE INC,13900.0
ZJ PLUMBING & AIR CONDITIONING  INC,13900.0
ECOVIEW WINDOWS & DOOR,13829.0
High Power Electric LLC,13800.0
WALKER BUILDING SERVICES INC,13800.0
TARGET TEMP REFRIGERATION CORP,13750.0
Mikes Custom Electric Service Inc,13700.0
Urban Redevelopment Corp,13700.0
ADATECH CORPORATION,13700.0
MERAKI DESIGN & CONSTRUCTION  LLC,13700.0
EDDY FS ELECTRICAL SERVICES  LLC,13700.0
Motion Market Inc dba Reliable Cable Company,13650.0
York Security Solutions  LLC,13600.0
AG & RG GENERAL CONTRACTOR INC.,13600.0
M&H HOME SOLUTIONS L.L.C,13564.0
HOMETOWN BUILDERS  LLC,13563.0
LEMAR DESIGN & CONSTRUCTION CORP,13550.0
SUR DRAIN SERVICES INC,13500.0
BURCORP LLC,13500.0
Leo Marble Flooring Corp,13500.0
All Type Construction Services Inc.,13500.0
Mejias Florida Contractors Inc,13500.0
ARAWAK & CARIB ALLIANCE CORP,13500.0
A & I Enterprises of South Florida Inc,13500.0
MIAMI CARPET WOOD & LAMINATE FLOORING CORP,13500.0
QUADM CONSTRUCTION & DEVELOPMENT LLC,13500.0
Good Air Inc.,13500.0
AIR TIME SERVICES  INC,13500.0
SAFE INNOVATION  INC,13500.0
R AND R REFRIGERATION AND AC SERVICE,13500.0
MR DOOR MAN INC,13486.0
SURFACES CONSTRUCTION GROUP LLC,13413.0
DILO FIRE SPRINKLER INSTALLATIONS INC,13400.0
ASSURANCE SERVICES INC,13390.0
AGC BUILDERS INC ,13381.0
MIAMI ELECTRIC MASTERS  LLC,13372.0
DAYCA ENTERPRISES INC. ,13300.0
J.E. PRESTI CONSTRUCTION CORP,13230.0
DST SECURITY  LLC,13200.0
HOP INTEGRATORS INC,13200.0
TURN CONSTRUCTION LLC,13200.0
QUALITY PAVING  CORP ,13180.0
Brite Panting and Waterproofing  Inc.,13180.0
Atlantis Services LLC,13155.0
Palm Beach Audio Visions  LLC,13135.0
WIRED UP LLC,13128.0
FOR FLOORS & BEYOND INC.,13100.0
Contierra Engineering Contractors,13100.0
GFL ELECTRICAL CONTRACTOR INC,13100.0
 Hamilton Safe & Security Systems ,13014.0
TNT SECURITY INC,13000.0
Corbelle Electric Inc,13000.0
Bel Custom Construction  Inc.,13000.0
SHEET METAL AND ROOFING TECHNOLOGY INC ,13000.0
JCL RIVER PROPERTIES CORP,13000.0
ARUBA CONSTRUCTION AND ROOFING  INC.,13000.0
John Beach Construction Inc.,13000.0
JUST 1 PLUMBING LLC,13000.0
MAS Construction Services Inc.,13000.0
GONZALEZ & SONS EQUIPMENT  INC,13000.0
Segnini Services Corp,13000.0
GREENBUILD CONSTRUCTION COMPANY,13000.0
SOUND PERFORMANCE LLC,13000.0
Riveras A/C Contractor  LLC,13000.0
LSG Electric LLC,12900.0
williams welding llc ,12890.0
USA QUALITY CONTRACTOR INC ,12863.0
ALL BUILDING & REMODELING LLC,12850.0
I & I COOLING SYSTEMS  CORP. ,12800.0
Perez & Perez Flooring Inc.,12800.0
JAG Air Mechanical Inc./DBA ARCON A.C.  INC. ,12800.0
SAMPLE COMMUNICATIONS SERVICES INC,12795.0
AC SHUTTERS AND AWNINGS INC ,12775.0
LYNDA CARPET INC. DBA LINDA CARPET,12765.0
Kinetik Industrial Group LLC,12700.0
JJS CONSTRUCTION GROUP LLC ,12700.0
ABURI LLC,12700.0
CAMACHO MECHANICAL CONTRACTOR LLC,12600.0
Prestige Design & Construction Inc,12563.0
GENESIS ALLIANCE GROUP LLC,12563.0
RELIANCE AIR CONDITIONING CORP.,12500.0
IACONO IRON LLC,12500.0
Persant Construction Company Inc.,12500.0
MCM ELECTRICAL CONTRACTOR INC. ,12500.0
SOUTH QUALITY ROOFING  LLC,12500.0
Blue Water Holdings Associates INC.,12500.0
J & A Air Conditioning Corp.,12500.0
E & P CONSTRUCTION DRIVEWAYS CORP,12500.0
MATT CONSTRUCTION LLC,12500.0
Black Fire Protection  Inc.,12500.0
HYD Air Conditioning Corp,12500.0
Vivaco Group  LLC,12500.0
SANTANAS LAWN SPRINKLERS,12500.0
Perez Carlos E LLC DBA Carlos E. Perez Irrigation,12500.0
Moody Electric Inc.,12500.0
J & J QUALITY AIR CONDITIONING SERVICES INC,12500.0
GMV PLUMBING CORP. ,12500.0
J MARTIN AC INC,12500.0
Gelabert Construction Inc,12500.0
DKA POWER INC.,12363.0
LIGHTUP ELECTRICAL SOLUTIONS INC,12325.2
East Coast Construction Corp.,12307.0
JCL Electrical Corp,12300.0
Luxury Flooring Center,12300.0
JR Planning and Construction Inc,12300.0
SOURCE REMODELING  LLC,12250.0
PROFESSIONAL ENGINEERING SOLUTIONS  INC,12250.0
CONARC GROUP LLC,12225.0
SECURITY & SOUND SYSTEMS INC.,12198.0
Abbot Construction Inc.,12125.0
Quarry Contractors Inc.,12100.0
Optimus AC,12100.0
FIS GROUP  INC,12100.0
ELECTRIC SOLUTIONS SERVICES CORP,12050.0
JORGE QUALITY INC,12000.0
ANOTHER CREATION HOMES INC,12000.0
Star Paving Corp.,12000.0
QUINTERO GENERAL CONTRACTOR CORP,12000.0
GEORGE W PEARSON INC,12000.0
AURORA CONSTRUCTION & RESTORATION INC,12000.0
J SOLUTIONS SERVICES & REPAIRS INC,12000.0
FD CONSTRUCTION & DESIGN INC,12000.0
FIREMAX FIRE PROTECTION INC,12000.0
ODETTE ELECTRIC COMPANY INC.,12000.0
LEVEL UP ROOFING  CORP,12000.0
TUNA ORNAMENTAL INC,12000.0
SFL BUILDING CONTRACTORS CORP,12000.0
Sage Construction Group Corp,12000.0
TANTRUM CONSTRUCTION CORP,12000.0
ALL AMERICAN RESTAURANT SERVICES INC,12000.0
SOS PLUMBING AND AIR CONDITIONING CORP,12000.0
Arvany Building Works LLC,12000.0
WEGLOBAL ELECTRIC LLC,12000.0
FLYING A SECURITY SYSTEMS INC,12000.0
JAVON INC,12000.0
ALPHA SECURITY & FIRE ALARM SERVICES  INC. ,12000.0
THE WEITZ GROUP,12000.0
RM & ASSOCIATES CONSULTING INC,12000.0
Domus Aurea Development LLC,12000.0
KARIBE MECHANICAL SERVICE LLC,12000.0
J&JJ AC AND REFRIGERATION LLC,12000.0
Environmental Performance Systems Inc,12000.0
ALL PRO CONSTRUCTION BUILDERS INC.,11993.0
NATHIL CONSTRUCTION LLC,11936.0
ACTURON SERVICES  INC.,11925.0
El Magos Roofing Corp,11800.0
J.A.G. ELECTRICAL ENTERPRISES  INC. ,11800.0
CEDOE ELECTRIC CORPORATION,11750.0
US FLOORS INSTALLATIONS LLC,11724.0
Hom Enterprises LLC,11700.0
CONNEX CONCEPTS INTERNATIONAL  INC ,11662.0
Amerigas Propane LP,11650.0
MDiaz Corporation,11650.0
AoneA Electric Inc,11600.0
Mac All Design Corp,11600.0
Blandon Iron Design,11550.0
GALACTIC TECHNOLOGY GROUP INC,11522.0
ADVANCED POWER TECHNOLOGIES  LLC,11500.0
BOURQUE BROTHERS INC,11500.0
KINGDOM IRON WORKS LLC,11500.0
RGEM ELECTRIC CORP.,11500.0
COOL GUYS AIR CONDITIONING  LLC,11500.0
National Floors Direct  Inc,11390.0
Relu Co DBA Paul Davis Emergency Services of the Gables FL ,11300.0
Sunview Construction LLC,11300.0
M2 INTERNATIONAL GROUP LLC,11300.0
EMBRACED SOLUTIONS  INC,11206.0
QUALITECH HOME SERVICES LLC,11200.0
OMTELCOMM INC DBA OMTEL,11101.0
Martinez Fence Co.,11100.0
SUNTECH ELECTRIC INC,11100.0
MM HARD SHUTTERS INC,11100.0
Constructive Solutions of Florida  LLC,11000.0
GREENHOUSE INTERGRATION  INC,11000.0
Luis E. Roca Inc.,11000.0
Estrella Plumbing Contractors Inc,11000.0
AMOA Construction Corp,11000.0
YELLOW HORN INC,11000.0
ALL ELECTRIC AP INC,11000.0
Fire Co Safety & Equipment,11000.0
ACUNA TILES PORCELAIN QUALITY LLC,11000.0
Anzac Contractors Inc,11000.0
BRIGHT STAR ELECTRIC LLC,11000.0
ROOF FOR LIFE  LLC,11000.0
B & P Tile and Marble Corp,11000.0
SOLID FOUNDATION SOLUTIONS LLC DBA SOLID FOUNDATIONS,11000.0
FIRE ALARMS AND SPRINKLERS dba FIRE ALARM SPECIALISTS INC,11000.0
Strong Air Conditioning and Services Inc.,11000.0
VOSTEC LLC,11000.0
AAA Garage Door Inc. ,10935.0
UGR HOME FLOORING IMPROVEMENTS CORP,10932.0
Active Builders Inc.,10913.0
THE BUSSINESS MAN INC /DBA CLIFFS POOLS & PATIOS AFFORDABLE MA,10800.0
KIMMONS BUILDERS  INC,10750.0
Tim Brown Plumbing  Inc,10750.0
WATERFLOW IRRIGATION INC,10716.0
Cruz Construction Group Inc.,10602.0
F & B CONSTRUCTION GROUP LLC.,10600.0
RDM Landscape Services Inc,10521.0
Awnings & Shades International Inc. ,10500.0
DISTRICT FIRE PROTECTION,10500.0
SUPERIOR REMODELING CONCEPTS LLC,10500.0
G.A.M. GENERAL SERVICES  LLC,10500.0
Cintas Fire Protection,10500.0
QUALITY WIRING INC,10500.0
RUBENS KOOL INC,10500.0
ADVANCE TECHNICAL CONSTRUCTION COMPANY,10500.0
HIGH VOLTAGE SERVICES LLC,10500.0
JAM ELECTRIC SERVICE INC,10500.0
DR.HVAC INC,10500.0
FACILITY SOLUTIONS FL INC,10500.0
Milicon INC. DBA Zuto,10418.0
C & C CONSTRUCTION AND DESIGN GROUP INC,10400.0
Perdomo Construction Inc.,10400.0
ALLIED LIBERTY DEVELOPMENT CORP,10300.0
FRED DENICCI CONSTRUCTION LLC,10282.0
REMO GROUP LLC,10230.0
J & J FIRE PROTECTION  INC. ,10200.0
White Electric Inc,10200.0
SBUILDERS FLORIDA  INC.,10200.0
J & J Cardona Construction Inc.,10100.0
CAON ENTERPRISE  CORP,10100.0
O. B. CONTRACTORS INC.,10050.0
DMonte Air INC,10000.0
ROBERT POWELL CONSTRUCTION Inc,10000.0
K MILLER PLUMBING INC,10000.0
NORTH END PLUMBING AND DRAINS  LLC,10000.0
MATCON CONSTRUCTION LLC DBA GOPELIA,10000.0
DOKE ELECTRICAL AND GENERAL CONTRACTORS INC,10000.0
Benson Electric Inc,10000.0
JMJ PAINTING INC,10000.0
GREEN ALLIANCE INC,10000.0
DEVON CONSTRUCTION  INC,10000.0
 J E S CONSTRUCTION SYSTEMS INC,10000.0
CG3 GROUP LLC,10000.0
Lilesmar Enterprises Inc,10000.0
CITY LIGHTS ELECTRIC INC,10000.0
RIANT CONTRACTORS LLC,10000.0
CEC Construction Corp,10000.0
LION CONSTRUCTION GROUP  LLC,10000.0
OSI CUSTOM KITCHENS AND MORE LLC,10000.0
TURA BUILDERS CORP,10000.0
KND Air Conditioning LLC,10000.0
TRIUMPH CONSTRUCTION & REMODELING SERVICES INC ,10000.0
2A CONSTRUCTION GROUP LLC,10000.0
Concrete Sagua La Grande Corp ,10000.0
Protective Systems Holdings  LLC,10000.0
Kawama Construction & Consulting LLC,10000.0
U NAME IT COMPLETE SOLUTIONS ,10000.0
Cuesta Construction Services Inc,10000.0
Discount Pool Heating,10000.0
EEL RENOVATIONS INC,10000.0
TEICON GROUP  INC.,10000.0
Alexton Installation Inc,10000.0
IN & OUT ALL ACCESS SYSTEMS INC,10000.0
All Florida Electrical Contractors Inc.,10000.0
Flooring Balcony Service Inc.,10000.0
SUPERSTRUCTURE & SHAPEINTERFACE BUILDERS CORP,10000.0
G CONCRETE DEVELOPMENT INC,10000.0
Hard J. Construction Corp,10000.0
HYDRATECH PLUMBING INC,10000.0
MJ AIR CONDITIONING & PIPEFITER INC,10000.0
Aguilar Sr Corp,10000.0
PEREIRA QUALITY SERVICES  INC,10000.0
RC COAST CONSTRUCTION,10000.0
HEVIA ALUMINUM & IRON WORKS  INC,10000.0
GLASSPRO SERVICES INC,10000.0
Reliable Sprinkler System/ DO NOT USE THIS COMPANY,10000.0
GM Automation AV LLC,10000.0
GULFSTREAM TILE CONTRACTORS  INC.,10000.0
AVERIKA CONSULTING CORP,10000.0
GOFF COMMUNICATIONS INC,10000.0
All Source Professionals. Inc ,10000.0
All in One Team LLC DBA All in One,10000.0
TECHNOLOGY CONSTRUCTION CORP,10000.0
BELOW ZERO AIR CONDITIONING INC. ,10000.0
Associated Seal & Coating Inc.,10000.0
RAM FAHEL INC.,10000.0
Southern Mechanical Contractors LLC,10000.0
MIA ELECTRICAL SERVICE INC.,10000.0
JARR PROFESSIONAL & ASSOCIATES ELECTRIC INC. ,10000.0
EDISS CONSTRUCTION INC,10000.0
METROPOLIS BUILDERS LLC,10000.0
PARADISE SOUTHERN ROOFING  LLC,10000.0
ROSEMBERG ELECTRICAL SERVICES,10000.0
S PLUS K DEVCO LLC,10000.0
AG CONSTRUCTION MIA LLC,10000.0
Accurate Air  and Heat Corp,10000.0
MCCONKEY FIRE SPRINKLER INC,9988.0
SAL ELECTRICAL CONTRACTORS CORP,9960.0
ROP Enterprises Corp.,9900.2
Vico Contractors Inc.,9800.0
AE TECH CORPORATION ,9800.0
MG FLOORING IMPROVEMENTS LLC ,9800.0
JNC Flooring Contractors Inc.,9800.0
A1 Veloz Contractor Inc,9780.0
BUILDNET CORP,9750.0
FKN Trading Corp. ,9721.0
OLIVIA MARQUEZ INC,9700.0
CV QUALITY BUILDERS INC,9700.0
GLOBAL BUSINESS PARTNERS  INC.,9680.0
FAHOME SERVICES OF THE USA INC,9625.0
DE ARMAS WOOD FLOORS CORP,9622.0
 Paradise Awnings Corp.,9600.0
DALE PLUMBING INC,9500.0
Precision Tech Inc,9500.0
EDIFICIUM CONSTRUCTION LLC,9500.0
LIONCO LLC,9500.0
ECS WINDOWS CORP,9500.0
CONSTRUCTAHOLICS LLC,9500.0
CROWNMAX DECOR,9500.0
PRIME ONE CONSTRUCTION CORP,9500.0
CENTURY BUILDERS INC,9500.0
MCEWEN CONSTRUCTION GROUP CORP ,9400.0
Dang Wood Floors Corp,9400.0
GREEN KEY BUILDERS INC,9375.0
Baez Sons Metal Corp,9375.0
JBN CONSTRUCTION INC,9320.0
SIMPLY SAFETY AND SECURITY CO,9300.0
Master Protection DBA Fire Master,9290.0
LAST CHANCE GLASS INC,9220.0
Apelles LLC,9200.0
DS HOME PROS LLC,9200.0
GoldMG LLC,9175.0
VILLALBA GROUP CORP,9150.0
EBW ELECTRICAL SOLUTIONS INC,9100.0
Miles by Tiles Corp,9080.0
CITY COOL CORP.,9000.0
HABITAT CUSTOM BUILDERS LLC,9000.0
PERDOMO CONSTRUCTION & ENGINEERING LLC,9000.0
KEYSTONE BUILDERS INC,9000.0
DJNP Services LLC,9000.0
Coldspell A/C,9000.0
Marmich Air Conditioning Inc.,9000.0
REINCOFL CORP,9000.0
1A FLORIDA PLUMBING INC,9000.0
CENTRY AIR DESIGNS INC,9000.0
PROFESSIONAL ALLIANCE CONTRACTORS & CONSULTANTS INC,9000.0
CLOSE PERMITS FAST INC,9000.0
BUSTOS WATERPROOFING INC,9000.0
Jend Plumbing Contractors Inc,9000.0
GARCA GROUP LLC/ GAS PLMBING TECHNOLOGIES,9000.0
AGC Electric Inc.,9000.0
POWER ELECTRIC CONSTRUCTION INC,9000.0
Pine Rock Builders Group  LLC,9000.0
BuildMax Builder LLC,9000.0
CANCIO GROUP LLC,9000.0
SABINA PLUMBING CORP,9000.0
CITY OF MIAMI,9000.0
CLEMDEL CONSTRUCTION CORP,9000.0
Touchtel USA  LLC,9000.0
LEAKES R US INC,9000.0
A PLUS ELECTRICAL TECHNOLOGIES INC,9000.0
SOUTH FLORIDA AUTOMATION INC,9000.0
PRECISION POOLWERKS LLC,9000.0
EXCELL ALARM SYSTEM INC,8995.0
AV Service Inc,8995.0
Y & TA BUILDING CONSULTING LLC,8900.0
South Security Inc.,8900.0
PREFAB PLUMBING  INC. ,8900.0
CLIMAX INC ,8900.0
THE PAVING LADY,8835.0
Barrier Roofing & Construction  INC. ,8800.0
Sunshine Guardrail Corp,8800.0
CREATEGROUP  LLC,8800.0
POWERMAKERS ELECTRIC CORP,8800.0
ANEP CONSTRUCTION LLC,8750.0
INTEGRITY FIRE PROTECTION INC,8750.0
Moran General Contractor Inc,8750.0
Besne Marble & Tile Corp.,8740.0
A1 Garcia Construction Inc.,8739.0
A & H ENVIRONMENTAL CORP,8700.0
Cobra Electric Corp. ,8700.0
FGK SERVICES INC.,8700.0
Another Garage & Gate Inc.,8650.0
BEST FLORIDA BUILDERS LLC,8650.0
UNIVERSAL FIRE & SECURITY SERVICES INC,8640.0
DD FIRE AND SECURITY INC.,8600.0
K&M Electric INC.,8600.0
WEATHERSHIELD AIR CONDITIONING  INC.,8600.0
ARCANE GROUP  INC,8600.0
AIR NEW SOLUTIONS INC,8598.0
GUINN & SONS HURRICANE PROTECTION INC,8550.0
911 COLD AIR INC,8550.0
Ice City AC Inc,8500.0
FLORIDA FEDERAL HVAC LLC,8500.0
EPIC Construction Group Inc.,8500.0
DELTA POLARIS  INC,8500.0
AIR MECHANICAL TECH INC,8500.0
COMFORT SQUARE  INC.,8500.0
G & T Electric Company,8500.0
AT FLOORING AND CONSULTING LLC,8500.0
Allied Demolition Inc.,8500.0
CLEAN AND CLEAR CLEANING SERVICES CORP,8500.0
Pro Form Roofing Co,8500.0
MAHOGANY FINISH CARPENTRY & DOORS  INC.,8500.0
Restoration Master Construction LLC,8500.0
AC Fast Solutions  Corp,8500.0
alAbsolute Construction Services  INC.,8500.0
Barrio Contractor Corp.,8500.0
A SUPER GARAGE DOOR INC.,8500.0
GARCIA SERVICES LLC,8500.0
MARTIN ELLER BUILDING,8500.0
Electric A/C Solutions INC,8400.0
Universal Electrical Services,8400.0
Floors and Painting For Less Inc.,8400.0
FLORIDA FIRE SAFETY INC,8350.0
THE  CONNECTION CONSULTANTS INC,8300.0
M&M Electrical Contractor INC,8300.0
ENKY ELECTRICAL SERVICES INC,8300.0
W M VENTURES LLC,8300.0
EXACTA TECH INC.,8222.0
CUSTOM CRAFT CONTRACTORS INC,8200.0
Yumuri Electrical Contractor Inc.,8140.0
Solis Iron Works Corp,8130.0
305 WINDOWS LLC,8105.0
GREEN BUILD DESIGN INC,8100.0
Carmona Construction Co,8000.0
Visionary Property Solutions LLC,8000.0
PHIL PHILIPS CONSTRUCTION INC,8000.0
Custom Concepts Miami Inc,8000.0
TRUE PLUMBING SOLUTIONS LLC,8000.0
LUX AWNING CORP,8000.0
MODERNA DEVELOPMENT LLC,8000.0
RFABRAMS INC,8000.0
RP ENGINEERING  INC. dba ROCK POWER MAINTENANCE,8000.0
EXPERT CONSTRUCTION SERV. CORP,8000.0
24/7 PLUMBING  LLC,8000.0
CASTELLAR CONSTRUCTION INC.,8000.0
JCM DEVELOPMENT GROUP INC,8000.0
EVOLVES CONSTRUCTION INC,8000.0
ELECTRIC SOLUTIONS USA INC,8000.0
GC ELECTRICAL ONE  LLC,8000.0
PROSAFETY FIRE AND SECURITY INC,8000.0
TRITON AIR AND HEAT INC,8000.0
Maray Construction Corp.,8000.0
CITY SPARK INC,8000.0
UNITED STATES ASSSOCIATION OF CDC  INC,8000.0
OWNER BUILDER CONSTRUCTION MANAGEMENT SERVICES INC,8000.0
ON DEMAND PLUMBING AND SEPTIC CORP,8000.0
OC ELECTRICAL LLC,8000.0
LACO AIR CONDITIONING INC,8000.0
NAYA CONSTRUCTION INC,8000.0
R & B HI  TECH SYSTEMS INC,8000.0
SERVILACON  CORP.,8000.0
A & M INTERIORS & SERVICES  CORP ,8000.0
Phoenix Fence Corp,8000.0
R&D REMODELING INC,8000.0
EBENEZER FENCE  INC,8000.0
BLANCO FLOORING INC. ,8000.0
RITEWAY INSURANCE REPAIR SERVICE  INC. ,8000.0
Air Eze Air Conditioning,8000.0
Americas Preferred Roofers Inc.,8000.0
J.D.K. LLC,8000.0
JEC CONTRACTORS  CORP ,8000.0
Air Solutions and Repairs LLC,8000.0
C&M ELECTRIC SERVICE & REPAIR  LLC,8000.0
Lee Electrical and Controls Support LLC,8000.0
Alpero General Contractor Inc.,8000.0
GIAMPRI CORP.,8000.0
SNG Construction  LLC.,7999.0
GLOBAL PLUMBING LLC,7900.0
Curtis Smith Construction LLC,7825.0
ALGARRA INTERNATION DBA STRIKEFORCE CONSTRUCTION,7825.0
ROBBINS ELECTRICAL SERV.  INC,7800.0
`Ulisse Construction LLC,7800.0
OV Home Remodeling Inc,7800.0
BATTLE ELECTRIC LLC,7800.0
Bay Carpets Inc,7786.0
STALEY  INC,7700.0
PRECISE AIR CONDITIONING AND REFRIGERATION LLC,7550.0
Signature Outdoor Living,7550.0
Home Steel Services INC,7543.0
MJ Group Enterprises,7525.0
LEONARDO BARNETCHE P.A. INC  DBA ACCURACY FLOORS,7524.0
PATUNCON   LLC,7500.0
Unlimited Electrical Solutions LLC,7500.0
CREATIVE DIRECTIONS INC,7500.0
American Telephones & Data Inc.,7500.0
BELLA FIRE PROTECTION CORP,7500.0
CALPOWER ELECTRICAL CONTACTOR LLC ,7500.0
HIGHGRADE ELECTRICAL OF FLORIDA LLC,7500.0
BUILDUP CONSTRUCTION INC.,7500.0
Felco Air Conditioning Inc,7500.0
C & A ELECTRIC CONTRACTOR CORP,7500.0
Five Star Painting Restoration Corp,7500.0
BALTIC ELECTRICAL LLC,7500.0
Neoform Construction & Developmet LLC/dba HOME ANGELS,7500.0
Peir Electrical Services INC,7500.0
ELITE BUILDERS GROUP INC,7500.0
PRIME RETAIL SERVICES  INC.,7500.0
Dorta G Contractors LLC,7500.0
MELVINS CABINET INSTALLATIONS  INC,7500.0
Diestro Marble Design,7500.0
MARANATA CONSTRUCTION CORP,7500.0
DEPOT ELECTRIC CORP,7500.0
LOUMINEL GENERAL CONTRACTOR LLC,7500.0
Vaccato Electric Inc,7500.0
Acecon Construction Corp,7500.0
ADT DEVELOPMENT GROUP LLC,7500.0
Jireh Cooler Corp.,7500.0
ADD SOLAR & ELECTRICAL LLC,7500.0
LUMAX MIAMI CORP,7400.0
GLOBAL BUILDERS AND INVESTMENTS  INC,7400.0
Aluminum Fence Contractor Inc,7400.0
Alberts Wood Floors Inc,7400.0
MBG Miami Carpentry Corp,7300.0
Emenco Corp,7300.0
AMERICA PAVERS CONTRACTORS INC,7250.0
Sunstate Metal Buildings LLC,7200.0
Premises Cabling Systems Inc.,7200.0
MZ Solutions LLC,7200.0
Rossiter Group Construction Company  Inc.,7175.0
PORTAL CONSTRUCTION INC,7101.0
THE CHER GROUP CONTRACTORS ,7050.0
Forever Propane Sales and Service Inc,7038.0
Juliao Garage Doors Inc.,7035.0
LTG CARLSON FENCE  LLC,7025.0
Mendible Design & Construction LLC,7000.0
F.A. General Contractor Services Corp,7000.0
AC Mechanical Solution INC.,7000.0
BLEAU AIR CONDITIONING CORP,7000.0
MATTBETH CONSTRUCTION LLC ,7000.0
SIMPSONS HOME INC,7000.0
Greenwise Construction & Roofing LLC,7000.0
SAJ IRRIGATION INC,7000.0
Triple A Services Inc,7000.0
PRECISION CONSTRUCTION & DESIGN SERVICES  INC ,7000.0
EM CONSTRUCTION LLC,7000.0
Symmentry Construction Group Corp.,7000.0
Clive G. Nelson Plumbing Inc.,7000.0
Chinchilla Building  Corp.,7000.0
Solar Impact Solutions Inc,7000.0
VISION SHUTTERS INC,7000.0
FLORIDA STORM PROTECTION INC,7000.0
Riley Taylor Systems LLC,7000.0
CASTILLA CONCRETE FINISH DESIGN CORP,7000.0
SALBA BUILDERS CORP ,7000.0
FLORIDA BUILDING & SUPPLY INC.,7000.0
WEBB MANAGEMENT INC,7000.0
INSOCO LLC,7000.0
ALRALI CONSTRUCTION CORP,7000.0
EAGLE ELECTRICAL INC ,7000.0
MIGUEL PEREZ GROUP LLC,7000.0
C.S.T. ELECTRICAL CONTRACTORS  INC.,7000.0
GWW CONSTRUCTION INC,7000.0
MG Property Solutions Corp,7000.0
SERINCA CONSTRUCTION GROUP LLC,7000.0
MENSCH PLUMBING LLC,7000.0
BEACH AIR CONDITIONING SERVICE INC.,7000.0
ALEXS PLUMBING SERVICES INC,7000.0
LE PRESTIGE LLC,7000.0
Roca Dura Inc.,7000.0
MR ROCK ELECTRIC LLC,7000.0
STAR ISLAND CONCRETE DESIGN CORP,7000.0
NODA ELECTRIC INC,7000.0
ERMISAN CORP,6950.0
MONACO CONSTRUCTION GROUP INC,6950.0
Trebol Contractors Corp,6880.0
DEPCOR INC,6860.0
VISION ELECTRIC INC,6822.0
4 STAR SERVICES  INC,6800.0
L & M Air Conditioning System Inc,6800.0
J & J Compulink INC,6800.0
B.K.C SECURITY LLC,6800.0
**EIN # INACTIVE**,6750.0
SV Contractors Group Inc,6630.0
CRC BUILDERS GROUP INC,6625.0
R C Marble and Granite Installation Inc.,6580.0
A PLUS FIRE PROTECTION INC,6550.0
TECH CONSTRUCTION GROUP INC,6500.0
AMERICAN METAL FABRICATORS  INC,6500.0
FACE OF WOOD FLOORING INC,6500.0
Vizcaya Estates Development Inc.,6500.0
Max Rigz ,6500.0
MERRICK INDUSTRIAL MANAGEMENT CORPORATION,6500.0
LEN AND GRAHAM CONSTRUCTION INC.,6500.0
NCR Construction Corp,6500.0
GPG BUILDERS LLC,6500.0
Home Shield Shutter Group Inc,6500.0
ALENIWA CORP ,6500.0
MUST AIR USA  LLC,6500.0
