,X,Y,ID,AdditionSQFT,ApplicationNumber,BuildingFinalLastInspDate,BuildingFinalLastInspResult,BuildingPermitStatusDescription,BuildingPermitStatusReasonDescr,Certificatecode,Certificatedate,CompanyAddress,CompanyCity,CompanyName,CompanyZip,DaysInCity,DaysInCityNumeric,DeliveryAddress,FirstSubmissionDate,FolioNumber,IsPermitFinal,IsPrivateProvider,IssuedDate,Latitude,Longitude,Miami21Zone,NewAdditionCost,PermitNumber,PlanAcceptedDate,PlanCreatedDate,ProcessNumber,PropertyType,RemodelingCost,RemSQFT,RequiredCertificate,ScopeofWork,Statusdate,TotalCost,TotalDaysInPlanReview,TotalDaysInPlanReviewNumeric,TotalSQFT,WorkItems,ObjectId
4391,-80.18572668,25.79914796,4543,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,13 Day(s) 2 Hour(s) 2 Minute(s) ,13.0,788 NE 23 ST,2020/08/11 08:47:00+00,132300280050,YES,True,2020/09/14 14:01:00+00,25.79914796,-80.18572668,T6-36A-L,0.0,BD15008745065E001,2020-08-11 08:47:00+00:00,2020/08/10 14:31:00+00,BD15008745065,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/03/18 15:16:00+00,20000.0,34 Day(s) 5 Hour(s) 14 Minute(s) ,34.0,0.0,GENERATOR (COMMERCIAL / MULTIFAMILY),4392
4399,-80.18572668,25.79914796,4551,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,37 Day(s) 23 Hour(s) 19 Minute(s) ,37.0,788 NE 23 ST,2021/09/13 11:51:00+00,132300280050,YES,True,2021/10/28 10:33:00+00,25.79914796,-80.18572668,T6-36A-L,0.0,BD15008745071E001,2021-09-13 11:51:00+00:00,2021/09/13 11:36:00+00,BD15008745071,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/03/24 12:54:00+00,60000.0,44 Day(s) 22 Hour(s) 42 Minute(s) ,44.0,0.0,POOL OR SPA (SINGLE UNIT),4400
4486,-80.1885732069948,25.7708238709217,4031,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 23 Hour(s) 8 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:20:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401077E001,2021-10-15 10:19:00+00:00,2021/10/14 18:38:00+00,BD15008401077,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/05/20 14:36:00+00,500.0,17 Day(s) 22 Hour(s) 51 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4487
4493,-80.1885732069948,25.7708238709217,4032,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 23 Hour(s) 3 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:26:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401078E001,2021-10-15 10:25:00+00:00,2021/10/14 18:41:00+00,BD15008401078,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/05/20 14:38:00+00,500.0,17 Day(s) 22 Hour(s) 45 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4494
4499,-80.1885732069948,25.7708238709217,4033,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 23 Hour(s) 3 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:28:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401079E001,2021-10-15 10:27:00+00:00,2021/10/14 18:43:00+00,BD15008401079,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/05/20 14:38:00+00,500.0,17 Day(s) 22 Hour(s) 43 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4500
4505,-80.1885732069948,25.7708238709217,4034,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 23 Hour(s) 2 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:29:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401080E001,2021-10-15 10:28:00+00:00,2021/10/14 18:45:00+00,BD15008401080,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/05/23 12:21:00+00,500.0,17 Day(s) 22 Hour(s) 42 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4506
4520,-80.1885732069948,25.7708238709217,4035,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 22 Hour(s) 53 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:39:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401081E001,2021-10-15 10:34:00+00:00,2021/10/14 18:47:00+00,BD15008401081,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/05/23 12:23:00+00,500.0,17 Day(s) 22 Hour(s) 36 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4521
4524,-80.1885732069948,25.7708238709217,4036,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 22 Hour(s) 51 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:41:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401082E001,2021-10-15 10:40:00+00:00,2021/10/14 18:51:00+00,BD15008401082,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/05/23 12:25:00+00,500.0,17 Day(s) 22 Hour(s) 30 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4525
4530,-80.1885732069948,25.7708238709217,4037,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 22 Hour(s) 51 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:42:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401083E001,2021-10-15 10:41:00+00:00,2021/10/14 18:53:00+00,BD15008401083,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/12/06 10:21:00+00,500.0,17 Day(s) 22 Hour(s) 29 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4531
4538,-80.1885732069948,25.7708238709217,4038,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 22 Hour(s) 48 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:45:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401084E001,2021-10-15 10:43:00+00:00,2021/10/14 18:55:00+00,BD15008401084,Commercial,,0.0,CO,NEW CONSTRUCTION,2023/04/26 12:36:00+00,500.0,17 Day(s) 22 Hour(s) 27 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4539
4552,-80.1885732069948,25.7708238709217,4039,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,12 Day(s) 22 Hour(s) 47 Minute(s) ,12.0,300 BISCAYNE BLWY,2021/10/15 10:47:00+00,101140301010,YES,False,2021/11/02 09:10:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401085E001,2021-10-15 10:46:00+00:00,2021/10/14 18:57:00+00,BD15008401085,Commercial,,0.0,CO,NEW CONSTRUCTION,2023/04/26 12:51:00+00,500.0,17 Day(s) 22 Hour(s) 24 Minute(s) ,17.0,0.0,TEMPORARY FOR TESTING,4553
4652,-80.1885732069948,25.7708238709217,4041,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 20 Hour(s) 0 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 14:59:00+00,101140301010,YES,False,2021/11/24 04:52:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401087E001,2021-11-10 14:57:00+00:00,2021/11/09 21:39:00+00,BD15008401087,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/06/28 10:20:00+00,500.0,13 Day(s) 13 Hour(s) 55 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4653
4661,-80.1885732069948,25.7708238709217,4042,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 19 Hour(s) 20 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 15:39:00+00,101140301010,NO,False,2021/11/24 04:52:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401088E001,2021-11-10 15:00:00+00:00,2021/11/09 21:41:00+00,BD15008401088,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/05/24 17:45:00+00,500.0,13 Day(s) 13 Hour(s) 52 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4662
4668,-80.1885732069948,25.7708238709217,4043,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 19 Hour(s) 19 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 15:41:00+00,101140301010,YES,False,2021/11/24 04:58:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401089E001,2021-11-10 15:40:00+00:00,2021/11/09 21:45:00+00,BD15008401089,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/06/30 14:35:00+00,500.0,13 Day(s) 13 Hour(s) 18 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4669
4674,-80.1885732069948,25.7708238709217,4044,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 19 Hour(s) 18 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 15:43:00+00,101140301010,YES,False,2021/11/24 04:58:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401090E001,2021-11-10 15:42:00+00:00,2021/11/09 21:47:00+00,BD15008401090,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/10 12:10:00+00,500.0,13 Day(s) 13 Hour(s) 16 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4675
4679,-80.1885732069948,25.7708238709217,4045,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 19 Hour(s) 16 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 15:45:00+00,101140301010,YES,False,2021/11/24 04:58:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401091E001,2021-11-10 15:44:00+00:00,2021/11/09 21:49:00+00,BD15008401091,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/10 12:13:00+00,500.0,13 Day(s) 13 Hour(s) 14 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4680
4695,-80.1885732069948,25.7708238709217,4046,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 19 Hour(s) 14 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 15:48:00+00,101140301010,YES,False,2021/11/24 04:58:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401092E001,2021-11-10 15:45:00+00:00,2021/11/09 21:51:00+00,BD15008401092,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/10 12:15:00+00,500.0,13 Day(s) 13 Hour(s) 13 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4696
4704,-80.1885732069948,25.7708238709217,4047,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 19 Hour(s) 13 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 15:50:00+00,101140301010,YES,False,2021/11/24 04:58:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401093E001,2021-11-10 15:49:00+00:00,2021/11/09 21:54:00+00,BD15008401093,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/10 12:17:00+00,500.0,13 Day(s) 13 Hour(s) 9 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4705
4711,-80.1885732069948,25.7708238709217,4048,0.0,BD15008401,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,7 Day(s) 19 Hour(s) 11 Minute(s) ,7.0,300 BISCAYNE BLWY,2021/11/10 15:52:00+00,101140301010,YES,False,2021/11/24 04:58:00+00,25.7708238709217,-80.1885732069948,T6-80-O,,BD15008401094E001,2021-11-10 15:51:00+00:00,2021/11/09 21:56:00+00,BD15008401094,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/10 12:19:00+00,500.0,13 Day(s) 13 Hour(s) 7 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,4712
4758,-80.1885732069948,25.7708238709217,4056,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,24 Day(s) 2 Hour(s) 31 Minute(s) ,24.0,300 BISCAYNE BLWY,2022/08/08 12:20:00+00,101140301010,NO,False,2022/10/14 10:18:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401107E001,2022-08-08 12:19:00+00:00,2022/08/08 11:21:00+00,BD15008401107,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/10/14 10:18:00+00,394000.0,66 Day(s) 21 Hour(s) 59 Minute(s) ,66.0,0.0,ELECTRICAL BDA / COMMUNICATIONS (ONLY SUB OF FIRE MASTER),4759
4766,-80.1885732069948,25.7708238709217,4057,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,24 Day(s) 2 Hour(s) 31 Minute(s) ,24.0,300 BISCAYNE BLWY,2022/08/08 12:20:00+00,101140301010,NO,False,2022/09/07 10:28:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401107F001,2022-08-08 12:19:00+00:00,2022/08/08 11:21:00+00,BD15008401107,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/09/07 10:28:00+00,394000.0,29 Day(s) 22 Hour(s) 9 Minute(s) ,29.0,0.0,FIRE BDA / COMMUNICATIONS (FIRE MASTER PERMIT),4767
4797,-80.1885732069948,25.7708238709217,4063,0.0,BD15008401,,,Active,Permit is Active. Ready for Inspections.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,86 Day(s) 3 Hour(s) 38 Minute(s) ,86.0,300 BISCAYNE BLWY,2022/12/20 09:45:00+00,101140301010,NO,False,2023/05/25 14:08:00+00,25.7708238709217,-80.1885732069948,T6-80-O,0.0,BD15008401116E001,2022-12-20 09:45:00+00:00,2022/12/09 14:22:00+00,BD15008401116,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2023/05/25 14:08:00+00,70000.0,156 Day(s) 4 Hour(s) 23 Minute(s) ,156.0,0.0,POOL OR SPA (SINGLE UNIT),4798
4891,-80.2196126170483,25.7857001191282,4078,0.0,BD15008466,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,43 Day(s) 2 Hour(s) 20 Minute(s) ,43.0,1500 NW NORTH RIVER DR,2019/06/26 09:37:00+00,131350110050,YES,True,2019/08/30 15:36:00+00,25.7857001191282,-80.2196126170483,T6-24-O,0.0,BD15008466002E001,2019-06-26 09:37:00+00:00,2019/06/21 14:44:00+00,BD15008466002,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/11/30 09:57:00+00,100000.0,65 Day(s) 5 Hour(s) 59 Minute(s) ,65.0,0.0,ELECTRICAL FOR FIRE ALARM,4892
4895,-80.2196126170483,25.7857001191282,4079,0.0,BD15008466,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,43 Day(s) 2 Hour(s) 20 Minute(s) ,43.0,1500 NW NORTH RIVER DR,2019/06/26 09:37:00+00,131350110050,YES,True,2019/08/09 11:04:00+00,25.7857001191282,-80.2196126170483,T6-24-O,,BD15008466002F001,2019-06-26 09:37:00+00:00,2019/06/21 14:44:00+00,BD15008466002,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/11/30 09:57:00+00,100000.0,44 Day(s) 1 Hour(s) 27 Minute(s) ,44.0,0.0,NEW FIRE ALARM SYSTEM,4896
4956,-80.18572668,25.79914796,4486,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,26 Day(s) 1 Hour(s) 2 Minute(s) ,26.0,788 NE 23 ST,2019/06/14 14:50:00+00,132300280050,YES,True,2019/07/12 10:45:00+00,25.79914796,-80.18572668,T6-36A-L,0.0,BD15008745011E001,2019-06-14 14:49:00+00:00,2019/06/13 09:08:00+00,BD15008745011,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/05/07 13:09:00+00,160000.0,27 Day(s) 19 Hour(s) 56 Minute(s) ,27.0,0.0,ELECTRICAL FOR FIRE ALARM,4957
4958,-80.18572668,25.79914796,4487,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,26 Day(s) 1 Hour(s) 2 Minute(s) ,26.0,788 NE 23 ST,2019/06/14 14:50:00+00,132300280050,YES,True,2019/07/11 11:21:00+00,25.79914796,-80.18572668,T6-36A-L,0.0,BD15008745011F001,2019-06-14 14:49:00+00:00,2019/06/13 09:08:00+00,BD15008745011,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/05/07 13:09:00+00,160000.0,26 Day(s) 20 Hour(s) 32 Minute(s) ,26.0,0.0,NEW FIRE ALARM SYSTEM,4959
4971,-80.2196126170483,25.7857001191282,4093,0.0,BD15008466,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 4 Hour(s) 11 Minute(s) ,0.0,1500 NW NORTH RIVER DR,2019/07/01 11:54:00+00,131350110050,YES,True,2019/07/18 09:04:00+00,25.7857001191282,-80.2196126170483,T6-24-O,,BD15008466017E001,2019-07-01 11:54:00+00:00,2019/06/28 14:52:00+00,BD15008466017,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/10/27 11:09:00+00,25000.0,16 Day(s) 21 Hour(s) 10 Minute(s) ,16.0,0.0,LIGHTNING PROTECTION / BONDING,4972
4974,-80.18572668,25.79914796,4492,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,31 Day(s) 6 Hour(s) 4 Minute(s) ,31.0,788 NE 23 ST,2020/02/03 09:36:00+00,132300280050,YES,True,2020/03/25 08:59:00+00,25.79914796,-80.18572668,T6-36A-L,0.0,BD15008745016E001,2020-01-29 12:29:00+00:00,2020/01/29 12:23:00+00,BD15008745016,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/11/05 10:46:00+00,10000.0,55 Day(s) 20 Hour(s) 30 Minute(s) ,55.0,0.0,POOL OR SPA (SINGLE UNIT),4975
4984,-80.2196126170483,25.7857001191282,4098,0.0,BD15008466,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,143 Day(s) 14 Hour(s) 13 Minute(s) ,143.0,1500 NW NORTH RIVER DR,2019/08/12 16:59:00+00,131350110050,YES,True,2020/05/29 08:56:00+00,25.7857001191282,-80.2196126170483,T6-24-O,0.0,BD15008466022E001,2019-08-12 16:59:00+00:00,2019/08/02 11:51:00+00,BD15008466022,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/06/17 09:21:00+00,800.0,290 Day(s) 15 Hour(s) 57 Minute(s) ,290.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM|ROUGH WIRING OUTLETS,4985
4989,-80.2196126170483,25.7857001191282,4100,0.0,BD15008466,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,163 Day(s) 22 Hour(s) 5 Minute(s) ,163.0,1500 NW NORTH RIVER DR,2019/08/12 17:03:00+00,131350110050,YES,True,2020/05/29 08:54:00+00,25.7857001191282,-80.2196126170483,T6-24-O,0.0,BD15008466023E001,2019-08-12 17:02:00+00:00,2019/08/02 12:01:00+00,BD15008466023,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/06/17 09:21:00+00,500.0,290 Day(s) 15 Hour(s) 52 Minute(s) ,290.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM|ROUGH WIRING OUTLETS,4990
4991,-80.18572668,25.79914796,4495,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,150 Day(s) 19 Hour(s) 5 Minute(s) ,150.0,788 NE 23 ST,2020/01/30 14:51:00+00,132300280050,YES,True,2020/07/29 06:39:00+00,25.79914796,-80.18572668,T6-36A-L,0.0,BD15008745017E001,2020-01-29 12:34:00+00:00,2020/01/29 12:32:00+00,BD15008745017,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/11/05 10:48:00+00,12000.0,181 Day(s) 18 Hour(s) 5 Minute(s) ,181.0,0.0,POOL OR SPA (SINGLE UNIT),4992
4995,-80.18572668,25.79914796,4497,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 51 Minute(s) ,0.0,788 NE 23 ST,2020/02/18 09:43:00+00,132300280050,YES,True,2020/02/18 12:20:00+00,25.79914796,-80.18572668,T6-36A-L,,BD15008745018E001,2020-02-18 09:43:00+00:00,2020/02/18 09:23:00+00,BD15008745018,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/03/26 14:43:00+00,600.0,0 Day(s) 2 Hour(s) 37 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,4996
4997,-80.18572668,25.79914796,4498,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 50 Minute(s) ,0.0,788 NE 23 ST,2020/02/18 09:45:00+00,132300280050,YES,True,2020/02/18 12:20:00+00,25.79914796,-80.18572668,T6-36A-L,,BD15008745019E001,2020-02-18 09:44:00+00:00,2020/02/18 09:27:00+00,BD15008745019,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/06/26 16:44:00+00,500.0,0 Day(s) 2 Hour(s) 36 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,4998
4998,-80.18572668,25.79914796,4499,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 51 Minute(s) ,0.0,788 NE 23 ST,2020/02/18 09:46:00+00,132300280050,YES,True,2020/02/18 12:20:00+00,25.79914796,-80.18572668,T6-36A-L,,BD15008745020E001,2020-02-18 09:46:00+00:00,2020/02/18 09:30:00+00,BD15008745020,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/06/26 16:49:00+00,500.0,0 Day(s) 2 Hour(s) 34 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,4999
4999,-80.18572668,25.79914796,4500,0.0,BD15008745,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 51 Minute(s) ,0.0,788 NE 23 ST,2020/02/18 09:48:00+00,132300280050,YES,True,2020/02/18 12:20:00+00,25.79914796,-80.18572668,T6-36A-L,,BD15008745021E001,2020-02-18 09:47:00+00:00,2020/02/18 09:32:00+00,BD15008745021,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/03/26 14:47:00+00,500.0,0 Day(s) 2 Hour(s) 33 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,5000
8245,-80.1891213,25.80311573,8205,0.0,BD16008777,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 23 Hour(s) 17 Minute(s) ,0.0,2701 BISCAYNE BLVD,2019/02/13 08:31:00+00,132301030010,YES,True,2019/02/18 09:13:00+00,25.80311573,-80.1891213,T6-36A-O|T6-36A-L,,BD16008777037E001,2019-02-13 08:31:00+00:00,2019/02/12 11:23:00+00,BD16008777037,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/09 16:33:00+00,1000.0,5 Day(s) 0 Hour(s) 42 Minute(s) ,5.0,0.0,TEMPORARY FOR TESTING,8246
8252,-80.1891213,25.80311573,8206,0.0,BD16008777,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 23 Hour(s) 19 Minute(s) ,0.0,2701 BISCAYNE BLVD,2019/02/13 08:32:00+00,132301030010,YES,True,2019/02/18 09:15:00+00,25.80311573,-80.1891213,T6-36A-O|T6-36A-L,,BD16008777038E001,2019-02-13 08:32:00+00:00,2019/02/12 11:26:00+00,BD16008777038,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/09 16:38:00+00,1000.0,5 Day(s) 0 Hour(s) 43 Minute(s) ,5.0,0.0,TEMPORARY FOR TESTING,8253
8255,-80.1823103935841,25.835537480206,8505,0.0,BD16009516,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 4 Minute(s) ,0.0,6445 NE 7 AV,2019/10/18 11:43:00+00,132180000031,YES,True,2019/10/21 15:45:00+00,25.835537480206,-80.1823103935841,T5-R,0.0,BD16009516018E001,2019-10-18 11:42:00+00:00,2019/10/18 11:11:00+00,BD16009516018,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/09/02 13:08:00+00,20000.0,3 Day(s) 4 Hour(s) 3 Minute(s) ,3.0,0.0,LOW VOLTAGE COMPUTER / TV CABLE / PHONE TERMINAL|LOW VOLTAGE DATA-COMM|LOW VOLTAGE SECURITY CAMERAS,8256
