CompanyName,TotalCost
  GP INTERIORS GROUP CORP,25569.0
GMP Electric Corp.,25550.0
ROP Enterprises Corp.,25500.2
K2 PLUMBING GROUP,25500.0
Sobe National Builders  LLC,25500.0
MW CONTRACTORS INC,25500.0
Master Volt Electric Corp,25500.0
CV AC EXPERT LLC,25500.0
RV GENERAL ELECTRICAL CONTRACTOR ,25500.0
ARTISTIC CONCRETE SYSTEMS CORP,25500.0
SOLID BUILDING LLC,25500.0
Canseco Electrical Contractors,25500.0
DADE COUNTY AIR CONDITIONING CORP ,25485.0
Doortech Sales & Services Inc.,25455.0
TRISTAR ELECTRICAL CONTRACTORS INC DBA ROY ELECTRIC OF BROWARD,25400.0
Aluminum Fence Contractor Inc,25400.0
RECONSTRUCTION TEAM,25332.0
Di Pasqua Construction Inc.,25308.0
Evenings Delight  of  FT Lauderdale,25300.0
MARNO AIR CONDITIONING SERVICE  INC.,25250.0
FREEZING POINT AIR CONDITIONING LLC,25250.0
A & H Home Improvements LLC,25246.0
JOHNSON CONTROLS  INC,25200.0
FLORIDA GENERAL & ROOFING CONTRACTORS  LLC,25200.0
PIH ELECTRIC OF SOUTHWEST FLORIDA  LLC,25101.0
LB Electrical Contractor Inc.,25025.0
FP TILES PRO INC,25002.0
ALUMINUM GLASS PRECISION LLC,25000.0
EZ BLOCK CONSTRUCTION CORP,25000.0
Mars Pools Inc.,25000.0
SUN STATE GENERAL CONTRACTORS  LLC,25000.0
SEVERE RPMS LLC,25000.0
Adonai Construction LLC,25000.0
BUILDAZO INC.,25000.0
INTERSECKT CORP,25000.0
Sunstate Builders of South Florida Inc.,25000.0
SEMPER INC,25000.0
TSC SOUTHEAST LLC,25000.0
SELTZER CONSULTING GROUP,25000.0
Handcraft Construction Management Inc.,25000.0
Tech X Services  LLC,25000.0
Construtek Inc.,25000.0
Alpha One Security Solutions LLC,25000.0
Dons Plumbing,25000.0
MRK SERVICES AND MANAGEMENT LLC,25000.0
VEATRIUM LLC,25000.0
FOREVER A/C CORP,25000.0
MIM INTERNATIONAL CORP,25000.0
Sheps Plumbing Co. Inc,25000.0
MESA CONSTRUCTION TEAM INC,25000.0
ADS Plumbing LLC,25000.0
ROSELLOS ELECTRONICS INC.,25000.0
FULL PLUMBING,25000.0
ALL GAS SERVICES  INC.,25000.0
Delcons Inc,25000.0
AMOFSOUTHFLORIDA LLC,25000.0
Wire Wizards Electrical Contractor Inc,25000.0
TOTAL SERVICE CONTRACTING,25000.0
NABUC PLUMBING CORP.,25000.0
CARDOS CONSTRUCTION  CORP,25000.0
FBN CONSTRUCTION  LLC,25000.0
Benchmark Electric LLC,25000.0
PooMan Plumbing and Drain Clean,25000.0
RESOF LLC,25000.0
SOUTH FLORIDA MECHANICAL SERVICES  LLC ,25000.0
RAC Electric Inc.,25000.0
UNIVERSAL ELECTRIC OF FLORIDA INC,25000.0
S K Construction Company,25000.0
HABIFY DBA FLORIDA BUILDING PERFORMANCE  LLC,25000.0
PAN AM AIR COOLING SERVICES,25000.0
BARRIOS FINISHING SERVICES INC,25000.0
KAIROS CONSTRUCTION GROUP CORPORATION,25000.0
BMRP Plumbing Corporation,25000.0
Odebrecht Construction Inc,25000.0
IMAIM CAPITAL LLC,25000.0
Jireh Plumbing Corp,25000.0
ENCODERS INC,25000.0
pavon service & repairs corp DBA ICY GLOBAL AIR,25000.0
OCC MIAMI CORP/bdaMotion Builders,25000.0
BAY CONSTRUCTION AND DESIGN LLC,25000.0
ELECTROMECHANIC INDUSTRIES  INC/. dba VERMANA INC,25000.0
ELMER ELECTRIC LLC,25000.0
IBANEZ PLUMBING,25000.0
1 OAK HOME IMPROVEMENT INC.,25000.0
JUST 1 PLUMBING LLC,25000.0
Raymond Ranger,25000.0
GREENTECH AIR INC,25000.0
EXCELL ALARM SYSTEM INC,24995.0
KARIBE MECHANICAL SERVICE LLC,24985.0
FIVE CONSTRUCTION LLC.,24979.0
R D Souza Inc,24908.0
J & W ARCHITECTUAL FINISHES. CORP,24900.0
NEW CREATION PAINT & REMODELING INC,24880.0
Smart Choice Construction Inc,24867.0
ARCO ELECTRONICS INC,24850.0
Awnings & Shades International Inc. ,24838.0
MIDTOWN NOW  INC.,24811.0
JRA CONSTRUCTION GROUP LLC,24714.0
Lee Goldstein Construction Inc.,24705.0
om power services llc,24700.0
TRUE TECH SOLUTIONS INC,24675.0
Alumicenter Inc,24674.0
AMERICAN ASPHALT EQUIPMENT CORP. ,24600.0
FATHER & SON ELECTRICAL INC,24520.0
Grec GC LLC,24500.0
DOVELA LLC,24500.0
First Fence USA Inc.,24500.0
ECO DESIGN AND BUILD LLC,24500.0
AIR SYSTEM APPLIANCES  INC.,24470.0
KOMMERS CONSTRUCTION INC,24449.0
DESIGN CONCEPT REMODELING SERVICES LLC,24446.0
MR WOOD CUSTOM FLOORS INC,24415.0
FC HOME LLC,24400.0
AAA ABLE APPLIANCE SERVICE INC,24375.0
M5 Construction & Management  INC.,24277.0
CENTRAL PROPERTY CONSTRUCTION LLC,24251.0
LEONARDO BARNETCHE P.A. INC  DBA ACCURACY FLOORS,24244.0
Park Avenue Entries LLC,24109.0
KC & INTERIORS INC,24100.0
Ocean View Renovations  LLC,24014.0
EPIC Construction Group Inc.,24000.0
CUADRA CONSTRUCTION LLC,24000.0
Caribbean Fire & Security Inc.,24000.0
Integral Construction Services LLC,24000.0
JOHN J. RACK  INC./dba Rack electric,24000.0
ENVIGO CORP ,24000.0
SAFE ELECTRIC CONTRACTORS CORP. ,24000.0
OMG ELECTRIC INC,24000.0
HRN CONTRACTORS,23800.0
Always on Electric Inc.,23800.0
ANREX CONSTRUCTION  LLC,23780.0
Host Building Group LLC,23776.0
ABS GENERAL CONTRACTORS  INC,23750.0
Alline Construction Corp ,23750.0
PonsAir Inc.,23750.0
INTERCOASTAL ELECTRIC INC.,23700.0
SOUTHERN FLOW PLUMBING INC,23700.0
MJUL ELECTRICAL SERVICES,23650.0
MMA AIR CONDITIONING LLC,23600.0
911 COLD AIR INC,23550.0
BOSTICK CONTRACTING SERVICES INC,23500.0
LORDS A/C CORP,23500.0
OMNI DEVELOPMENT AND CONSULTING SERVICES LLC,23500.0
EU ELECTRICAL SERVICES LLC,23500.0
Makenzie Enterprise Inc.,23500.0
Storm Guard Windows & Doors,23427.0
J & M ELECTRICAL CONTRACTORS INC,23400.0
TRIANA FAMILY FENCE  INC. ,23400.0
CORZO UNLIMITED ELECTRIC  INC. ,23400.0
PVTEN DRYWALL LLC,23300.0
CARLTON & GRAHAM RETAIL CONSTRUCTORS  INC.,23300.0
R.E.T.C.  INC.,23250.0
CV QUALITY BUILDERS INC,23200.0
GO ELECTRICAL CONTRACTOR CORP,23200.0
HURRICANE WINDOWS & DOORS OF FLORIDA,23150.0
Build Masters LC  d/b/a Roof Masters & Plumbing Masters,23125.0
NORTHWEST PAINT & AWNING SERVICES CORP.,23004.0
AIR DEFINITION INC.,23000.0
Fire Co Safety & Equipment,23000.0
Synthetic Lawns of Miami Inc,23000.0
Calex Electric Corp,23000.0
SALBA BUILDERS CORP ,23000.0
J&A Elite Electric Inc,23000.0
LAU PROFESSIONAL SERVICES CORP,23000.0
Plumbtech Corp,23000.0
RotoTech Plumbing Inc,23000.0
One Stop Electric Corp.,22900.0
A&O Home Solution ,22900.0
ATLANTIC COAST FIRE EQUIPMENT CO.,22900.0
Xart Electric Inc.,22700.0
CLIS INVESTMENTS LLC ,22656.0
MAKE WAY CONSTRUCTION,22627.0
NEED A PLUMBER? INC.,22600.0
ROBSON ENTERPRISES GROUP  INC,22600.0
F & A TRADING AND INVESTMENT GROUP  INC.,22600.0
DARNA SERVICE INS,22550.0
PERELLO CONSTRUCTION INC ,22501.0
PROTEA CONSTRUCTION INC,22500.0
ORION ELECTRIC  INC,22500.0
JA UNIVERSAL CONSTRUCTION CORP,22500.0
LUIS A SERVICES INC /dba SMART COOLING,22500.0
AJ FULTON CONTRACTORS LLC.,22500.0
All Zone Air Conditioning Corp,22500.0
HAJJAR CONSTRUCTION LLC,22500.0
Perez Carlos E LLC DBA Carlos E. Perez Irrigation,22500.0
GLOBAL BUILDERS GROUP INC.,22476.0
SUPER RESTORATION SERVICE CO.,22473.0
BH BUILDERS ASSOCIATION LLC,22450.0
MR COMFORT FURNITURE CORP,22420.0
ALFA & OMEGA CONSTRUCTION  INC. ,22404.0
Corbelle Electric Inc,22400.0
G2 CONSTRUCTION GROUP LLC,22400.0
M M FENCE & SITEWORK CORP,22300.0
Mitra Construction LLC,22300.0
ENKY ELECTRICAL SERVICES INC,22300.0
FIVESTAR ELECTRIC SOLAR CONSTURCTION LLC,22100.0
Eamon Walsh Contruction   Inc,22000.0
DESIGN ENGINEERING CORP,22000.0
MASTER DIAMOND POOL SERVICE CORP,22000.0
M & A WINDOWS  INC,22000.0
DSM REMODELING & CONTRUCTION  INC,22000.0
Rousseau Contractors Inc.,22000.0
MCB FLOORING & PAINTINIG INC,22000.0
21 Construction  Inc.,22000.0
JORGE QUALITY INC,22000.0
MEM CONSTRUCTION LLC,22000.0
1ST UNITED COMPANIES INC,22000.0
ALLSTATE GENERAL CONTRACTOR & DEVELOPERS LLC,22000.0
TWINS TILE INSTALLATIONS INC,22000.0
A&A HERNANDEZ PLUMBING,22000.0
AIR TIME SERVICES  INC,22000.0
AROS ELECTRICAL LLC ,22000.0
Horizon Electric Inc Dba Horizon Security Systems,21990.0
SECURITY OPTIONS  INC.,21906.0
Whitetip Fire & Security LLc,21900.0
Scorpio Electric Inc.,21900.0
Lincoln Eletrical contractor Inc,21900.0
R&B REMODELING  INC,21900.0
Y & Y CONSTRUCTION INC.,21875.0
Tendon Systems LLC,21800.0
American Telephones & Data Inc.,21800.0
RIVES AIR CONDITIONING CORP,21785.0
Raffa Group LLC,21700.0
TOP CONSTRUCTION SERVICES LLC,21671.0
STORM HURRICANE SHUTTERS INC,21629.0
AT FLOORING AND CONSULTING LLC,21600.0
Going  Green  Ventures   INC dba Absolute Best Plumbing & Drain cleaning,21600.0
K.A.F. AIRCONDITIONING SERVICES INC,21575.0
PALLANGO CONSTRUCTION MANAGEMENT LLC,21500.0
ALEMANS SPRINKLERS & DESIGN  INC.,21500.0
CE Price Corp dba AAA Glass & Mirror,21500.0
AV Service Inc,21495.0
CHEROKEE GLASS ,21450.0
LUXURY WINDOWS CORP,21300.0
MR. FENCE LLC,21250.0
MANGONE & SONS CONSTRUCTION COMPANY II INC,21249.0
 UPDATEDROPAC SECURITY PRODUCTS  INC.,21160.0
STARK ROOFING INC,21000.0
Service Master Remediation Services,21000.0
GULFSTREAM TILE CONTRACTORS  INC.,21000.0
RAGOONAN FIRE PROTECTION INC,21000.0
BB CONSTRUCTION   LLC ,21000.0
BEA DEVELOPMENTS LLC,21000.0
CDTRONIX INTERIORS INC,21000.0
AMPECO ENTERPRISES INCORPARATED,21000.0
MKA ELECTRICAL CONTRACTOR INC,21000.0
ALL 4 BACKFLOWS CORPORATION,21000.0
MRC Plumbing & Backflow Inc.,21000.0
Alberts Wood Floors Inc,20900.0
QUINTESSENTIAL FENCE CONTRACTORS INC,20850.0
FLORIDA FIRE SAFETY INC,20850.0
CHAER CONSTRUCTION LLC,20840.0
LOSALI ENTERPRISE LLC,20826.0
Millennium Integration Technology Corp,20800.0
MARIN ELECTRICAL SOLUTIONS  LLC,20800.0
Tim Brown Plumbing  Inc,20750.0
ATLAS DOOR & GATE INC,20750.0
KINGDOM IRON WORKS LLC,20700.0
ACTION WINDOWS & GLASS INC,20690.0
ALL COUNTY DKI,20600.0
I Power Electric Inc,20600.0
Multi Span Structural Engineering Corp.,20577.0
ICON CONSTRUCTION & REMODELING INC,20500.0
JB Waterworks Corp,20500.0
AXIS CONTRACTING LLC,20450.0
MIAMI FIRST REMODELING CORPORATION,20420.0
JOE R JONES CONSTRUCTION INC,20400.0
SNOWMAN AIR CONDITIONING INC,20400.0
GWW CONSTRUCTION INC,20300.0
W. Sebastiani  Inc,20300.0
PRO ELECTRICAL SOLUTIONS INC,20300.0
GRUPO MONTIEL LLC,20300.0
ABIL CONSTRUCTION CORP,20251.0
FARELI GROUP INC,20241.0
GUINN & SONS HURRICANE PROTECTION INC,20200.0
MR DOOR MAN INC,20165.0
AMKE Construction Corp,20030.0
CITY OF MIAMI,20025.0
FREEWAY PLUMBING INC.,20000.0
SPP Construction Inc.,20000.0
CASAPLEX SOUTH LLC,20000.0
AJ2 SOLUTIONS FUTURO CORP,20000.0
MPM Classic Air Corp,20000.0
EMPIRE ENGINEERING SERVICES CORP,20000.0
MC Flooring Corp.,20000.0
PARKWOOD POOLS AND PAVERS LLC,20000.0
SANOMA KITCHEN & BATH,20000.0
ATC ENGINEERING INC,20000.0
AJM HVAC TECHNOLOGY SERVICES CORP SOUTHERN MECHANICAL SERVICES,20000.0
Arias Marble and Tile Corp.,20000.0
CARE CONSTRUCTION INC,20000.0
MARE BUILDING INC.,20000.0
KSORA CONSTRUCTION LLC,20000.0
ARS/RESCUE ROOTER,20000.0
FIRST CHOICE DRAIN AND LEAK SPECIALIST  INC,20000.0
COMPLETE HOME IMPROVEMENT GROUP INC.,20000.0
GRANA ELECTRIC  AIR CONDITIONING & PUMBING  INC.,20000.0
BLUEPRINT PLUMBING LLC,20000.0
ILLUSION POOL SERVICES INC,20000.0
COOL GUYS AIR CONDITIONING  LLC,20000.0
GREGORY A. DIXON  CORP.,20000.0
Comfort Zone Air Conditioning Inc,20000.0
Construction Services of Broward  Inc,20000.0
JDC A/C SERVICE & REPAIR CORP,20000.0
CTC CONSTRUCTION GROUP LLC,20000.0
Plumbing Master Systems Inc,20000.0
VANGUARD DEVELOPMENT GROUP LLC,20000.0
STEPHENS ELECTRIC LLC,20000.0
EZ PLUMBING SALES & SERVICE  INC,20000.0
Vulkn Construction Inc.,20000.0
ROOFERS & PLUMBERS INC,20000.0
LCI CONSTRUCTION OF SOUTH FLORIDA,20000.0
J & J DAVIS PLUMBING SERVICE INC.,20000.0
FLORIDA GAS SERVICES CORP.,20000.0
CARRIERE CUSTOM PLUMBING LLC,20000.0
A PLUS ICE INC.,20000.0
FOREVER GAS CORP,20000.0
Joseph Plumbing LLC,20000.0
SOUTHERN COMFORT AIR CONDITIONING AND BUILDERS CORP,20000.0
The Redland Company Inc.,20000.0
AIR ZONE MECHANICAL INC,20000.0
ELECTRICFIRE CORP,20000.0
Ganz Plumbing Company Inc.,20000.0
D & D BUILDERS INC DBA COMMUNITY ROOFING,20000.0
BRIGCON CONSULTING SERVICES INC,20000.0
DG Quality Plumbing Inc ,20000.0
AUTHENTIC CONSTRUCTION AFFAIRS CORP,20000.0
J .L.C PLUMBING LLC,20000.0
EE Construction & Renovations Inc.,20000.0
A Speedy Plumbing Inc  Sam Venice DBA,20000.0
HD SMART SOLUTIONS,20000.0
EIGHTY NINE INC,20000.0
MERAKI DESIGN & CONSTRUCTION  LLC,19950.0
PRECISION DESIGN SERVICES INC,19945.0
Triangle Fire Inc,19944.0
Advanced Fence Construction LLC,19890.0
JC CONSTRUCTION & DESIGN  INC,19830.0
FIREMAX FIRE PROTECTION INC,19800.0
AMG Contractor Inc,19800.0
RYD CONSTRUCTION LLC,19800.0
Tropical Windows Manufacturing Inc,19800.0
GENERATION VENTURES CORP,19800.0
Reliable Sprinkler System/ DO NOT USE THIS COMPANY,19800.0
AGE TO PERFECTION RENOVATIONS  LLC,19770.0
LUSA BEST SERVICES CORP,19700.0
GOLD COAST CONSTRUCTION COMPANY,19700.0
JPG Construction Group,19700.0
Thecon Electric Inc.,19617.6
THE WEITZ GROUP,19600.0
Ray Of Light Electric Inc,19600.0
CASANOVA ELECTRIC CONTRACTORS  INC,19575.0
TRUST N WILLIAMS L.L.C,19500.0
AAA MECHANICAL  INC,19500.0
DAN PALIVODA & SONS ELECTRIC,19500.0
US MECHANICAL SERVICES INC.,19500.0
BUILT TO LAST CONSTRUCTION SERVICES CORP,19480.0
PRIME BUILDERS ,19460.0
VICTORIA ROOFING INC,19414.0
Mac All Design Corp,19400.0
ALLSYSTEMS ROOFING CONSTRUCTION INC.,19400.0
Modern Mechanical Solutions Inc.,19385.0
BUILDIT CONSTRUCTION CONCEPTS LLC,19243.0
HAUS NATUR LLC,19238.0
Cross County Fire And Security LLC,19200.0
Tropical Property Restoration Inc,19164.0
Another Garage & Gate Inc.,19160.0
JRM SERVICES CORPORATION ,19150.0
SHUTTER HANGERS  INC ,19100.0
Premium Flooring Design LLC,19025.0
Jocy Construction & Design Corp.,19000.0
QUADM CONSTRUCTION & DEVELOPMENT LLC,19000.0
INNOVATIONS & RENOVATIONS BY REY  INC ,19000.0
Three Brothers Roofing,19000.0
RISING SUN ELECTRIC LLC,19000.0
3 M & Y INC.,19000.0
Costa Sol Construction,19000.0
S & S INTERNATIONAL CORPORATION,19000.0
Walter General Construction LLc,18960.0
Mikes Tile & Marble Services Inc,18936.0
American Structural Corporate Inc,18904.28
Pioneer Building Services  Inc. ,18900.0
 EAGLE ENTERPRISES ROOFING INC ,18900.0
SHORELINE DESIGN SOLUTIONS LLC,18900.0
Mega Construction Group Inc.,18845.0
BTNH ADVISORS LLC,18834.0
Vital A/C Solutions Inc,18825.0
South Florida Construction Home Improvement,18800.0
Domus Aurea Development LLC,18800.0
JP ARCH. CONSULTING LLC/DBA HABITAT BUILD CREATE,18800.0
LYNDA CARPET INC. DBA LINDA CARPET,18765.0
M.ESCARDA CONTRACTOR INC,18750.0
BESTWEBRUS LLC,18700.0
Big Brother Iron Work Corp. ,18700.0
VELEX  INC,18640.0
NOBLE AIR & HEAT  INC/dba CRD SERVICES INC,18600.0
NEXT LEVEL USA LLC,18500.0
FREDDYS ELECTRIC & LIGHTING CORP,18500.0
POWER PROS FL LLC,18500.0
Plumbtech Plumbing & Septic Inc,18500.0
REMOTRACTS INC,18500.0
ARMOR FIRE AND SECURITY INC,18500.0
Low Voltage Systems Inc,18473.0
COMMUNITY TELEPHONE INC.,18459.0
COMET ELECTRIC AND EQUIPMENT  L.L.C.,18400.0
AFL Enterprise Services  DO NOT USE,18333.0
POWER ENTERPRISE ELECTRICAL CORP,18300.0
AZTEC SOUTH INC,18300.0
Havana Fence LLC,18290.0
creative carpet flooring inc ,18281.0
Borphosis LLC,18203.0
ACCURACY ELECTRIC LLC,18200.0
YD GLOBAL ELECTRIC INC,18200.0
GMG LIMITED COMPANIES INC,18200.0
J ALL SERVICES CORP CLEAN AND CLEAR POOLS,18150.0
Black Fire Protection  Inc.,18100.0
SMART TECHNOLOGY VENTURES LLC (DBA  SMART SOLUTIONS),18086.0
BRICKELL VIZCAYA DEVELOPMENT  INC,18000.0
RUBELES INC,18000.0
Divino Air LLC,18000.0
360 Electrical & Engineering Services LLC DBA 360 Energy Solutions LLC & GEM 360,18000.0
SAHARA ROOFING CORP,18000.0
ADVANCED ELECTRICAL SOLUTIONS  INC. ,18000.0
THE GATE & CONSTRUCTION INC,18000.0
All In One Diaz Corporation,18000.0
MATTBETH CONSTRUCTION LLC ,18000.0
SPARKS ELECTRIC USA CORP,18000.0
ALL IN 1 PLUMBING INC.,18000.0
IROSS Flooring Inc.,18000.0
ALLIED CONTRACTORS  INC ,18000.0
Edd Helms Group Inc. DBA Edd Helms Electric,18000.0
Einhorn Construction Inc.,18000.0
Rusco Enterprises Inc,18000.0
ALPHA SECURITY & FIRE ALARM SERVICES  INC. ,18000.0
3S GROUP LLC,18000.0
Habitat Solutions Group ,18000.0
P.L.BUILDERS CORP ,18000.0
Quality Plus Construction,18000.0
DURHAM BROTHERS INC,17897.0
EXCELL CONSTRUCTION & DEVELOPMENT CO.,17875.0
GARCIA SERVICES LLC,17806.0
USAC International  Inc.,17800.0
Development Electrical Contractor Inc,17750.0
ACR Concrete Services LLC,17718.0
AA Glass & Mirror LLC,17700.0
R A Construction Inc,17625.0
HOME ONE FLOORING CONTRACTORS CORP ,17600.0
DALE PLUMBING INC,17600.0
FAMILY ELECTRIC,17500.0
ARO Electrical Contractor Inc.,17500.0
COOL RUNNING AIR  INC,17500.0
SOUTHERN AIR  INC,17500.0
RK CUSTOM INSTALLATION INC,17500.0
ADVANCE TECHNICAL CONSTRUCTION COMPANY,17500.0
TRIPLE S SERVICES LLC,17500.0
GF Construction Group  LLC,17500.0
ALABAO ROOFING SERVICES CORP,17500.0
ELECTRIK PROS LLC,17500.0
Spring Air Conditioning Inc,17500.0
J.F. SMITH DESIGN & BUILD  INC. ,17500.0
AASAP CONSTRUCTION,17500.0
GREEN ALLIANCE INC,17500.0
IMPACT GLASS SERVICES LLC,17485.0
MIGHTY EAGLE CONSTRUCTION GROUP CORP,17475.0
Cimag Construction Inc,17450.0
Vizcaya Estates Development Inc.,17400.0
H & L GENERAL CONTRACTORS INC,17375.0
Precision Tech Inc,17350.0
XCELLENCE CONSTRUCTION LLC,17350.0
ETC UNLIMITED INC.,17340.0
1 STOP UPGRADES INC,17315.0
RenewIt.Com  Inc.,17300.0
GARAGE DOOR SOLUTIONS CORP,17293.0
Marrero & Son Construction LLC,17230.0
WATERFLOW IRRIGATION INC,17216.0
B and B Elec Co,17200.0
MCKENZIE CONSTRUCTION CO,17200.0
Miami Skyline Construction Service Corp,17200.0
D B STONE CORP,17180.0
CEVIAN DEVELOPERS  LLC,17126.0
WEATHERSHIELD AIR CONDITIONING  INC.,17125.0
STAR ISLAND CONCRETE DESIGN CORP,17100.0
Arvany Building Works LLC,17080.0
SOFLI Windows & Doors  LLC.,17050.0
LAST CHANCE GLASS INC,17010.0
Precision REfrigeration & AC Repair of South Florida LLC,17001.0
CLOSE PERMITS FAST INC,17000.0
HOPE ELECTRICAL CONTRACTOR LLC,17000.0
ESKIMO 24 HOUR A/C AND REFRIGERATION  INC,17000.0
EAST COAST PLUMBING AND DRAIN SERVICES CORP,17000.0
METAL DESIGN & ENGINEERING  INC.,17000.0
BORGES ROOFING  INC.,17000.0
Ace Construction & Design Services LLC,17000.0
Florida Builders & Associates Corp.,17000.0
Unlimited Electrical Solutions LLC,17000.0
Ando Building Corporation ,17000.0
CLIMATE CARE AIR CONDITIONING INC,17000.0
BRITO CONSTRUCTION GROUP  INC,17000.0
ALEMANY LLC,17000.0
Gelabert Construction Inc,17000.0
BELLE MAISON CONSTRUCTION LLC,17000.0
AIR 4 YOU  INC. ,17000.0
OMTELCOMM INC DBA OMTEL,16901.0
Performance Glass,16900.0
LS CUSTOM ELECTRIC INC,16870.0
A PLUS PERFECT FIRE PROTECTION INC,16850.0
Almanat Construction LLC,16850.0
MAX GLASS & MIRRORS  INC,16818.0
4 STAR SERVICES  INC,16800.0
GLOBAL MECHANICAL INC,16775.0
PADEXPO STONE & COVERING LLC,16765.0
ELIS MECHANICAL CORP.,16670.0
EPIPHANY ELECTRIC LLC,16600.0
CONELEC USA CORP,16600.0
TOLE ELECTRIC INCORPORATED,16557.0
LYON HEAD GALO CORP. THE,16550.0
DEMART ELECTRIC LLC,16536.0
NORTH AMERICAN BUILDERS INC,16500.0
YELLOW HORN INC,16500.0
Higher Living Construction Inc,16500.0
United Construction Partners  LLC,16500.0
Dial Plumbing Corp,16500.0
ALCO CONSTRUCTION CORP,16500.0
RELYC CONTRACTOR CORP.,16500.0
MAINTENX  INTERNATIONAL SERVICE MANAGEMENT GROUP,16461.0
ALL BUILDING AND CONSTRUCTION LLC,16414.0
Perdomo Construction Inc.,16400.0
STATE PRO ELECTRIC INC,16350.0
MARCELO SOLUTIONS  INC. ,16300.0
Guardian Hurricane Protection,16227.0
FERROM CONSTRUCTION CORP.,16200.0
UNLIMITED FENCES LLC,16182.0
HOP ELECTRICAL INC,16175.0
LASORSA ENTERPRISES INC,16150.0
Coastal Construction & Consulting Corp,16080.0
Juliao Garage Doors Inc.,16075.0
A & F Hurricane Shutters,16030.0
Mizpah Electric Inc,16000.0
KAESTLE ENTERPRISES  INC.  dba C.A. Mechanical,16000.0
RISH CONSTRUCTION  INC. ,16000.0
American Integrated Security Group Inc,16000.0
FREDDY MEGAWATT LLC,16000.0
TRIPLE PLATINUM LLC,16000.0
MAG INFINITY GROUP,16000.0
LIBERTY IMPACT WINDOWS & DOORS  INC,16000.0
ROLLING DOOR INDUSTRIES DBA ROLLING  DOOR MANUFACTURING,16000.0
A SUPER GARAGE DOOR INC.,16000.0
FLGC CONSTRUCTION  INC,16000.0
PLUMBING MASTERS SERVICE CORP,16000.0
TJ of Miami Inc.,16000.0
OLEA ELECTRIC LLC,16000.0
CARLES CONSTRUCTION  LLC ,16000.0
ABACUS CONSTRUCTION  INC,16000.0
BLANCO FLOORING INC. ,16000.0
Protective Security Solutions Inc.,16000.0
MVP PLUMBING  INC.,16000.0
MG ENTERPRISES OF KEY LARGO  INC. ,15900.0
GLOBUS DEVELOPMENT  INC. ,15896.0
Design with Image LLC,15890.0
AAA Garage Door Inc. ,15810.0
ACE FIRE SPRINKLERS INC.,15800.0
VENTILATION PROS CORP,15800.0
Aluma Outdoor Design LLC,15751.0
MPS SOLUTIONS INC ,15700.0
G & GF QUALITY IRON LLC,15688.0
Nicola Electric Inc,15607.0
AG & RG GENERAL CONTRACTOR INC.,15600.0
SUMMA MECHANICAL CONTRACTORS LLC,15600.0
Ross Electric Solutions INC.,15600.0
EAST & WEST RECONSTRUCTION LLC,15570.0
FLORIDA A/C GREEN,15550.0
MDS ENGINEERING CORP,15500.0
RONEAN PLUMBING INC,15500.0
SECURITY TECHNOLOGIES NETWORK INC,15500.0
Caston Roofing Inc,15500.0
HOME SERVICE BUILDERS CORP,15500.0
AC Mechanical Solution INC.,15500.0
KARCH ENERGY CONTRACTORS INC,15500.0
TEM ELECTRIC INC,15400.0
SANTANAS LAWN SPRINKLERS,15400.0
TROPIC FENCE  INC. ,15382.0
K&A ELECTRIC CORP ,15340.6
EROD SERVICES CORP ,15340.0
JAG HOMES GENERAL CONTRACTOR INC,15330.0
POWER BY PURKIS INC,15317.0
Armstrong Building Contractors Inc.,15304.0
ILLUSIVE AUTOMATION INC,15300.0
PPLAB USA CORP,15250.0
BTB Electric  LLC,15250.0
ROYAL AIR CONDITIONING INC,15250.0
MAREY ELECTRIC INC.,15200.0
MIAMI FLOOR COVERING INC,15198.0
ALL TCS LLC,15198.0
Cambridge Specialty Construction Corp.,15100.0
MIKEMAR TILE INC,15020.0
JML PLUMBING ,15000.0
J.C. & Associates Group Inc,15000.0
CITY BUILDERS  INC.,15000.0
Highline Electric Co.,15000.0
Best Power Electrical Solutions INC,15000.0
C.A.K. Builders Inc,15000.0
J PALMER GROUP INC,15000.0
TOTAL FIRE SPRINKLER CORp,15000.0
CAMP AIR INC,15000.0
BUELL VENTURES CORPORATION,15000.0
INTELLIGENT AUDIO/VIDEO INC,15000.0
High Quality Underground Services In,15000.0
DBR ENTERPRISES INC,15000.0
Gozlan Electric  LLC,15000.0
OLIVARES IRON WORKS CORPORATION,15000.0
Nu Tech Electricity Inc,15000.0
YBM Electric Inc.,15000.0
Albert Tile Corp,15000.0
Albany Homes Construction Inc.,15000.0
GENESIS SYSTEMS INTEGRATION LLC,15000.0
GENESIS ALARM TECHNOLOGIES INC ,15000.0
Electrical Petroleum Services Corp ,15000.0
AWNING AND FENCE CORPORATION OF SOUTH FLORIDA INC,15000.0
Service Resource Co.,15000.0
SPECIALIZED FIRE & SECURITY  INC,15000.0
ACCURATE PLUMBING SOLUTIONS   INC.,15000.0
E.J & C ELECTRICAL & AUTOMATIZATION   INC,15000.0
MILLENNIUM MAKEOVER INC,15000.0
DANROD DOOR FLOORING PAINTING & CARPENTRY SERVICES,15000.0
ACE AIR Conditioning & Refrigeration Inc.,15000.0
Pentagen Homes LLC,15000.0
M A A Construction Inc,15000.0
DAVID VIERA  LLC,15000.0
Midtown Video Inc,15000.0
PMA Electric Inc.,15000.0
Fresh Cooling Inc,15000.0
