CompanyName,TotalCost,CompanyName,RemSQFT
ARCO ELECTRONICS INC,24850.0,3,0.0
Awnings & Shades International Inc. ,24838.0,2,0.0
MIDTOWN NOW  INC.,24811.0,1,0.0
CENTURY BUILDERS INC,24750.0,3,220.0
JRA CONSTRUCTION GROUP LLC,24714.0,3,0.0
Lee Goldstein Construction Inc.,24705.0,1,0.0
om power services llc,24700.0,2,800.0
TRUE TECH SOLUTIONS INC,24675.0,1,0.0
Alumicenter Inc,24674.0,2,206.0
REGENCY COMMUNICATIONS INC,24637.0,2,0.0
AMERICAN ASPHALT EQUIPMENT CORP. ,24600.0,3,0.0
FATHER & SON ELECTRICAL INC,24520.0,1,1929.0
ECO DESIGN AND BUILD LLC,24500.0,4,0.0
DOVELA LLC,24500.0,2,164.0
FOSTER CONSTRUCTION GROUP  INC,24500.0,1,0.0
KOMMERS CONSTRUCTION INC,24449.0,2,0.0
DESIGN CONCEPT REMODELING SERVICES LLC,24446.0,2,0.0
MR WOOD CUSTOM FLOORS INC,24415.0,1,0.0
DADE CONTRACTING  INC,24400.0,7,0.0
FC HOME LLC,24400.0,3,100.0
AAA ABLE APPLIANCE SERVICE INC,24375.0,2,5470.0
Air Rescue Inc,24299.0,3,1901.0
M5 Construction & Management  INC.,24277.0,1,0.0
FORTH CONSTRUCTION  LLC,24264.0,2,0.0
CENTRAL PROPERTY CONSTRUCTION LLC,24251.0,2,0.0
LEONARDO BARNETCHE P.A. INC  DBA ACCURACY FLOORS,24244.0,4,0.0
KC & INTERIORS INC,24100.0,2,320.0
Ocean View Renovations  LLC,24014.0,2,0.0
CUADRA CONSTRUCTION LLC,24000.0,1,0.0
EPIC Construction Group Inc.,24000.0,3,60.0
Integral Construction Services LLC,24000.0,2,300.0
ENVIGO CORP ,24000.0,2,0.0
SYNERGY GENERAL CONTRACTING LLC ,24000.0,2,0.0
AlWays Cool Air & Mechanical Inc,24000.0,2,500.0
AMOA Construction Corp,24000.0,7,0.0
HRN CONTRACTORS,23800.0,2,20.0
ANREX CONSTRUCTION  LLC,23780.0,2,0.0
Host Building Group LLC,23776.0,1,0.0
PonsAir Inc.,23750.0,4,5590.0
ABS GENERAL CONTRACTORS  INC,23750.0,3,100.0
Alline Construction Corp ,23750.0,3,250.0
MJUL ELECTRICAL SERVICES,23650.0,3,780.0
MMA AIR CONDITIONING LLC,23600.0,4,4182.0
BOSTICK CONTRACTING SERVICES INC,23500.0,2,2926.0
OMNI DEVELOPMENT AND CONSULTING SERVICES LLC,23500.0,2,0.0
A & I Enterprises of South Florida Inc,23500.0,4,6666.0
OMG ELECTRIC INC,23500.0,1,0.0
Storm Guard Windows & Doors,23427.0,1,0.0
Somitech Concrete & Paving Engineering Inc.,23400.0,3,0.0
TRIANA FAMILY FENCE  INC. ,23400.0,2,0.0
CORZO UNLIMITED ELECTRIC  INC. ,23400.0,1,1160.0
TERRA GROUP INTERNATIONAL INC.,23346.0,9,1410.0
PVTEN DRYWALL LLC,23300.0,3,50.0
N.E.W. CARPET INC. dba NEW flooring,23280.0,3,0.0
SUNTECH ELECTRIC INC,23250.0,6,100.0
CV QUALITY BUILDERS INC,23200.0,2,0.0
HURRICANE WINDOWS & DOORS OF FLORIDA,23150.0,1,0.0
NORTHWEST PAINT & AWNING SERVICES CORP.,23004.0,4,0.0
ELEKTRICAL ADVANTAGE INC ,23000.0,2,0.0
RotoTech Plumbing Inc,23000.0,2,2953.0
LAU PROFESSIONAL SERVICES CORP,23000.0,2,0.0
Plumbtech Corp,23000.0,4,790.0
Triangle Electric & Fire  LLC,23000.0,2,1200.0
South Florida Water and Mold Restoration Inc. ,23000.0,1,0.0
ON DEMAND PLUMBING AND SEPTIC CORP,23000.0,2,223.0
Fire Co Safety & Equipment,23000.0,8,0.0
J&A Elite Electric Inc,23000.0,5,1060.0
SALBA BUILDERS CORP ,23000.0,3,60.0
Synthetic Lawns of Miami Inc,23000.0,1,0.0
A&O Home Solution ,22900.0,2,80.0
ATLANTIC COAST FIRE EQUIPMENT CO.,22900.0,2,0.0
One Stop Electric Corp.,22900.0,4,0.0
MR1 Corporation,22827.4,2,1253.0
Symmentry Construction Group Corp.,22825.0,8,18.0
Always on Electric Inc.,22800.0,1,1300.0
BAHRI DEVELOPMENTS  INC,22800.0,4,0.0
Xart Electric Inc.,22700.0,3,6941.0
CLIS INVESTMENTS LLC ,22656.0,1,0.0
MAKE WAY CONSTRUCTION,22627.0,2,0.0
NEED A PLUMBER? INC.,22600.0,2,180.0
F & A TRADING AND INVESTMENT GROUP  INC.,22600.0,2,0.0
ROBSON ENTERPRISES GROUP  INC,22600.0,2,0.0
BH BUILDERS PRO LLC,22518.0,5,1.0
Diegon LLC,22501.0,4,0.0
PERELLO CONSTRUCTION INC ,22501.0,1,360.0
JA UNIVERSAL CONSTRUCTION CORP,22500.0,2,0.0
MACKLE BUILDERS  INC.,22500.0,2,0.0
WEGLOBAL ELECTRIC LLC,22500.0,3,800.0
AJ FULTON CONTRACTORS LLC.,22500.0,1,0.0
PROTEA CONSTRUCTION INC,22500.0,2,264.0
All Zone Air Conditioning Corp,22500.0,2,1859.0
INTERCOASTAL ELECTRIC INC.,22500.0,2,0.0
LUIS A SERVICES INC /dba SMART COOLING,22500.0,1,0.0
Perez Carlos E LLC DBA Carlos E. Perez Irrigation,22500.0,3,0.0
MR COMFORT FURNITURE CORP,22420.0,1,0.0
ALFA & OMEGA CONSTRUCTION  INC. ,22404.0,1,0.0
G2 CONSTRUCTION GROUP LLC,22400.0,2,0.0
Corbelle Electric Inc,22400.0,4,1004.0
Mitra Construction LLC,22300.0,2,0.0
ENKY ELECTRICAL SERVICES INC,22300.0,6,775.0
M M FENCE & SITEWORK CORP,22300.0,4,0.0
American Star Construction Inc.,22200.0,6,0.0
FIVESTAR ELECTRIC SOLAR CONSTURCTION LLC,22100.0,2,1177.0
A PLUS FIRE PROTECTION INC,22050.0,7,0.0
M & A WINDOWS  INC,22000.0,1,0.0
MEM CONSTRUCTION LLC,22000.0,1,1004.0
AIR TIME SERVICES  INC,22000.0,3,2228.0
DSM REMODELING & CONTRUCTION  INC,22000.0,2,0.0
MCB FLOORING & PAINTINIG INC,22000.0,3,0.0
Rousseau Contractors Inc.,22000.0,1,0.0
ALLSTATE GENERAL CONTRACTOR & DEVELOPERS LLC,22000.0,1,0.0
A&A HERNANDEZ PLUMBING,22000.0,3,210.0
ASCENT CONSTRUCTION LLC,22000.0,4,0.0
Absolute Temperature ,22000.0,2,0.0
AROS ELECTRICAL LLC ,22000.0,2,934.0
21 Construction  Inc.,22000.0,1,250.0
Eamon Walsh Contruction   Inc,22000.0,1,0.0
Horizon Electric Inc Dba Horizon Security Systems,21990.0,2,0.0
USA QUALITY CONTRACTOR INC ,21965.0,5,147.0
SECURITY OPTIONS  INC.,21906.0,3,0.0
Lincoln Eletrical contractor Inc,21900.0,3,1258.0
Whitetip Fire & Security LLc,21900.0,3,0.0
R&B REMODELING  INC,21900.0,1,0.0
CLASSIC DAVILA FLOORS  INC,21813.0,1,0.0
American Telephones & Data Inc.,21800.0,4,0.0
TRUE LINE CONTRACTING & REMODELING SERVICES INC,21800.0,1,1972.0
Tendon Systems LLC,21800.0,1,0.0
RIVES AIR CONDITIONING CORP,21785.0,2,2021.0
Raffa Group LLC,21700.0,3,0.0
NEW ERA ELECTRIC INC,21700.0,2,326.0
TOP CONSTRUCTION SERVICES LLC,21671.0,2,0.0
STORM HURRICANE SHUTTERS INC,21629.0,1,0.0
AT FLOORING AND CONSULTING LLC,21600.0,3,0.0
Going  Green  Ventures   INC dba Absolute Best Plumbing & Drain cleaning,21600.0,7,60.0
911 COLD AIR INC,21550.0,3,1500.0
SOUTH TECH ELECTRIC CORP,21550.0,3,900.0
L & R Plumbing Corporation,21500.0,3,637.0
PALLANGO CONSTRUCTION MANAGEMENT LLC,21500.0,2,0.0
ALEMANS SPRINKLERS & DESIGN  INC.,21500.0,3,0.0
CE Price Corp dba AAA Glass & Mirror,21500.0,1,0.0
AV Service Inc,21495.0,2,3036.0
CHEROKEE GLASS ,21450.0,1,0.0
LUXURY WINDOWS CORP,21300.0,2,0.0
MR. FENCE LLC,21250.0,4,0.0
MANGONE & SONS CONSTRUCTION COMPANY II INC,21249.0,2,0.0
DOT CONSTRUCTION  INC. ,21200.0,3,0.0
 UPDATEDROPAC SECURITY PRODUCTS  INC.,21160.0,1,0.0
WRANGLER CONSTRUCTION INC. ,21012.0,5,0.0
AMPECO ENTERPRISES INCORPARATED,21000.0,1,0.0
GULFSTREAM TILE CONTRACTORS  INC.,21000.0,2,0.0
RAGOONAN FIRE PROTECTION INC,21000.0,2,0.0
Service Master Remediation Services,21000.0,1,0.0
MRC Plumbing & Backflow Inc.,21000.0,4,463.0
ALL 4 BACKFLOWS CORPORATION,21000.0,2,1794.0
MKA ELECTRICAL CONTRACTOR INC,21000.0,1,799.0
CDTRONIX INTERIORS INC,21000.0,2,0.0
Evenings Delight  of  FT Lauderdale,21000.0,3,0.0
BEA DEVELOPMENTS LLC,21000.0,1,336.0
STARK ROOFING INC,21000.0,1,0.0
BB CONSTRUCTION   LLC ,21000.0,1,0.0
HARBOUR MARINE SYSTEMS  INC DBA VIDELIOHMS,21000.0,3,0.0
QUINTESSENTIAL FENCE CONTRACTORS INC,20850.0,4,0.0
FLORIDA FIRE SAFETY INC,20850.0,3,0.0
CHAER CONSTRUCTION LLC,20840.0,3,0.0
LOSALI ENTERPRISE LLC,20826.0,2,0.0
Millennium Integration Technology Corp,20800.0,1,0.0
MARIN ELECTRICAL SOLUTIONS  LLC,20800.0,2,200.0
Tim Brown Plumbing  Inc,20750.0,3,250.0
ATLAS DOOR & GATE INC,20750.0,2,0.0
KINGDOM IRON WORKS LLC,20700.0,3,0.0
ACTION WINDOWS & GLASS INC,20690.0,1,0.0
I Power Electric Inc,20600.0,4,910.0
SYNERGY ELECTRICAL INC ,20600.0,10,0.0
ICON CONSTRUCTION & REMODELING INC,20500.0,1,0.0
EU ELECTRICAL SERVICES LLC,20500.0,2,2065.0
AXIS CONTRACTING LLC,20450.0,2,0.0
MIAMI FIRST REMODELING CORPORATION,20420.0,2,150.0
JOE R JONES CONSTRUCTION INC,20400.0,1,233.0
SNOWMAN AIR CONDITIONING INC,20400.0,2,1100.0
GWW CONSTRUCTION INC,20300.0,3,0.0
GRUPO MONTIEL LLC,20300.0,2,1.0
W. Sebastiani  Inc,20300.0,2,0.0
DAYCA ENTERPRISES INC. ,20300.0,2,0.0
ABIL CONSTRUCTION CORP,20251.0,1,324.0
FARELI GROUP INC,20241.0,1,0.0
GUINN & SONS HURRICANE PROTECTION INC,20200.0,4,0.0
MR DOOR MAN INC,20165.0,8,0.0
AMKE Construction Corp,20030.0,3,0.0
CITY OF MIAMI,20025.0,5,600.0
Ganz Plumbing Company Inc.,20000.0,1,2200.0
TRISTAR ELECTRICAL CONTRACTORS INC DBA ROY ELECTRIC OF BROWARD,20000.0,1,0.0
LAREDO PLUMBING INC,20000.0,1,1350.0
KSORA CONSTRUCTION LLC,20000.0,1,0.0
KLM OF SOUTH FLORIDA INC,20000.0,3,3200.0
J .L.C PLUMBING LLC,20000.0,1,775.0
AUTHENTIC CONSTRUCTION AFFAIRS CORP,20000.0,2,100.0
DARNA SERVICE INS,20000.0,1,0.0
Joseph Plumbing LLC,20000.0,1,3695.0
CTC CONSTRUCTION GROUP LLC,20000.0,2,0.0
Construction Services of Broward  Inc,20000.0,1,0.0
AJM HVAC TECHNOLOGY SERVICES CORP SOUTHERN MECHANICAL SERVICES,20000.0,1,0.0
INTEGRAL CONSTRUCTION GROUP  INC. ,20000.0,1,164.0
COMPLETE HOME IMPROVEMENT GROUP INC.,20000.0,1,0.0
Comfort Zone Air Conditioning Inc,20000.0,1,500.0
AJ2 SOLUTIONS FUTURO CORP,20000.0,1,0.0
AIR ZONE MECHANICAL INC,20000.0,1,2648.0
STEPHENS ELECTRIC LLC,20000.0,1,0.0
IMA Projects & Installation LLC,20000.0,1,1656.0
JDC A/C SERVICE & REPAIR CORP,20000.0,1,1670.0
ATC ENGINEERING INC,20000.0,1,0.0
COOL GUYS AIR CONDITIONING  LLC,20000.0,3,8383.0
J & J DAVIS PLUMBING SERVICE INC.,20000.0,2,2070.0
EMPIRE ENGINEERING SERVICES CORP,20000.0,2,0.0
Alexton Installation Inc,20000.0,2,0.0
ELECTRICFIRE CORP,20000.0,1,0.0
Plumbing Master Systems Inc,20000.0,2,18927.0
MPM Classic Air Corp,20000.0,1,1580.0
TWINS TILE INSTALLATIONS INC,20000.0,1,0.0
Makenzie Enterprise Inc.,20000.0,3,0.0
VANGUARD DEVELOPMENT GROUP LLC,20000.0,1,20.0
ARS/RESCUE ROOTER,20000.0,1,1402.0
FULL SERVICE PLUMBING INC,20000.0,1,1580.0
PLANiT CONSTRUCTION USA,20000.0,1,0.0
ROOFERS & PLUMBERS INC,20000.0,1,800.0
FREEWAY PLUMBING INC.,20000.0,1,1659.0
BRIGCON CONSULTING SERVICES INC,20000.0,1,1750.0
FLORIDA GAS SERVICES CORP.,20000.0,1,0.0
BETACOM INC,20000.0,4,0.0
Vulkn Construction Inc.,20000.0,2,0.0
A Speedy Plumbing Inc  Sam Venice DBA,20000.0,1,2200.0
A PLUS ICE INC.,20000.0,1,0.0
SANOMA KITCHEN & BATH,20000.0,1,0.0
CHRIS PLUMBING & BACKFLOW  LLC,20000.0,5,210.0
D & D BUILDERS INC DBA COMMUNITY ROOFING,20000.0,1,0.0
GLOBAL BUILDERS GROUP INC.,20000.0,1,0.0
SPP Construction Inc.,20000.0,1,100.0
EIGHTY NINE INC,20000.0,1,0.0
MC Flooring Corp.,20000.0,1,0.0
LEZAS PLUMBING CORP.,20000.0,2,3882.0
HD SMART SOLUTIONS,20000.0,1,0.0
MARE BUILDING INC.,20000.0,1,0.0
DG Quality Plumbing Inc ,20000.0,1,600.0
EZ PLUMBING SALES & SERVICE  INC,20000.0,1,3553.0
CARE CONSTRUCTION INC,20000.0,1,0.0
SOUTHERN COMFORT AIR CONDITIONING AND BUILDERS CORP,20000.0,1,1740.0
CARRIERE CUSTOM PLUMBING LLC,20000.0,1,42000.0
GREGORY A. DIXON  CORP.,20000.0,1,0.0
CASAPLEX SOUTH LLC,20000.0,1,0.0
GRANA ELECTRIC  AIR CONDITIONING & PUMBING  INC.,20000.0,1,64.0
SUPER RESTORATION SERVICE CO.,19973.0,3,750.0
MERAKI DESIGN & CONSTRUCTION  LLC,19950.0,4,2639.0
Triangle Fire Inc,19944.0,4,0.0
Advanced Fence Construction LLC,19890.0,2,0.0
JC CONSTRUCTION & DESIGN  INC,19830.0,1,0.0
Tropical Windows Manufacturing Inc,19800.0,1,0.0
AMG Contractor Inc,19800.0,2,0.0
FIREMAX FIRE PROTECTION INC,19800.0,5,0.0
RYD CONSTRUCTION LLC,19800.0,2,0.0
GENERATION VENTURES CORP,19800.0,2,0.0
Reliable Sprinkler System/ DO NOT USE THIS COMPANY,19800.0,4,0.0
STB MARBLE AND TILE CORP.,19800.0,1,0.0
A 1 CONSTRUCTION AND DEVELOPMENT LLC,19700.0,2,0.0
LUSA BEST SERVICES CORP,19700.0,3,0.0
THE WEITZ GROUP,19600.0,2,260.0
Ray Of Light Electric Inc,19600.0,2,1040.0
CASANOVA ELECTRIC CONTRACTORS  INC,19575.0,3,787.0
TRUST N WILLIAMS L.L.C,19500.0,2,130.0
Z & N CONSTRUCTION CORPORATION,19500.0,2,0.0
US MECHANICAL SERVICES INC.,19500.0,2,2975.0
BUILT TO LAST CONSTRUCTION SERVICES CORP,19480.0,4,0.0
PRIME BUILDERS ,19460.0,1,130.0
VICTORIA ROOFING INC,19414.0,1,0.0
ALLSYSTEMS ROOFING CONSTRUCTION INC.,19400.0,2,0.0
Aluminum Fence Contractor Inc,19400.0,3,0.0
Mac All Design Corp,19400.0,4,0.0
Modern Mechanical Solutions Inc.,19385.0,4,4196.0
BUILDIT CONSTRUCTION CONCEPTS LLC,19243.0,1,0.0
HAUS NATUR LLC,19238.0,1,197.0
Cross County Fire And Security LLC,19200.0,3,0.0
Tropical Property Restoration Inc,19164.0,1,120.0
Atlantis Services LLC,19155.0,2,0.0
JRM SERVICES CORPORATION ,19150.0,3,750.0
ALL ELECTRIC INC,19110.0,1,1092.0
SHUTTER HANGERS  INC ,19100.0,1,126.0
ACADEMY ELECTRIC INC,19050.0,3,0.0
Premium Flooring Design LLC,19025.0,7,0.0
S & S INTERNATIONAL CORPORATION,19000.0,1,0.0
CANNATELLI BUILDERS INC,19000.0,2,0.0
QUADM CONSTRUCTION & DEVELOPMENT LLC,19000.0,3,0.0
Jocy Construction & Design Corp.,19000.0,2,0.0
RISING SUN ELECTRIC LLC,19000.0,2,1150.0
Calex Electric Corp,19000.0,1,0.0
INNOVATIONS & RENOVATIONS BY REY  INC ,19000.0,2,200.0
Three Brothers Roofing,19000.0,1,0.0
Mikes Tile & Marble Services Inc,18936.0,2,0.0
American Structural Corporate Inc,18904.28,2,0.0
 EAGLE ENTERPRISES ROOFING INC ,18900.0,1,0.0
SHORELINE DESIGN SOLUTIONS LLC,18900.0,1,0.0
Mega Construction Group Inc.,18845.0,2,0.0
BTNH ADVISORS LLC,18834.0,3,1.0
Vital A/C Solutions Inc,18825.0,3,2087.0
JP ARCH. CONSULTING LLC/DBA HABITAT BUILD CREATE,18800.0,1,192.0
Domus Aurea Development LLC,18800.0,2,190.0
LYNDA CARPET INC. DBA LINDA CARPET,18765.0,6,0.0
Moran General Contractor Inc,18750.0,2,1213.0
Big Brother Iron Work Corp. ,18700.0,2,0.0
JPG Construction Group,18700.0,2,187.0
BESTWEBRUS LLC,18700.0,1,0.0
VELEX  INC,18640.0,2,0.0
NOBLE AIR & HEAT  INC/dba CRD SERVICES INC,18600.0,2,16647.0
CAMACHO MECHANICAL CONTRACTOR LLC,18600.0,4,2886.0
AVANTE QUALITY CORP,18521.0,3,40.0
NEXT LEVEL USA LLC,18500.0,1,0.0
Plumbtech Plumbing & Septic Inc,18500.0,2,50.0
REMOTRACTS INC,18500.0,2,0.0
ARMOR FIRE AND SECURITY INC,18500.0,1,0.0
Low Voltage Systems Inc,18473.0,3,280.0
COMMUNITY TELEPHONE INC.,18459.0,2,0.0
BP CONSTRUCTION PROS LLC,18449.0,1,0.0
COMET ELECTRIC AND EQUIPMENT  L.L.C.,18400.0,4,374.0
AFL Enterprise Services  DO NOT USE,18333.0,1,0.0
AZTEC SOUTH INC,18300.0,4,0.0
POWER ENTERPRISE ELECTRICAL CORP,18300.0,4,102.0
Havana Fence LLC,18290.0,5,0.0
KILOVOLT ELECTRIC LLC,18250.0,2,0.0
Borphosis LLC,18203.0,1,0.0
ACCURACY ELECTRIC LLC,18200.0,1,350.0
GMG LIMITED COMPANIES INC,18200.0,2,0.0
J ALL SERVICES CORP CLEAN AND CLEAR POOLS,18150.0,2,0.0
Black Fire Protection  Inc.,18100.0,2,0.0
SMART TECHNOLOGY VENTURES LLC (DBA  SMART SOLUTIONS),18086.0,1,0.0
SMN PLUMBING CONTRACTOR LIMITED LIABILITY COMPANY ,18000.0,2,20.0
BRICKELL VIZCAYA DEVELOPMENT  INC,18000.0,1,0.0
RUBELES INC,18000.0,1,0.0
ALL IN 1 PLUMBING INC.,18000.0,4,565.0
XFINITY AIR CONDITION CONTRACTORS CORP,18000.0,1,2944.0
ELECTRICAL CONTRACTING SERVICE  INC,18000.0,2,0.0
IROSS Flooring Inc.,18000.0,1,0.0
DNA Construction Corp.,18000.0,1,0.0
Quality Plus Construction,18000.0,4,0.0
P.L.BUILDERS CORP ,18000.0,1,0.0
ALPHA SECURITY & FIRE ALARM SERVICES  INC. ,18000.0,4,0.0
THE GATE & CONSTRUCTION INC,18000.0,1,0.0
SAHARA ROOFING CORP,18000.0,1,0.0
Edd Helms Group Inc. DBA Edd Helms Electric,18000.0,2,336.0
SPARKS ELECTRIC USA CORP,18000.0,1,472.0
DEANGELIS DIAMOND CONSTRUCTION LLC,18000.0,1,0.0
Divino Air LLC,18000.0,1,2016.0
Habitat Solutions Group ,18000.0,1,0.0
CLEAN AND CLEAR CLEANING SERVICES CORP,18000.0,2,0.0
3S GROUP LLC,18000.0,2,1817.0
All In One Diaz Corporation,18000.0,3,0.0
360 Electrical & Engineering Services LLC DBA 360 Energy Solutions LLC & GEM 360,18000.0,1,50.0
ALLIED CONTRACTORS  INC ,18000.0,2,0.0
DURHAM BROTHERS INC,17897.0,1,0.0
J.B. Builders & Contractors  INC./dba BALLARENA CONSTRUCTION ,17850.0,2,1056.0
GARCIA SERVICES LLC,17806.0,2,0.0
USAC International  Inc.,17800.0,2,0.0
ACR Concrete Services LLC,17718.0,3,0.0
Amerigas Propane LP,17650.0,6,1280.0
R A Construction Inc,17625.0,2,0.0
HOME ONE FLOORING CONTRACTORS CORP ,17600.0,1,0.0
PETE VICARI GENERAL CONTRACTOR  L.L.C.,17600.0,3,0.0
RK CUSTOM INSTALLATION INC,17500.0,2,0.0
Spring Air Conditioning Inc,17500.0,1,2430.0
GREEN ALLIANCE INC,17500.0,2,254.0
AASAP CONSTRUCTION,17500.0,1,200.0
ALABAO ROOFING SERVICES CORP,17500.0,3,0.0
J.F. SMITH DESIGN & BUILD  INC. ,17500.0,1,200.0
LAHOUD & HARDAN ENTERPRISES INC.,17500.0,1,200.0
TRIPLE S SERVICES LLC,17500.0,1,0.0
COOL RUNNING AIR  INC,17500.0,1,2700.0
GF Construction Group  LLC,17500.0,1,82.0
FAMILY ELECTRIC,17500.0,2,1000.0
SOUTHERN AIR  INC,17500.0,2,1581.0
ELECTRIK PROS LLC,17500.0,3,0.0
Maray Construction Corp.,17500.0,4,0.0
MIGHTY EAGLE CONSTRUCTION GROUP CORP,17475.0,1,0.0
Cimag Construction Inc,17450.0,2,0.0
H & L GENERAL CONTRACTORS INC,17375.0,2,147.0
XCELLENCE CONSTRUCTION LLC,17350.0,2,0.0
1 STOP UPGRADES INC,17315.0,4,0.0
RenewIt.Com  Inc.,17300.0,2,0.0
GARAGE DOOR SOLUTIONS CORP,17293.0,9,0.0
Marrero & Son Construction LLC,17230.0,5,0.0
WATERFLOW IRRIGATION INC,17216.0,2,0.0
Miami Skyline Construction Service Corp,17200.0,3,24.0
Automation American Corp.,17200.0,4,936.0
D B STONE CORP,17180.0,2,0.0
CEVIAN DEVELOPERS  LLC,17126.0,2,150.0
WEATHERSHIELD AIR CONDITIONING  INC.,17125.0,3,2000.0
G & T Electric Company,17100.0,3,600.0
SOFLI Windows & Doors  LLC.,17050.0,2,0.0
Precision REfrigeration & AC Repair of South Florida LLC,17001.0,1,0.0
Florida Builders & Associates Corp.,17000.0,1,0.0
CLIMATE CARE AIR CONDITIONING INC,17000.0,3,889.0
ALEMANY LLC,17000.0,2,0.0
J&B CONSTRUCTION GROUP CORP,17000.0,2,0.0
Ando Building Corporation ,17000.0,1,175.0
AIR 4 YOU  INC. ,17000.0,1,2200.0
Unlimited Electrical Solutions LLC,17000.0,3,102.0
PWR LLC,17000.0,2,0.0
Ace Construction & Design Services LLC,17000.0,1,0.0
EAST COAST PLUMBING AND DRAIN SERVICES CORP,17000.0,3,500.0
Gelabert Construction Inc,17000.0,5,40.0
BORGES ROOFING  INC.,17000.0,1,0.0
Costa Air Conditioning Inc.,17000.0,1,2104.0
BELLE MAISON CONSTRUCTION LLC,17000.0,2,0.0
METAL DESIGN & ENGINEERING  INC.,17000.0,1,2190.0
AIRTROL AIR COND CO INC,16985.0,1,1000.0
MICHAEL ARIAS RESIDENTIAL CONTRACTOR CORP,16935.0,3,0.0
OMTELCOMM INC DBA OMTEL,16901.0,8,0.0
Performance Glass,16900.0,2,60.0
LS CUSTOM ELECTRIC INC,16870.0,2,120.0
A PLUS PERFECT FIRE PROTECTION INC,16850.0,2,0.0
Almanat Construction LLC,16850.0,3,0.0
MAX GLASS & MIRRORS  INC,16818.0,1,0.0
DILO FIRE SPRINKLER INSTALLATIONS INC,16800.0,3,0.0
PADEXPO STONE & COVERING LLC,16765.0,3,0.0
JJJM III ARCHITECTURAL CONSTRUCTION DESIGN INC,16700.0,3,50.0
ELIS MECHANICAL CORP.,16670.0,2,1710.0
CONELEC USA CORP,16600.0,2,700.0
EPIPHANY ELECTRIC LLC,16600.0,3,3445.0
TOLE ELECTRIC INCORPORATED,16557.0,2,725.0
RELYC CONTRACTOR CORP.,16500.0,2,1.0
BUILDING RESTORATION TECHNOLOGIES LLC,16500.0,2,0.0
United Construction Partners  LLC,16500.0,3,242.0
ALCO CONSTRUCTION CORP,16500.0,1,0.0
Higher Living Construction Inc,16500.0,1,0.0
NORTH AMERICAN BUILDERS INC,16500.0,4,100.0
Queiro Construction Inc.,16475.0,3,0.0
JAM ELECTRIC SERVICE INC,16463.0,5,800.0
MAINTENX  INTERNATIONAL SERVICE MANAGEMENT GROUP,16461.0,2,34192.0
ALL BUILDING AND CONSTRUCTION LLC,16414.0,1,0.0
Y & Y CONSTRUCTION INC.,16375.0,3,50.0
ALPHA IMPACT WINDOWS AND DOORS,16358.0,1,0.0
STATE PRO ELECTRIC INC,16350.0,2,2125.0
MARCELO SOLUTIONS  INC. ,16300.0,1,0.0
Guardian Hurricane Protection,16227.0,5,0.0
Alberts Wood Floors Inc,16200.0,5,0.0
UNLIMITED FENCES LLC,16182.0,3,0.0
HOP ELECTRICAL INC,16175.0,1,1294.0
LASORSA ENTERPRISES INC,16150.0,1,98.0
Thecon Electric Inc.,16117.6,1,921.0
A & F Hurricane Shutters,16030.0,6,0.0
CHRISTIANS PLUMBING INC,16000.0,2,2600.0
GO ELECTRICAL CONTRACTOR CORP,16000.0,2,344.0
FREDDY MEGAWATT LLC,16000.0,1,0.0
TITAN ELECTRICAL CONTRACTORS INC,16000.0,2,17713.0
BLANCO FLOORING INC. ,16000.0,2,8.0
TRIPLE PLATINUM LLC,16000.0,1,0.0
MAG INFINITY GROUP,16000.0,1,0.0
Protective Security Solutions Inc.,16000.0,1,0.0
MVP PLUMBING  INC.,16000.0,3,1100.0
ABACUS CONSTRUCTION  INC,16000.0,2,0.0
LIBERTY IMPACT WINDOWS & DOORS  INC,16000.0,1,0.0
ROLLING DOOR INDUSTRIES DBA ROLLING  DOOR MANUFACTURING,16000.0,3,0.0
OLEA ELECTRIC LLC,16000.0,3,2376.0
A SUPER GARAGE DOOR INC.,16000.0,5,0.0
DESIGN BUILT CONSTRUCTION CORP,16000.0,6,0.0
Eddys Plumbing Services Inc.,16000.0,1,720.0
American Integrated Security Group Inc,16000.0,1,0.0
ALL SERVICE ELECTRIC OF FT. MYERS INC.,15975.0,7,70.0
MG ENTERPRISES OF KEY LARGO  INC. ,15900.0,2,0.0
Advanced Business Construction Inc.,15850.0,2,0.0
AAA Garage Door Inc. ,15810.0,6,0.0
VENTILATION PROS CORP,15800.0,2,1353.0
ACE FIRE SPRINKLERS INC.,15800.0,5,0.0
Aluma Outdoor Design LLC,15751.0,1,252.0
MPS SOLUTIONS INC ,15700.0,5,0.0
G & GF QUALITY IRON LLC,15688.0,3,0.0
AG & RG GENERAL CONTRACTOR INC.,15600.0,3,381.0
Koldaire Inc,15593.0,2,0.0
EAST & WEST RECONSTRUCTION LLC,15570.0,1,0.0
LYON HEAD GALO CORP. THE,15550.0,1,0.0
COMFORT SQUARE  INC.,15500.0,2,2207.0
AC Mechanical Solution INC.,15500.0,2,2200.0
Caston Roofing Inc,15500.0,1,0.0
MDS ENGINEERING CORP,15500.0,2,0.0
OPTIMA USA AND REPAIR INC.,15500.0,3,7754.0
KARCH ENERGY CONTRACTORS INC,15500.0,2,2458.0
HOME SERVICE BUILDERS CORP,15500.0,1,200.0
ARCON GROUP INC.,15500.0,1,125.0
WPH Construction Company,15500.0,2,0.0
