,name,title,ID,permit_num,permit_type,review_type,app_start_date,issue_date,processing_time,street_num,street_dir,street_name,street_suffix,work_desc,building_fee_paid,zoning_fee_paid,other_fee_paid,subtotal_paid,building_fee_unpaid,zoning_fee_unpaid,other_fee_unpaid,subtotal_unpaid,building_fee_waived,zoning_fee_waived,other_fee_waived,total_fee,reported_cost,ward,full_address,app_year_start
508,KHANNA KAPIL,ARCHITECT,3000.0,100772099,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-07-19,07/20/2018,1.0,1980,N,MILWAUKEE,AVE,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100704435; REVISIONS INCLUDE ROOF DECK ENHANCEMENTS, PACKAGE/MAIL ROOM REDESIGN, WATER ROOM RELOCATION AND ADDITION OF GREASE DUCT SYSTEM FOR RETAIL TENANT; ALL AS PER PLANS",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,500000.0,1.0,1980 N MILWAUKEE AVE,2018.0
509,FREEMAN ARDEN D,ARCHITECT,5663.0,100772247,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-09-24,10/05/2018,11.0,1407,W,15TH,ST,*** DIRECT DEVELOPER SERVICES *** NEW FOUR (4) STORY RESIDENTIAL BUILDING WITH 59 DWELLING UNITS AND 59 PARKING SPACES AS PER PLANS.,5663.0,534.0,29469.0,35666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35666.0,17000000.0,28.0,1407 W 15TH ST,2018.0
510,ECKHARDT THOMAS,ARCHITECT,3000.0,100773126,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-02-27,03/06/2019,7.0,1919,N,PAULINA,ST,"***DIRECT DEVELOPER SERVICES*** FOUNDATION SYSTEMS INCLUDING FIRST FLOOR SLAB ONLY FOR PROPOSED 2-STORY WITH BASEMENT CAR DEALERSHIP SHOWROOM, WITH 21-NON-REQUIRED ACCESSORY PARKING SPACES ON THE ROOF AND 47 REQUIREDOFF-SITE PARKING SPACES TO BE LOCATED AT 1700 W CORTLAND.",3000.0,5075.0,0.0,8075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8075.0,1250000.0,32.0,1919 N PAULINA ST,2019.0
511,HIRSCH HOWARD M,ARCHITECT,3000.0,100774563,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-08-02,08/08/2018,6.0,1640,W,DIVISION,ST,"***DIRECT DEVELOPER SERVICES*** REVISION TO FULL BUILDING PERMIT100695536; LEVEL 2 COMMERCIAL SPACE REVISED TO ACCOMMODATE FUTURE TENANT, AMENITY SPACES RECONFIGURED; ALL AS PER PLANS",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,750000.0,1.0,1640 W DIVISION ST,2018.0
512,PLUNKARD JAMES M,ARCHITECT,4315.95,100776204,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-08-17,12/12/2018,117.0,905,W,FULTON MARKET,,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100709196; REDUCTION OF BASEMENT FOOTPRINT DUE TO VALUE ENGINEERING; RELOCATION OF AND COORDINATION OF MEP SHAFT RELOCATIONS; REVISION TO PARCEL 3 (MIDDLE BUILDING) DUE TO LANDMARKS REQUIREMENTS; REVISION TO FLOOR ELEVATIONS AFTER EXISTING FLOOR ELEVATIONS WERE CONFIRMED AND PER LANDMARKS REQUIREMENTS; ADDITIONAL GRADE BEAMS AND SHIFTED CAISSONS DUE TO DISCOVERED BASEMENT NORTHWEST OF THE SITE; REVISION TO PARCEL 3 FRAMING /REVISION OF PARCEL 3 ROOF FRAMING TO MEETING LANDMARKS REQUIREMENTS; FOUNDATION PLAN ELEVATION REVISIONS AFTER EXISTING FLOOR ELEVATIONS WERE CONFIRMED; REFRAMING OF FIRST FLOOR COLUMNS DUE TO DISCOVERED DETERIORATED EXISTING FIRST FLOOR COLUMNS AND CRUSHED COLUMN CAPITALS BELOW; ALL AS PER PLANS,4315.95,75.0,0.0,4390.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4390.95,450000.0,27.0,,2018.0
513,BOOTH LAURENCE OGDEN,ARCHITECT,3075.0,100776205,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-08-17,08/27/2018,10.0,1109,W,WASHINGTON,BLVD,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100730985;  REVISION TO UNITS 402, 502, 801, 802, 803 AND 804; EGRESS PATH REVISED DUE TO UNIT 803 REVISION; ALL AS PER PLANS",3075.0,75.0,0.0,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,250000.0,27.0,1109 W WASHINGTON BLVD,2018.0
514,KELLER JAY M,ARCHITECT,71788.0,100776299,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-09-24,09/24/2020,0.0,133,S,ASHLAND,AVE,DIRECT DEVELOPER SERVICES: NEW 4 STORY RESIDENTIAL BUILDING OF TYPE III-B CONSTRUCTION W/TYPE 1-C CONSTRUCTION AT 1ST FLOOR.  GROUND FLOOR RESIDENTIAL WITH 89 UNITS COMBINED WITH 117 PARKING SPACES AND 3 ACCESSIBLE PARKING SPACES AT THE GROUND LEVEL PER PLANS. BUILDING IS FULLY SPRINKLERED. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,71788.0,3641.0,55714.0,131143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131143.0,10000000.0,28.0,133 S ASHLAND AVE,2020.0
515,GRUENHAGEN TERANCE,ARCHITECT,8871.66,100776954,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-11-13,01/02/2019,50.0,1375,W,FULTON,ST,"(DIRECT DEVELOPER SERVICES) FOUNDATION ONLY FOR THE NEW CONSTRUCTION OF A FOURTEEN (14) STORY OFFICE BUILDING WITH NO BASEMENT, GROUND FLOOR RETAIL, PARKING ON LEVELS 2 & 3 (APPROX. 115 SPACES ) AND ASSOCIATED SITE WORK AS PER PLANS.",8871.66,75.0,0.0,8946.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8946.66,61000000.0,27.0,1375 W FULTON ST,2018.0
516,SORICH GEORGE S,ARCHITECT,70008.84,100778223,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-12-26,01/02/2019,7.0,1220,W,JACKSON,BLVD,"**DIRECT DEVELOPER SERVICES PROJECT**  ERECT NEW 10-STORY, 166 UNIT, RESIDENTIAL BUILDING WITH GROUND FLOOR RETAIL AND PARTIAL BASEMENT AS PER PLANS (TYPE 1B CONSTRUCTION)",70008.84,3783.0,46807.0,120598.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120598.84,27000000.0,28.0,1220 W JACKSON BLVD,2018.0
517,GIBSON GREGORY DAVID,ARCHITECT,13272.66,100778375,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-08-19,08/20/2019,1.0,1137,W,FOSTER,AVE,"NEW CONSTRUCTION OF A 4-STORY, 27-UNIT RESIDENTIAL BUILDING WITH 1ST FLOOR RETAIL OF TYPE 3B CONSTRUCTION AS PER PLANS.",13272.66,6234.0,8451.0,27957.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27957.66,6166000.0,48.0,1137 W FOSTER AVE,2019.0
518,WHITNEY RICHARD L,ARCHITECT,94242.96,100778856,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-01-08,05/30/2019,142.0,633,S,LA SALLE,ST,*DIRECT DEVELOPER SERVICES* FULL BUILDING PERMIT FOR THE NEW CONSTRUCTION OF A 18 STORY RESIDENTIAL BUILDING WITH 117 DWELLING UNITS ON DEEP FOUNDATIONS WITH NO BASEMENT.,94242.96,4207.0,64165.0,162614.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162614.96,5800000.0,4.0,633 S LA SALLE ST,2019.0
519,PETERS MARK RAYMOND,ARCHITECT,3000.0,100778892,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-10-30,11/21/2018,22.0,56,W,HURON,ST,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100732156; ADD 8'-8"" X 7'-2"" ELEVATOR PENTHOUSE ON ROOF. ELEVATOR SELECTED DURING CONSTRUCTION REQUIRES CONTROL ROOM TO BE HOUSED IN ELEVATOR PENTHOUSE. BUILDING HEIGHT DOES NOT CHANGE FROM ORIGINAL PERMIT FOR A 13-STORY 11-DWELLING UNIT BUILDING; ALL AS PER PLANS",3000.0,1500.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,250000.0,2.0,56 W HURON ST,2018.0
520,HIRSCH HOWARD M,ARCHITECT,4199.25,100778896,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-02-10,02/26/2020,16.0,1111,W,ADDISON,ST,***DIRECT DEVELOPER SERVICES*** FOUNDATION ONLY PERMIT FOR A PROPOSED FOUR STORY COMMERCIAL BUILDING (RETAIL ON THE GROUND FLOOR) AS PER PLANS. PROPOSED ROCK CLIMBING (HEALTH CLUB) ON ALL FLOORS ABOVE THE GROUND FLOOR.,4199.25,75.0,0.0,4274.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4274.25,2500000.0,44.0,1111 W ADDISON ST,2020.0
521,ANTUNOVICH JOSEPH M,ARCHITECT,128966.58,100779277,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-01-04,02/28/2019,55.0,2480,N,MILWAUKEE,AVE,*DIRECT DEV SERVICES* FULL BUILDING PERMIT FOR THE NEW CONSTRUCTION OF A 6 STORY MIXED USE BUILDING (BUILDING B). FOUNDATIONS AND PARTIAL SUPERSTRUCTURE FOR BUILDING B PERMITTED UNDER 100769962. ALL DRAWINGS SUBMITTED FOR REVIEW UNDER BUILDING A. (BUILDING A FULL BUILDING PERMIT UNDER 100764230 AND FOUNDATIONS & PART SS UNDER 100747866).,128966.58,4888.0,0.0,133854.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133854.58,20000000.0,32.0,2480 N MILWAUKEE AVE,2019.0
522,CHU ALEXANDER BRANDYN,ARCHITECT,45869.45,100780374,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-10-09,02/01/2019,115.0,4025,W,PETERSON,AVE,"DIRECT DEVELOPER SERVICES PROGRAM: NEW 2-STORY BUILDING TO INCLUDE SERVICE CENTER, FLEET HUB, REPAIR GARAGE, FIELD SUPPORT SHOPS AND OFFICES. FOUNDATION AND SITE UTILITIES HAVE BEEN PERMITTED UNDER APPLICATION NUMBER 100769008.",45869.45,2336.0,0.0,48205.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48205.45,25000000.0,39.0,4025 W PETERSON AVE,2018.0
523,WRIGHT STEPHEN T,ARCHITECT,1500.0,100780856,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-09-19,09/27/2018,8.0,8647,W,HIGGINS,RD,DIRECT DEVELOPER SERVICES: STRUCTURAL ONLY - INSTALLATION OF ENTRANCE CANOPY ON AN 8-STORY OFFICE BUILDING,1500.0,75.0,0.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,200000.0,41.0,8647 W HIGGINS RD,2018.0
524,FOREST ROBERT JOHN,ARCHITECT,5079.09,100782163,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-02-26,04/17/2019,50.0,1646,N,HALSTED,ST,"***DIRECT DEVELOPER SERVICES *** FOUNDATION SYSTEMS ONLY FOR PROPOSED 460 SEAT, 4-STORY THEATER WITH BASEMENT ON CAISSON FOUNDATIONS.",5079.09,652.4,0.0,5731.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5731.49,3250000.0,43.0,1646 N HALSTED ST,2019.0
525,BRININSTOOL DAVID LEE,ARCHITECT,4256.01,100782618,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-04-03,04/10/2019,7.0,343,W,SCHILLER,ST,** DIRECT DEVELOPER SERVICES PROJECT** - FOUNDATION ONLY-  PERMIT  FOR A PROPOSED  9 STORY 105 UNIT BUILDING WITH GROUND FLOOR RETAIL AS PER PLANS.,4256.01,739.0,32774.0,37769.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37769.01,1550000.0,27.0,343 W SCHILLER ST,2019.0
526,BRININSTOOL DAVID LEE,ARCHITECT,10645.02,100783347,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-02-04,02/20/2019,16.0,180,N,ADA,ST,"**DIRECT DEVELOPER SERVICES** REVISION TO FULL BUILDING PERMIT 100731836 FOR A NEW 14-STORY 263 UNIT APARTMENT BUILDING WITH 143 PARKING SPACES. REVISIONS INCLUDE GROUND FL, 10TH FL, AND 14TH PLAN CHANGES AND STAIR 1 & 2 UPDATES AS WELL AS MEP AND STRUCTURAL CHANGES. FOUNDATIONS PERMIT WITH STRUCTURAL ONLY THROUGH LVL 2 PERMITTED UNDER 100726744.",10645.02,975.0,0.0,11620.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11620.02,8000000.0,27.0,180 N ADA ST,2019.0
527,FRISCH MARK,ARCHITECT,5018.76,100783864,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-04-23,05/01/2019,8.0,6314,N,WINTHROP,AVE,"***DIRECT DEVELOPER SERVICES **** Foundations only for proposed 8-story, residence hall  with 133 units (group living not otherwise classified) with a total of 402 beds and two household living units for Loyola University. / 4-23-19 / DIST RM6 / STAMP FOR 6314 N WINTHROP / CAL 55-19-S AND CAL 56-19-Z GRANTED",5018.76,6376.0,0.0,11394.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11394.76,785000.0,48.0,6314 N WINTHROP AVE,2019.0
528,JAKALSKI JEFREY D.,ARCHITECT,3000.0,100784479,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2018-09-21,09/21/2018,0.0,3555,W,BELMONT,AVE,"Construction of a new structural steel and polycarbonate canopy at street level of the CTA Belmont Blue Line Subway Station. The canopy will cover the subway entrance and bus passenger waiting area. Construction is Type J Misc. The work includes (6) 48"" diameter caissons socketed into bedrock.",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,4000000.0,35.0,3555 W BELMONT AVE,2018.0
529,BOOTH LAURENCE OGDEN,ARCHITECT,50733.54,100785092,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-04-28,04/29/2020,1.0,1404,W,MONROE,ST,"***DIRECT DEVELOPER SERVICES*** NEW SEVEN (7) STORY RESIDENTIAL BUILDING WITH 42 DWELLING UNITS, 42 PARKING SPACES AND 22 BIKE SPACES; ALL AS PER PLANS.[SEE REVISION PERMIT #100896420:  REDUCE OF TOTAL DWELLING UNITS FROM 42 TO 38]",50733.54,9595.0,35712.0,96040.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96040.54,17000000.0,27.0,1404 W MONROE ST,2020.0
530,JAKALSKI JEFREY D.,ARCHITECT,3000.0,100785390,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2018-09-27,09/27/2018,0.0,14,W,95TH,ST,"CTA 95TH STREET STATION -NEW STEEL AND GLASS PEDESTRIAN BRIDGE SPANNING OVER 95TH STRET AND CONNECTING THE EXISTING NORTH AND SOUTH TERMINALS.  THE STRUCTURE IS SUPPORTED ON THE EXISTING BRIDGE STRUCTURE AND DOES NOT INCLUDE ANY ADDITIONAL FOUNDATIONS. WORK INCLUDES ALL ASSOCIATED ARCHITECTURAL, STRUCTURAL, MECHANICAL, PLUMBING ELECTRICAL, FIRE PROTECTION AND COMMUNICATION SYSTEMS.",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,5250000.0,21.0,14 W 95TH ST,2018.0
531,JAKALSKI JEFREY D.,ARCHITECT,500.0,100785391,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2018-09-27,09/27/2018,0.0,15,W,95TH,ST,"CTA 95TH STREET STATION - RENOVATION TO THE EXISTING CONCOURSE AND PLATFORM LEVEL OF THE SOUTH TERMINAL. THIS WORK INCLUDES RELOCATION OF AN EXISTING STAIR, REMOVAL OF TWO TEMPORARY STAIRS, INSTALLATION OF A NEW ESCALATOR, AND RECONFIGURATION OF ROOMS AT PLATFORM LEVEL",500.0,75.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,5250000.0,21.0,15 W 95TH ST,2018.0
532,PLUNKARD JAMES M,ARCHITECT,97624.44,100785446,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-12-05,04/15/2019,131.0,23,W,CHICAGO,AVE,"***DIRECT DEVELOPER SERVICES*** FOUNDATION AND FOUR BASEMENT LEVELS PERMIT FOR A PROPOSED 77 STORY RESIDENTIAL TOWER - TOWER A, A 50 STORY RESIDENTIAL TOWER - TOWER C - (TOTAL 812 DWELLING UNITS) AND 10 STORY PODIUM WITH 4 BASEMENT LEVELS THAT INCLUDE 865 PARKING SPACES; ALL AS PER PLANS",97624.44,6116.0,0.0,103740.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103740.44,46000000.0,2.0,23 W CHICAGO AVE,2018.0
533,KOHN GARY L,ARCHITECT,171608.76,100786568,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-04-09,04/15/2019,6.0,2111,S,WABASH,AVE,"(DIRECT DEVELOPER SERVICES)  NEW CONSTRUCTION OF A TWENTY-FIVE (25) STORY RESIDENTIAL APARTMENT BUILDING WITH NO BASEMENT TO INCLUDE 275 RESIDENTIAL UNITS, GROUND FLOOR RETAIL, PARKING ON LEVELS 2 & 3 (83 PARKING SPACES) AND ASSOCIATED SITE WORK AS PER PLANS.",171608.76,5683.0,115290.0,292581.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292581.76,76000000.0,3.0,2111 S WABASH AVE,2019.0
534,ROSZAK THOMAS A,ARCHITECT,1500.0,100787919,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-01-11,01/11/2019,0.0,145,S,WELLS,ST,"** DIRECT DEVELOPER SERVICES ** ADDITION OF A FIVE STORY, NON-COMBUSTIBLE, STRUCTURAL STEEL FRAMED DECK.  PREVIOUSLY OBTAINED FULL BUILDING PERMIT # 100757883",1500.0,75.0,0.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,50000.0,42.0,145 S WELLS ST,2019.0
535,BRININSTOOL DAVID LEE,ARCHITECT,68714.33,100790062,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-05-15,05/30/2019,15.0,369,W,GRAND,AVE,"***DIRECT DEVELOPER SERVICES***FOUNDATION SYSTEMS AND PARTIAL SUPERSTRUCTURE TO UNDERSIDE OF LEVEL 6 FOR PROPOSED 41-STORY RESIDENTIAL TOWER WITH 356 UNITS, 11,500 OF GROUND FLOOR RETAIL, PARKING ON LEVELS 2-5 AND 6TH FLOOR AMENITIES.",68714.33,3973.17,0.0,72687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72687.5,6000000.0,42.0,369 W GRAND AVE,2019.0
536,ANTUNOVICH JOSEPH M,ARCHITECT,15654.33,100790537,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-10-31,04/01/2019,152.0,2350,N,ORCHARD,ST,"DIRECT DEVELOPER SERVICES: FOUNDATION ONLY FOR A NEW 7 STORY, 31 UNIT CONDOMINIUM WITH 2 LEVELS OF BASEMENT PARKING.",15654.33,75.0,2.0,15731.33,0.0,0.0,0.0,0.0,0.0,0.0,239528.0,255259.33,50000000.0,43.0,2350 N ORCHARD ST,2018.0
537,DE ROUIN MICHAEL E,ARCHITECT,3998.7,100791643,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-12-19,01/18/2019,30.0,727,W,MADISON,ST,"DIRECT DEV SERVICES REVISIONS TO FULL BUILDING PERMITS 100685260 100748509 AND 100750322 FOR A 45 FLOOR MIXED USE BUILDING. REVISIONS ARE LIMITED TO EXTENDING 1ST FL RETAIL CORRIDOR, FIRE PREVENTION FOR STAIR 2, AND REVISIONS FOR FL 44 AND 45 LAYOUT.",3998.7,75.0,0.0,4073.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4073.7,141000000.0,27.0,727 W MADISON ST,2018.0
538,ALESSANDRO PAUL,ARCHITECT,8302.53,100792509,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-02-27,07/16/2019,139.0,318,N,CARPENTER,ST,OIA '328 N CARPENTER ST' DIRECT DEVELOPER SERVICES: FOUNDATION ONLY PERMIT FOR AN 8-STORY OFFICE BUILDING WITH TWO LEVELS OF BELOW GRADE PARKING.(ALSO KNOWN AS 328 N. CARPENTER ST),8302.53,75.0,0.0,8377.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8377.53,22000000.0,27.0,318 N CARPENTER ST,2019.0
539,GRUENHAGEN TERANCE,ARCHITECT,217263.2,100793274,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-01-16,02/20/2019,35.0,1375,W,FULTON,ST,"(DIRECT DEVELOPER SERVICES) NEW CONSTRUCTION OF A FOURTEEN (14) STORY OFFICE BUILDING WITH NO BASEMENT, GROUND FLOOR RETAIL, PARKING ON LEVELS 2 & 3 (APPROX. 115 SPACES) AND ASSOCIATED SITE WORK AS PER PLANS.",217263.2,1070.0,0.0,218333.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218333.2,61000000.0,27.0,1375 W FULTON ST,2019.0
540,CHU ALEXANDER BRANDYN,ARCHITECT,14750.45,100793425,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-12-06,01/08/2019,33.0,4207,W,35TH,PL,"DDS PD 1425: FOUNDATION AND SITE UTILITIES ONLY FOR NEW 2-STORY BUILDING TO INCLUDE: SERVICE CENTER, OFFICES, FLEET HUB, REPAIR GARAGE, AND FIELD SUPPORT SHOPS.",14750.45,75.0,0.0,14825.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14825.45,5000000.0,22.0,4207 W 35TH PL,2018.0
541,CHU ALEXANDER BRANDYN,ARCHITECT,31168.5,100793792,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-02-04,02/21/2019,17.0,4207,W,35TH,PL,"DDS PD1425 - SUPERSTRUCTURE ONLY FOR NEW 2-STORY BUILDING TO INCLUDE: SERVICE CENTER, OFFICES, FLEET HUB, REPAIR GARAGE, AND FIELD SUPPORT SHOPS.",31168.5,2126.0,0.0,33294.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33294.5,5000000.0,22.0,4207 W 35TH PL,2019.0
542,MOSKUS CARL S,ARCHITECT,68388.3,100794249,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-12-04,12/05/2019,366.0,918,W,SCHOOL,ST,"*DIRECT DEV SERVICES* NEW CONSTRUCTION OF AN 8-STORY HIGH RISE APARTMENT BUILDING WITH 140 DU, GROUND FLOOR RETAIL AND PARKING ON DEEP FOUNDATIONS WITH NO BASEMENT.",68388.3,3650.0,41985.0,114023.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114023.3,8000000.0,44.0,918 W SCHOOL ST,2018.0
543,HAYMES DAVID A,ARCHITECT,28268.5,100795428,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2018-12-03,12/03/2018,0.0,4424,S,COTTAGE GROVE,AVE,"NEW CONSTRUCTION OF 4 STORY RESIDENTIAL 42 DWELLING UNITS WITH FIRST FLOOR RETAIL AND SUPPORT SERVICES (OFFICES, MAINTENANCE). PARKING IS AT GRADE ON SITE. - SOUTH BUILDING",28268.5,1829.0,0.0,30097.5,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,34297.5,7000000.0,4.0,4424 S COTTAGE GROVE AVE,2018.0
544,HAYMES DAVID A,ARCHITECT,28430.0,100795429,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2018-12-03,12/03/2018,0.0,4434,S,COTTAGE GROVE,AVE,"NEW CONSTRUCTION OF 4 STORY RESIDENTIAL 42 DWELLING UNITS WITH FIRST FLOOR RETAIL AND SUPPORT SERVICES (OFFICES, MAINTENANCE). PARKING IS AT GRADE ON SITE.",28430.0,1822.0,0.0,30252.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,34452.0,7000000.0,4.0,4434 S COTTAGE GROVE AVE,2018.0
545,DOIEL MICHAEL D,ARCHITECT,10422.4,100795990,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-05-15,05/24/2019,9.0,1520,W,HARRISON,ST,"*** DIRECT DEVELOPER SERVICES *** CAISSONS ONLY FOR PROPOSED 10 - STORY MEDICAL CENTER AND 6-STORY PARKING GARAGE FOR RUSH UNIVERSITY OFFICE:  44,354 SF  - PARKING: 51,585 SF",10422.4,2648.48,0.0,13070.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13070.88,2900000.0,28.0,1520 W HARRISON ST,2019.0
546,MYEFSKI JOHN W,ARCHITECT,6561.11,100796731,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-06-25,06/26/2019,1.0,744,S,DEARBORN,ST,**DIRECT DEVELOPER SERVICES** CONSTRUCTION OF 2 STORY (NO BASEMENT) GENERAL RESTAURANT AS PER PLANS,6561.11,1500.0,0.0,8061.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8061.11,3600000.0,4.0,744 S DEARBORN ST,2019.0
547,FOREST ROBERT JOHN,ARCHITECT,36903.27,100798614,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-05-20,08/23/2019,95.0,1646,N,HALSTED,ST,"*** DIRECT DEVELOPER SERVICES *** FULL BUILDING PERMIT FOR PROPOSED 460 SEAT, 4-STORY THEATER WITH BASEMENT ON CAISSON FOUNDATIONS. FOUNDATION PERMIT UNDER #100782163",36903.27,1591.0,0.0,38494.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38494.27,33500000.0,43.0,1646 N HALSTED ST,2019.0
548,HIRSCH HOWARD M,ARCHITECT,2960.82,100799787,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-01-24,02/01/2019,8.0,1640,W,DIVISION,ST,*** DIRECT DEVELOPER SERVICES *** REVISION TO PERMIT NUMBER 100695536; THE SCOPE OF THE REVISION ENCOMPASSES WORK REQUIRED TO SUBDIVIDE THE LEVEL ONE (1) RETAIL SPACE INTO THREE (3) SEPARATE RETAIL SPACES; ALL AS PER PLANS,2960.82,75.0,0.0,3035.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.82,350000.0,1.0,1640 W DIVISION ST,2019.0
