,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,year
2413,Grand Central,Manhattan,Q4 2025,Retail,Commercial,"$9,400,000","$9,400,000","$9,400,000",1,2025
2416,Graniteville,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$910,000","$910,000","$910,000",1,2025
2450,Grant City,Staten Island,Q4 2025,Land,Commercial,"$400,000","$400,000","$400,000",1,2025
2463,Gravesend,Brooklyn,Q1 2025,Co-op,Commercial,"$310,000","$310,000","$310,000",1,2025
2466,Gravesend,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$3,575,000","$1,787,500","$1,787,500",2,2025
2467,Gravesend,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$7,500,000","$1,650,000","$1,500,000",5,2025
2472,Gravesend,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$12,195,000","$1,700,000","$1,742,143",7,2026
2473,Gravesend,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$5,120,000","$1,850,000","$1,706,667",3,2026
2475,Gravesend,Brooklyn,Q1 2026,Office,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2026
2476,Gravesend,Brooklyn,Q1 2026,Single-Family Home,Commercial,"$840,000","$840,000","$840,000",1,2026
2479,Gravesend,Brooklyn,Q2 2025,Co-op,Commercial,"$365,000","$365,000","$365,000",1,2025
2482,Gravesend,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$7,080,000","$1,185,000","$1,180,000",6,2025
2483,Gravesend,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$6,580,000","$1,630,000","$1,645,000",4,2025
2485,Gravesend,Brooklyn,Q2 2025,Single-Family Home,Commercial,"$850,000","$850,000","$850,000",1,2025
2489,Gravesend,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$3,645,000","$1,822,500","$1,822,500",2,2025
2497,Gravesend,Brooklyn,Q4 2025,Condo,Commercial,"$10,875,000","$10,875,000","$10,875,000",1,2025
2499,Gravesend,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$6,385,000","$1,405,000","$1,596,250",4,2025
2500,Gravesend,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$18,181,862","$1,700,000","$1,652,897",11,2025
2508,Great Kills,Staten Island,Q1 2026,Land,Commercial,"$435,000","$435,000","$435,000",1,2026
2518,Great Kills,Staten Island,Q3 2025,Land,Commercial,"$1,000,000","$1,000,000","$1,000,000",1,2025
2530,Greenpoint,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$7,150,000","$3,575,000","$3,575,000",2,2025
2531,Greenpoint,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$14,600,000","$1,800,000","$2,085,714",7,2025
2533,Greenpoint,Brooklyn,Q1 2025,Office,Commercial,"$19,265,000","$9,632,500","$9,632,500",2,2025
2536,Greenpoint,Brooklyn,Q1 2026,Condo,Commercial,"$2,000,000","$2,000,000","$2,000,000",1,2026
2538,Greenpoint,Brooklyn,Q1 2026,Industrial,Commercial,"$4,800,000","$4,800,000","$4,800,000",1,2026
2539,Greenpoint,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$11,360,000","$2,600,000","$2,272,000",5,2026
2543,Greenpoint,Brooklyn,Q2 2025,Condo,Commercial,"$400,000","$400,000","$400,000",1,2025
2545,Greenpoint,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$17,547,000","$3,050,000","$2,924,500",6,2025
2546,Greenpoint,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$39,318,000","$3,230,000","$3,024,462",13,2025
2550,Greenpoint,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$3,800,000","$3,800,000","$3,800,000",1,2025
2551,Greenpoint,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$16,074,875","$3,862,500","$4,018,719",4,2025
2555,Greenpoint,Brooklyn,Q4 2024,Multi-Family Dwelling,Commercial,"$19,380,000","$3,900,000","$6,460,000",3,2024
2557,Greenpoint,Brooklyn,Q4 2025,Condo,Commercial,"$4,430,000","$4,430,000","$4,430,000",1,2025
2559,Greenpoint,Brooklyn,Q4 2025,Industrial,Commercial,"$8,000,000","$8,000,000","$8,000,000",1,2025
2560,Greenpoint,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$13,600,000","$3,425,000","$3,400,000",4,2025
2561,Greenpoint,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$34,450,000","$2,125,000","$5,741,667",6,2025
2578,Greenwich Village,Manhattan,Q1 2025,Co-op,Commercial,"$2,495,000","$2,495,000","$2,495,000",1,2025
2580,Greenwich Village,Manhattan,Q1 2025,Condo,Commercial,"$3,100,000","$3,100,000","$3,100,000",1,2025
2582,Greenwich Village,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$10,040,000","$5,020,000","$5,020,000",2,2025
2585,Greenwich Village,Manhattan,Q1 2026,Condo,Commercial,"$44,250,000","$22,125,000","$22,125,000",2,2026
2587,Greenwich Village,Manhattan,Q1 2026,Mixed-Use,Commercial,"$7,100,000","$7,100,000","$7,100,000",1,2026
2588,Greenwich Village,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$39,970,000","$10,247,500","$9,992,500",4,2026
2591,Greenwich Village,Manhattan,Q2 2025,Co-op,Commercial,"$507,461","$507,461","$507,461",1,2025
2596,Greenwich Village,Manhattan,Q3 2025,Co-op,Commercial,"$2,291,280","$2,291,280","$2,291,280",1,2025
2598,Greenwich Village,Manhattan,Q3 2025,Condo,Commercial,"$1,110,000","$1,110,000","$1,110,000",1,2025
2600,Greenwich Village,Manhattan,Q3 2025,Mixed-Use,Commercial,"$7,225,500","$7,225,500","$7,225,500",1,2025
2603,Greenwich Village,Manhattan,Q4 2024,Co-op,Commercial,"$1,800,000","$1,800,000","$1,800,000",1,2024
2608,Greenwich Village,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$9,750,000","$9,750,000","$9,750,000",1,2025
2611,Greenwood,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$1,775,000","$1,775,000","$1,775,000",1,2025
2612,Greenwood,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$4,440,000","$1,260,000","$1,480,000",3,2025
2614,Greenwood,Brooklyn,Q1 2025,Office,Commercial,"$6,350,000","$6,350,000","$6,350,000",1,2025
2617,Greenwood,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$1,625,000","$1,625,000","$1,625,000",1,2026
2618,Greenwood,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$3,348,000","$1,674,000","$1,674,000",2,2026
2622,Greenwood,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$999,000","$999,000","$999,000",1,2025
2623,Greenwood,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$2,900,000","$2,900,000","$2,900,000",1,2025
2628,Greenwood,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$1,925,000","$962,500","$962,500",2,2025
2632,Greenwood,Brooklyn,Q4 2024,Mixed-Use,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2024
2635,Greenwood,Brooklyn,Q4 2025,Industrial,Commercial,"$2,091,319","$2,091,319","$2,091,319",1,2025
2636,Greenwood,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$3,650,000","$1,825,000","$1,825,000",2,2025
2637,Greenwood,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$7,480,000","$1,840,000","$1,870,000",4,2025
2648,Grymes Hill,Staten Island,Q2 2025,Land,Commercial,"$499,000","$499,000","$499,000",1,2025
2670,Hamilton Heights,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$2,050,000","$1,025,000","$1,025,000",2,2025
2674,Hamilton Heights,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$24,740,386","$1,950,000","$4,948,077",5,2026
2679,Hamilton Heights,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$14,605,815","$1,487,500","$1,825,727",8,2025
2685,Hamilton Heights,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$72,888,748","$9,405,188","$10,412,678",7,2025
2690,Hamilton Heights,Manhattan,Q4 2024,Multi-Family Dwelling,Commercial,"$4,150,000","$4,150,000","$4,150,000",1,2024
2694,Hamilton Heights,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$10,069,000","$1,755,000","$1,678,167",6,2025
2698,Hammels,Queens,Q1 2025,Land,Commercial,"$308,000","$308,000","$308,000",1,2025
2713,Hammels,Queens,Q4 2025,Mixed-Use,Commercial,"$860,000","$860,000","$860,000",1,2025
2717,Hell's Kitchen,Manhattan,Q1 2025,Condo,Commercial,"$5,170,826","$994,500","$1,292,707",4,2025
2719,Hell's Kitchen,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$4,234,275","$4,234,275","$4,234,275",1,2025
2721,Hell's Kitchen,Manhattan,Q1 2026,Condo,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2026
2723,Hell's Kitchen,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$2,000,000","$2,000,000","$2,000,000",1,2026
2726,Hell's Kitchen,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$10,150,000","$5,075,000","$5,075,000",2,2025
2730,Hell's Kitchen,Manhattan,Q3 2025,Condo,Commercial,"$7,000,000","$7,000,000","$7,000,000",1,2025
2732,Hell's Kitchen,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$243,500,000","$243,500,000","$243,500,000",1,2025
2737,Hell's Kitchen,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$7,800,000","$7,800,000","$7,800,000",1,2025
2740,Highbridge,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$42,723,431","$10,680,858","$10,680,858",4,2026
2743,Highbridge,Bronx,Q2 2025,Land,Commercial,"$685,000","$685,000","$685,000",1,2025
2744,Highbridge,Bronx,Q2 2025,Mixed-Use,Commercial,"$470,000","$470,000","$470,000",1,2025
2745,Highbridge,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$1,115,000","$1,115,000","$1,115,000",1,2025
2747,Highbridge,Bronx,Q2 2025,Single-Family Home,Commercial,"$1,350,000","$1,350,000","$1,350,000",1,2025
2749,Highbridge,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$2,650,000","$2,650,000","$2,650,000",1,2025
2753,Hillcrest,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$650,000","$650,000","$650,000",1,2025
2766,Hillcrest,Queens,Q4 2025,Mixed-Use,Commercial,"$990,000","$990,000","$990,000",1,2025
2769,Hollis,Queens,Q1 2025,Mixed-Use,Commercial,"$2,380,000","$775,000","$793,333",3,2025
2774,Hollis,Queens,Q2 2025,Mixed-Use,Commercial,"$1,261,522","$1,261,522","$1,261,522",1,2025
2776,Hollis,Queens,Q2 2025,Office,Commercial,"$2,000,000","$2,000,000","$2,000,000",1,2025
2789,Homecrest,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$775,000","$775,000","$775,000",1,2025
2790,Homecrest,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$15,859,200","$1,650,000","$5,286,400",3,2025
2795,Homecrest,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$5,940,000","$1,530,000","$1,485,000",4,2026
2796,Homecrest,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$18,723,284","$1,500,000","$3,744,657",5,2026
2802,Homecrest,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$3,235,000","$1,125,000","$1,078,333",3,2025
2807,Homecrest,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$4,055,000","$2,027,500","$2,027,500",2,2025
2808,Homecrest,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$53,650,000","$26,825,000","$26,825,000",2,2025
2816,Homecrest,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$5,795,000","$1,352,500","$1,448,750",4,2025
2819,Hudson Heights,Manhattan,Q1 2025,Co-op,Commercial,"$305,000","$305,000","$305,000",1,2025
2826,Hudson Heights,Manhattan,Q3 2025,Co-op,Commercial,"$3,277,855","$1,638,928","$1,638,928",2,2025
2828,Hudson Heights,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$4,365,000","$4,365,000","$4,365,000",1,2025
2833,Hudson Square,Manhattan,Q1 2025,Condo,Commercial,"$1,150,828","$575,414","$575,414",2,2025
2836,Hudson Square,Manhattan,Q1 2026,Co-op,Commercial,"$6,500,000","$6,500,000","$6,500,000",1,2026
2838,Hudson Square,Manhattan,Q1 2026,Condo,Commercial,"$1,425,000","$712,500","$712,500",2,2026
2842,Hudson Square,Manhattan,Q3 2025,Co-op,Commercial,"$7,435,000","$7,435,000","$7,435,000",1,2025
2844,Hudson Square,Manhattan,Q3 2025,Condo,Commercial,"$5,650,000","$2,825,000","$2,825,000",2,2025
2850,Hudson Square,Manhattan,Q4 2025,Condo,Commercial,"$550,000","$550,000","$550,000",1,2025
2854,Hudson Yards,Manhattan,Q1 2026,Co-op,Commercial,"$2,225,000","$2,225,000","$2,225,000",1,2026
2857,Hudson Yards,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$5,500,026","$5,500,026","$5,500,026",1,2026
2859,Hudson Yards,Manhattan,Q2 2025,Condo,Commercial,"$1,150,000","$1,150,000","$1,150,000",1,2025
2863,Hudson Yards,Manhattan,Q3 2025,Office,Commercial,"$11,000,000","$11,000,000","$11,000,000",1,2025
2866,Hudson Yards,Manhattan,Q4 2025,Condo,Commercial,"$37,984,912","$8,386,618","$9,496,228",4,2025
2874,Huguenot,Staten Island,Q2 2025,Land,Commercial,"$620,000","$310,000","$310,000",2,2025
2880,Huguenot,Staten Island,Q3 2025,Land,Commercial,"$625,000","$625,000","$625,000",1,2025
2883,Huguenot,Staten Island,Q4 2024,Land,Commercial,"$990,000","$990,000","$990,000",1,2024
2890,Hunters Point,Queens,Q1 2025,Mixed-Use,Commercial,"$2,300,000","$2,300,000","$2,300,000",1,2025
2891,Hunters Point,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$1,575,000","$1,575,000","$1,575,000",1,2025
2893,Hunters Point,Queens,Q1 2025,Retail,Commercial,"$4,500,000","$4,500,000","$4,500,000",1,2025
2897,Hunters Point,Queens,Q1 2026,Industrial,Commercial,"$24,250,000","$12,125,000","$12,125,000",2,2026
2898,Hunters Point,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$7,350,000","$3,675,000","$3,675,000",2,2026
2900,Hunters Point,Queens,Q2 2025,Condo,Commercial,"$550,000","$550,000","$550,000",1,2025
2904,Hunters Point,Queens,Q3 2025,Condo,Commercial,"$3,750,000","$3,750,000","$3,750,000",1,2025
2906,Hunters Point,Queens,Q3 2025,Industrial,Commercial,"$5,600,000","$5,600,000","$5,600,000",1,2025
2907,Hunters Point,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$1,150,000","$1,150,000","$1,150,000",1,2025
2915,Hunters Point,Queens,Q4 2025,Condo,Commercial,"$15,666,818","$4,647,375","$5,222,273",3,2025
2917,Hunters Point,Queens,Q4 2025,Industrial,Commercial,"$9,720,000","$9,720,000","$9,720,000",1,2025
2918,Hunters Point,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$985,000","$985,000","$985,000",1,2025
2920,Hunts Point,Bronx,Q1 2025,Co-op,Commercial,"$605,000","$605,000","$605,000",1,2025
2921,Hunts Point,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$901,000","$901,000","$901,000",1,2025
2926,Hunts Point,Bronx,Q3 2023,Co-op,Commercial,"$1,400,000","$1,400,000","$1,400,000",1,2023
2927,Hunts Point,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$875,000","$875,000","$875,000",1,2025
2929,Hunts Point,Bronx,Q4 2025,Co-op,Commercial,"$2,400,000","$1,200,000","$1,200,000",2,2025
2933,Inwood,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$3,600,000","$3,600,000","$3,600,000",1,2025
2935,Inwood,Manhattan,Q1 2026,Condo,Commercial,"$2,362,287","$2,362,287","$2,362,287",1,2026
2936,Inwood,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$50,637,713","$50,637,713","$50,637,713",1,2026
2940,Inwood,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$15,250,000","$7,625,000","$7,625,000",2,2025
2941,Inwood,Manhattan,Q3 2025,Office,Commercial,"$3,100,000","$3,100,000","$3,100,000",1,2025
2949,Jackson Heights,Queens,Q1 2025,Mixed-Use,Commercial,"$2,780,000","$1,390,000","$1,390,000",2,2025
2951,Jackson Heights,Queens,Q1 2025,Office,Commercial,"$41,360,260","$20,680,130","$20,680,130",2,2025
2953,Jackson Heights,Queens,Q1 2026,Co-op,Commercial,"$2,890,221","$1,445,111","$1,445,111",2,2026
2956,Jackson Heights,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$2,830,000","$1,415,000","$1,415,000",2,2026
2963,Jackson Heights,Queens,Q2 2025,Mixed-Use,Commercial,"$2,372,000","$2,372,000","$2,372,000",1,2025
2964,Jackson Heights,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$18,200,000","$18,200,000","$18,200,000",1,2025
2966,Jackson Heights,Queens,Q2 2025,Office,Commercial,"$3,200,000","$3,200,000","$3,200,000",1,2025
2971,Jackson Heights,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$2,200,000","$1,100,000","$1,100,000",2,2025
2980,Jackson Heights,Queens,Q4 2025,Mixed-Use,Commercial,"$1,410,000","$1,410,000","$1,410,000",1,2025
2981,Jackson Heights,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$7,000,000","$7,000,000","$7,000,000",1,2025
2986,Jamaica,Queens,Q1 2025,Mixed-Use,Commercial,"$4,350,000","$4,350,000","$4,350,000",1,2025
2987,Jamaica,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$1,755,000","$877,500","$877,500",2,2025
2990,Jamaica,Queens,Q1 2026,Co-op,Commercial,"$2,238,606","$2,238,606","$2,238,606",1,2026
2993,Jamaica,Queens,Q1 2026,Industrial,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2026
2994,Jamaica,Queens,Q1 2026,Land,Commercial,"$735,000","$735,000","$735,000",1,2026
2995,Jamaica,Queens,Q1 2026,Mixed-Use,Commercial,"$1,665,000","$1,665,000","$1,665,000",1,2026
3000,Jamaica,Queens,Q2 2025,Land,Commercial,"$2,450,000","$2,450,000","$2,450,000",1,2025
3001,Jamaica,Queens,Q2 2025,Mixed-Use,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2025
3002,Jamaica,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$10,500,000","$10,500,000","$10,500,000",1,2025
3006,Jamaica,Queens,Q3 2025,Mixed-Use,Commercial,"$765,000","$765,000","$765,000",1,2025
3007,Jamaica,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$1,319,824","$1,319,824","$1,319,824",1,2025
3009,Jamaica,Queens,Q3 2025,Office,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2025
3011,Jamaica,Queens,Q4 2024,Mixed-Use,Commercial,"$1,300,000","$1,300,000","$1,300,000",1,2024
3012,Jamaica,Queens,Q4 2024,Multi-Family Dwelling,Commercial,"$2,550,000","$850,000","$850,000",3,2024
3017,Jamaica,Queens,Q4 2025,Land,Commercial,"$1,505,000","$1,505,000","$1,505,000",1,2025
3023,Jamaica Estates,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$20,350,000","$20,350,000","$20,350,000",1,2025
3032,Jamaica Estates,Queens,Q2 2025,Single-Family Home,Commercial,"$3,850,000","$3,850,000","$3,850,000",1,2025
3055,Jamaica Hills,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$1,310,000","$1,310,000","$1,310,000",1,2025
3060,Kensington,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$1,800,000","$1,800,000","$1,800,000",1,2025
3061,Kensington,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$1,450,000","$1,450,000","$1,450,000",1,2025
3064,Kensington,Brooklyn,Q1 2026,Co-op,Commercial,"$2,740,650","$2,740,650","$2,740,650",1,2026
3067,Kensington,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$1,400,000","$1,400,000","$1,400,000",1,2026
3068,Kensington,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$4,480,400","$1,472,900","$1,493,467",3,2026
3071,Kensington,Brooklyn,Q2 2025,Co-op,Commercial,"$400,000","$400,000","$400,000",1,2025
3074,Kensington,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$3,250,000","$3,250,000","$3,250,000",1,2025
3079,Kensington,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$2,225,000","$2,225,000","$2,225,000",1,2025
3084,Kensington,Brooklyn,Q4 2024,Multi-Family Dwelling,Commercial,"$805,000","$805,000","$805,000",1,2024
3086,Kensington,Brooklyn,Q4 2025,Co-op,Commercial,"$480,000","$480,000","$480,000",1,2025
3089,Kensington,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$1,700,000","$1,700,000","$1,700,000",1,2025
3090,Kensington,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$5,329,000","$1,730,000","$1,776,333",3,2025
3104,Kew Garden Hills,Queens,Q2 2025,Mixed-Use,Commercial,"$985,000","$985,000","$985,000",1,2025
3115,Kew Garden Hills,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$2,435,000","$1,217,500","$1,217,500",2,2025
3124,Kew Gardens,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$1,800,000","$900,000","$900,000",2,2026
3140,Kew Gardens,Queens,Q4 2025,Condo,Commercial,"$2,478,600","$2,478,600","$2,478,600",1,2025
3142,Kew Gardens,Queens,Q4 2025,Mixed-Use,Commercial,"$1,600,000","$1,600,000","$1,600,000",1,2025
3143,Kew Gardens,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$26,285,809","$9,003,979","$8,761,936",3,2025
3147,Kingsbridge,Bronx,Q1 2025,Mixed-Use,Commercial,"$1,525,000","$1,525,000","$1,525,000",1,2025
3151,Kingsbridge,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$7,400,000","$3,700,000","$3,700,000",2,2026
3155,Kingsbridge,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$28,833,880","$5,400,000","$5,766,776",5,2025
3161,Kingsbridge,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$3,396,799","$3,396,799","$3,396,799",1,2024
3165,Kingsbridge,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$4,571,500","$4,571,500","$4,571,500",1,2025
3171,Kips Bay,Manhattan,Q1 2026,Co-op,Commercial,"$2,800,000","$2,800,000","$2,800,000",1,2026
3174,Kips Bay,Manhattan,Q1 2026,Mixed-Use,Commercial,"$5,299,990","$2,649,995","$2,649,995",2,2026
3178,Kips Bay,Manhattan,Q2 2025,Condo,Commercial,"$11,826,486","$1,510,500","$1,689,498",7,2025
3184,Kips Bay,Manhattan,Q3 2025,Mixed-Use,Commercial,"$6,155,000","$6,155,000","$6,155,000",1,2025
3185,Kips Bay,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$2,300,000","$1,150,000","$1,150,000",2,2025
3188,Kips Bay,Manhattan,Q4 2024,Mixed-Use,Commercial,"$13,000,000","$13,000,000","$13,000,000",1,2024
3192,Kips Bay,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$42,243,202","$8,113,092","$8,448,640",5,2025
3199,Laconia,Bronx,Q2 2025,Single-Family Home,Commercial,"$500,000","$500,000","$500,000",1,2025
3201,Laconia,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$500,000","$500,000","$500,000",1,2025
3204,Laconia,Bronx,Q4 2024,Mixed-Use,Commercial,"$850,000","$850,000","$850,000",1,2024
3207,Laconia,Bronx,Q4 2025,Mixed-Use,Commercial,"$764,000","$764,000","$764,000",1,2025
3208,Laconia,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$2,559,000","$1,279,500","$1,279,500",2,2025
3217,Laurelton,Queens,Q2 2025,Land,Commercial,"$310,000","$310,000","$310,000",1,2025
3225,Laurelton,Queens,Q4 2025,Land,Commercial,"$490,000","$490,000","$490,000",1,2025
3234,Lenox Hill,Manhattan,Q1 2026,Co-op,Commercial,"$9,659,600","$1,700,000","$1,931,920",5,2026
3236,Lenox Hill,Manhattan,Q1 2026,Condo,Commercial,"$32,975,000","$4,000,000","$10,991,667",3,2026
3238,Lenox Hill,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$24,131,122","$8,675,000","$8,043,707",3,2026
3242,Lenox Hill,Manhattan,Q2 2025,Co-op,Commercial,"$1,270,000","$635,000","$635,000",2,2025
3244,Lenox Hill,Manhattan,Q2 2025,Condo,Commercial,"$999,000","$999,000","$999,000",1,2025
3246,Lenox Hill,Manhattan,Q2 2025,Mixed-Use,Commercial,"$4,525,000","$4,525,000","$4,525,000",1,2025
3247,Lenox Hill,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$10,000,000","$10,000,000","$10,000,000",1,2025
3252,Lenox Hill,Manhattan,Q3 2025,Co-op,Commercial,"$809,500","$404,750","$404,750",2,2025
3254,Lenox Hill,Manhattan,Q3 2025,Condo,Commercial,"$57,088,437","$5,000,000","$19,029,479",3,2025
3256,Lenox Hill,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$3,600,000","$3,600,000","$3,600,000",1,2025
3260,Lenox Hill,Manhattan,Q4 2025,Co-op,Commercial,"$3,869,749","$700,000","$1,289,916",3,2025
3263,Lenox Hill,Manhattan,Q4 2025,Mixed-Use,Commercial,"$7,400,000","$7,400,000","$7,400,000",1,2025
3264,Lenox Hill,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$9,700,000","$4,850,000","$4,850,000",2,2025
3269,Lighthouse Hill,Staten Island,Q2 2025,Mixed-Use,Commercial,"$1,339,325","$1,339,325","$1,339,325",1,2025
3278,Lincoln Square,Manhattan,Q1 2025,Condo,Commercial,"$6,097,475","$6,097,475","$6,097,475",1,2025
3280,Lincoln Square,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$5,650,000","$5,650,000","$5,650,000",1,2025
3282,Lincoln Square,Manhattan,Q1 2026,Condo,Commercial,"$1,895,000","$675,000","$631,667",3,2026
3284,Lincoln Square,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$4,075,000","$4,075,000","$4,075,000",1,2026
3288,Lincoln Square,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$49,350,000","$24,675,000","$24,675,000",2,2025
3292,Lincoln Square,Manhattan,Q3 2025,Co-op,Commercial,"$4,957,930","$1,695,504","$1,652,643",3,2025
3294,Lincoln Square,Manhattan,Q3 2025,Condo,Commercial,"$5,980,000","$2,990,000","$2,990,000",2,2025
3300,Lincoln Square,Manhattan,Q4 2024,Condo,Commercial,"$2,150,000","$750,000","$716,667",3,2024
3303,Lincoln Square,Manhattan,Q4 2025,Co-op,Commercial,"$1,300,000","$650,000","$650,000",2,2025
3305,Lincoln Square,Manhattan,Q4 2025,Condo,Commercial,"$1,310,000","$655,000","$655,000",2,2025
3307,Lincoln Square,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$8,950,000","$8,950,000","$8,950,000",1,2025
3310,Lindenwood,Queens,Q1 2025,Mixed-Use,Commercial,"$946,000","$946,000","$946,000",1,2025
3318,Lindenwood,Queens,Q2 2025,Land,Commercial,"$250,000","$250,000","$250,000",1,2025
